,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
9,343,17,webber,9,3,1,Finished,96068,189753,283563,376939,470190,563095,656049,749109,841873,934319,1026823,1119119,1211565,1303924,1396300,1506572,1598241,1690121,1781620,1873088,1964539,2056339,2147674,2238822,2330318,2421466,2512883,2603733,2695136,2786218,2876704,2967261,3057924.0,3148577.0,3239395.0,3329906.0,3420240.0,3510646.0,3601272.0,3696589.0,3790696.0,3885457.0,3996968.0,4087359.0,4177523.0,4268309.0,4358786.0,4449429.0,4539883.0,4630664.0,4720875.0,4810685.0,4899896.0,4989091.0,5079559.0,5169974.0,5260341.0,5351905.0
0,343,1,hamilton,1,1,1,Finished,96522,190486,283897,377489,470606,563586,656517,749548,842395,934817,1027343,1119575,1211839,1304454,1396932,1508134,1599668,1691544,1783135,1874482,1966210,2057669,2149056,2240484,2331819,2423002,2514233,2605446,2696530,2787488,2878128,2968645,3059116.0,3149858.0,3240545.0,3331069.0,3421494.0,3511851.0,3602373.0,3693238.0,3783460.0,3873582.0,3964648.0,4055327.0,4145960.0,4236319.0,4326987.0,4420038.0,4510614.0,4601063.0,4691697.0,4782355.0,4873540.0,4963615.0,5054355.0,5145136.0,5235829.0,5327620.0
11,343,20,vettel,9,22,4,Collision,97545,191560,285551,378831,472177,565218,658306,751597,844401,936951,1029354,1121805,1214119,1306548,1415173,1507109,1599016,1690952,1782509,1873948,1965471,2057124,2148599,2239954,2331314,2422397,2513638,2604462,2695598,2786849,2877602,2968124,3058684.0,3149307.0,3240081.0,3330719.0,3420900.0,3511090.0,3601701.0,,,,,,,,,,,,,,,,,,,
10,343,18,button,1,2,1,Finished,98885,192873,286830,380345,473535,566759,659687,752724,845678,938324,1030835,1123059,1215344,1307580,1399607,1491625,1583604,1692461,1784253,1876023,1967400,2058887,2150362,2241568,2332981,2424280,2515530,2606819,2697843,2789518,2879987,2970336,3060681.0,3151082.0,3241626.0,3332457.0,3422839.0,3513090.0,3603459.0,3694926.0,3785127.0,3875022.0,3965672.0,4056510.0,4146669.0,4237150.0,4328036.0,4419954.0,4511728.0,4602743.0,4693788.0,4784856.0,4875940.0,4966792.0,5057520.0,5148445.0,5239227.0,5330265.0
14,343,30,michael_schumacher,131,4,1,Finished,99391,194526,289258,383645,477826,572044,666145,760093,853826,947396,1040970,1134206,1227512,1320834,1429999,1522975,1615623,1708485,1801136,1893653,1985904,2078450,2170937,2263536,2355674,2447994,2540671,2632743,2724537,2816305,2907977,2999560,3091394.0,3182776.0,3274219.0,3365422.0,3457112.0,3548618.0,3639974.0,3731349.0,3822836.0,3913865.0,4004460.0,4094995.0,4185710.0,4276283.0,4366740.0,4457338.0,4547663.0,4637732.0,4727699.0,4817771.0,4907581.0,4997437.0,5087788.0,5178308.0,5268389.0,5358730.0
1,343,3,rosberg,131,5,1,Finished,99942,195417,290262,384677,478920,573607,667720,761601,855258,948919,1042469,1135723,1229017,1322005,1414706,1523925,1616605,1709600,1802370,1894864,1987530,2080344,2173047,2265650,2358009,2450836,2543427,2635911,2727912,2819500,2911369,3003121,3094770.0,3186159.0,3277527.0,3368531.0,3459785.0,3551036.0,3642093.0,3733340.0,3824408.0,3915157.0,4005750.0,4096594.0,4187100.0,4277572.0,4367791.0,4458315.0,4548779.0,4639068.0,4729096.0,4819073.0,4909073.0,4999398.0,5089389.0,5179577.0,5269657.0,5359886.0
4,343,9,kubica,4,6,1,Finished,100270,196005,290824,385135,479495,573988,668310,762324,856080,949684,1043145,1136273,1229957,1338762,1430904,1524584,1617369,1710286,1803203,1895963,1988338,2080873,2173632,2266203,2358762,2451503,2544072,2636402,2728487,2820124,2912034,3003730,3095420.0,3186832.0,3278287.0,3369240.0,3460599.0,3551612.0,3642749.0,3734282.0,3825435.0,3916231.0,4007102.0,4097944.0,4188320.0,4278947.0,4369466.0,4459498.0,4549946.0,4640275.0,4730462.0,4820381.0,4910167.0,5000650.0,5090669.0,5180919.0,5270499.0,5360444.0
6,343,13,massa,6,7,1,Finished,100691,196800,291631,385803,480223,574566,669018,763064,856807,950913,1044517,1137534,1230662,1339765,1432120,1525497,1619331,1712488,1805031,1897388,1989898,2082194,2174566,2267082,2359568,2452192,2545148,2637394,2729501,2821205,2912968,3004579,3096158.0,3187685.0,3279454.0,3370648.0,3461737.0,3552676.0,3643683.0,3735056.0,3826626.0,3917595.0,4008296.0,4099109.0,4189777.0,4280346.0,4370741.0,4461322.0,4551860.0,4642357.0,4732750.0,4823061.0,4913173.0,5003418.0,5093477.0,5183923.0,5274259.0,5364255.0
20,343,808,petrov,4,15,11,+1 Lap,101104,197499,292525,387266,481481,575519,669976,764356,858144,951953,1045645,1139395,1249825,1342277,1434615,1527207,1619852,1713251,1806206,1898859,1991262,2083413,2175775,2267965,2360393,2452903,2545883,2638196,2730309,2822419,2914119,3005864,3097654.0,3189243.0,3280962.0,3372439.0,3463958.0,3555177.0,3645988.0,3737256.0,3828154.0,3919619.0,4010592.0,4101304.0,4192025.0,4282546.0,4373074.0,4463514.0,4553935.0,4644339.0,4734776.0,4826946.0,4918885.0,5068125.0,5187262.0,5276789.0,5365954.0,
18,343,155,kobayashi,15,10,1,Finished,101541,198248,293952,388745,483276,577765,671859,766091,859914,953873,1067048,1159717,1252716,1345662,1438536,1531650,1624731,1717477,1809966,1902533,1995079,2087621,2180741,2272891,2364797,2456713,2549160,2641889,2733890,2825713,2917474,3009079,3100583.0,3192346.0,3283912.0,3375349.0,3466568.0,3557940.0,3649294.0,3741093.0,3832472.0,3923363.0,4014654.0,4105865.0,4196810.0,4288044.0,4379068.0,4470040.0,4561406.0,4654287.0,4746445.0,4838124.0,4930480.0,5022509.0,5114512.0,5208599.0,5300744.0,5393270.0
8,343,16,sutil,10,9,1,Finished,101709,197882,293421,388084,482448,576665,670903,765244,859249,953026,1046657,1140118,1253900,1347073,1439983,1532988,1625935,1718958,1811696,1904133,1996610,2089170,2181863,2274402,2366809,2459026,2551278,2644112,2736342,2828240,2920079,3011596,3103098.0,3194569.0,3286120.0,3377297.0,3468261.0,3559293.0,3650436.0,3741735.0,3833328.0,3924810.0,4016054.0,4107174.0,4197897.0,4289077.0,4379914.0,4470787.0,4561998.0,4653585.0,4743832.0,4833943.0,4924075.0,5014558.0,5104517.0,5194816.0,5285565.0,5376649.0
2,343,4,alonso,6,8,1,Finished,102155,198539,294531,389386,483879,578267,672628,766779,860740,954737,1048368,1158383,1251100,1343898,1436506,1529670,1622411,1715238,1808050,1900993,1993795,2086234,2178550,2270476,2362218,2454053,2546578,2638797,2730831,2822823,2914645,3006512,3098376.0,3189880.0,3281443.0,3372860.0,3464273.0,3556080.0,3647124.0,3738347.0,3829253.0,3920393.0,4011111.0,4102198.0,4192976.0,4283950.0,4374985.0,4465453.0,4555686.0,4645865.0,4735985.0,4827023.0,4919023.0,5012205.0,5102881.0,5192892.0,5283372.0,5374164.0
15,343,37,rosa,15,11,1,Finished,102976,199459,295155,390456,485570,580011,674660,769100,863435,957485,1051301,1145063,1255802,1349313,1442483,1536274,1629479,1722820,1816053,1908940,2001687,2094552,2187555,2280124,2372654,2465326,2557529,2649951,2742452,2834546,2926999,3018822,3110576.0,3202573.0,3294124.0,3385301.0,3476359.0,3567438.0,3658682.0,3749825.0,3840823.0,3932287.0,4023542.0,4115066.0,4206129.0,4297119.0,4388012.0,4478917.0,4569776.0,4660197.0,4750921.0,4841693.0,4932423.0,5024064.0,5115641.0,5208922.0,5301247.0,5393564.0
17,343,153,alguersuari,5,12,1,Finished,103404,200196,295981,391466,486420,582062,676996,771518,865661,959862,1053893,1147562,1241278,1334938,1446410,1538928,1631497,1724277,1817107,1909842,2002601,2095315,2188189,2280730,2373310,2466045,2558271,2650644,2742968,2835244,2927644,3019462,3111334.0,3203531.0,3295402.0,3386856.0,3478293.0,3569723.0,3661049.0,3752734.0,3844242.0,3952661.0,4042590.0,4133125.0,4223241.0,4313616.0,4403928.0,4494247.0,4584067.0,4673602.0,4763262.0,4853053.0,4942735.0,5032727.0,5122844.0,5212699.0,5302707.0,5395420.0
