,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
2,905.0,3.0,rosberg,1.0,1.0,Finished,101206.0,224994.0,344242.0,426453.0,507695.0,588156.0,668468.0,749030.0,829347.0,909884.0,989966.0,1070208.0,1150573.0,1231219.0,1311588.0,1392211.0,1472575.0,1553189.0,1634600.0,1715506.0,1796921.0,1878429.0,1959933.0,2041911.0,2124969.0,2235889.0,2354857.0,2490527.0,2605239.0,2719665.0,2801182.0,2881760.0,2961185.0,3040693.0,3120155.0,3199920.0,3279489.0,3359206.0,3438989.0,3518812.0,3598397.0,3677910.0,3757546.0,3837311.0,3917032.0,3996931.0,4076946.0,4156593.0,4236118.0,4315959.0,4396296.0,4476859.0,4556521.0,4636295.0,4716069.0,4795728.0,4876354.0,4956526.0,5036483.0,5116774.0,5198848.0,5279981.0,5359630.0,5439268.0,5519219.0,5599511.0,5679519.0,5759612.0,5839683.0,5920190.0,6001135.0,6083058.0,6163953.0,6244497.0,6325383.0,6405834.0,6486017.0,6567661.0
1,905.0,1.0,hamilton,2.0,1.0,Finished,102306.0,225788.0,344704.0,427313.0,508366.0,588922.0,669292.0,749722.0,830253.0,910799.0,991120.0,1071671.0,1152193.0,1232614.0,1313313.0,1393719.0,1474336.0,1554975.0,1635734.0,1716861.0,1798168.0,1879550.0,1961247.0,2043085.0,2125805.0,2245478.0,2357467.0,2491795.0,2606563.0,2720107.0,2802101.0,2882350.0,2962063.0,3041424.0,3121017.0,3200749.0,3280426.0,3359994.0,3439818.0,3519560.0,3599246.0,3678788.0,3758611.0,3838234.0,3917908.0,3997783.0,4077833.0,4157601.0,4237513.0,4317561.0,4397635.0,4477774.0,4557607.0,4637390.0,4717213.0,4796906.0,4877463.0,4957586.0,5038210.0,5118912.0,5199711.0,5280672.0,5360923.0,5440905.0,5523145.0,5603574.0,5684641.0,5765221.0,5845463.0,5925969.0,6006910.0,6088024.0,6170049.0,6252393.0,6333559.0,6414655.0,6495609.0,6576871.0
8,905.0,20.0,vettel,20.0,101.0,Turbo,104210.0,226998.0,346503.0,507643.0,602212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,905.0,8.0,raikkonen,12.0,11.0,+1 Lap,105609.0,229007.0,345868.0,429104.0,510539.0,591536.0,672702.0,753716.0,834509.0,915409.0,996805.0,1078273.0,1158882.0,1239654.0,1320686.0,1401771.0,1483156.0,1564430.0,1645492.0,1727248.0,1808826.0,1890698.0,1972570.0,2054696.0,2136989.0,2248388.0,2359857.0,2503576.0,2617675.0,2728742.0,2813603.0,2897437.0,2982043.0,3064361.0,3148339.0,3229161.0,3309658.0,3391111.0,3472355.0,3553803.0,3634773.0,3715769.0,3797236.0,3878651.0,3960300.0,4042196.0,4123460.0,4205253.0,4286463.0,4367435.0,4448524.0,4530232.0,4611894.0,4693604.0,4779307.0,4862587.0,4944158.0,5025649.0,5107651.0,5190761.0,5273055.0,5353576.0,5434212.0,5514360.0,5594830.0,5675546.0,5756220.0,5837700.0,5921407.0,6003258.0,6085538.0,6172306.0,6306020.0,6389470.0,6467949.0,6546685.0,6627015.0,
12,905.0,817.0,ricciardo,3.0,1.0,Finished,106781.0,230359.0,346267.0,429722.0,511483.0,592775.0,675298.0,757013.0,838281.0,919644.0,1000565.0,1081089.0,1162584.0,1243602.0,1324696.0,1405344.0,1485957.0,1566953.0,1647955.0,1729503.0,1810958.0,1891860.0,1973360.0,2055245.0,2138072.0,2250481.0,2362163.0,2492932.0,2607601.0,2720791.0,2802967.0,2884350.0,2965081.0,3046192.0,3126805.0,3206735.0,3286816.0,3367125.0,3447766.0,3528197.0,3608546.0,3688753.0,3769166.0,3849480.0,3929636.0,4009762.0,4089807.0,4170503.0,4251498.0,4331531.0,4411370.0,4491769.0,4571890.0,4652068.0,4731565.0,4811221.0,4892716.0,4972473.0,5051978.0,5131366.0,5211835.0,5293196.0,5373554.0,5452870.0,5532932.0,5612635.0,5692586.0,5772120.0,5851731.0,5930983.0,6010365.0,6089969.0,6170803.0,6252851.0,6334202.0,6415005.0,6496018.0,6577275.0
3,905.0,4.0,alonso,4.0,1.0,Finished,107555.0,231124.0,346696.0,431039.0,513290.0,595252.0,677305.0,759215.0,840699.0,922188.0,1003041.0,1084253.0,1165175.0,1246268.0,1327613.0,1408806.0,1489686.0,1570630.0,1651720.0,1733015.0,1814502.0,1895663.0,1976871.0,2058454.0,2140305.0,2255330.0,2363178.0,2493885.0,2608443.0,2721397.0,2804535.0,2886524.0,2967596.0,3048508.0,3128971.0,3209370.0,3289635.0,3369668.0,3449722.0,3530070.0,3610185.0,3690420.0,3771320.0,3851763.0,3931955.0,4012123.0,4092800.0,4172991.0,4253770.0,4334130.0,4414270.0,4494923.0,4575049.0,4654776.0,4735047.0,4815223.0,4896006.0,4976499.0,5056757.0,5137009.0,5218885.0,5300492.0,5381110.0,5462716.0,5543870.0,5624461.0,5705153.0,5785400.0,5865664.0,5947503.0,6028647.0,6109719.0,6190859.0,6272705.0,6353758.0,6435720.0,6517328.0,6600113.0
18,905.0,825.0,kevin_magnussen,10.0,11.0,+1 Lap,108276.0,231651.0,347464.0,432919.0,516143.0,599423.0,681825.0,763327.0,844741.0,926198.0,1007419.0,1088778.0,1170720.0,1252627.0,1334644.0,1416194.0,1497654.0,1579132.0,1660834.0,1742620.0,1824449.0,1906687.0,1988869.0,2070895.0,2154565.0,2274851.0,2376119.0,2496591.0,2612104.0,2723991.0,2807779.0,2893705.0,2975146.0,3056886.0,3138225.0,3219476.0,3300878.0,3382254.0,3463346.0,3544529.0,3625616.0,3706893.0,3788271.0,3869938.0,3950998.0,4032726.0,4114091.0,4195618.0,4277661.0,4359755.0,4441461.0,4523069.0,4604364.0,4685522.0,4766750.0,4848227.0,4931233.0,5012536.0,5094154.0,5176041.0,5259215.0,5341406.0,5422942.0,5504911.0,5587228.0,5669716.0,5751859.0,5834353.0,5917257.0,6000113.0,6083796.0,6169120.0,6291937.0,6372739.0,6453396.0,6534210.0,6615783.0,
13,905.0,818.0,vergne,17.0,5.0,Engine,110138.0,233395.0,348284.0,433411.0,516888.0,601994.0,683774.0,765622.0,847410.0,929165.0,1010689.0,1092245.0,1173624.0,1255203.0,1337006.0,1419027.0,1500838.0,1582927.0,1665042.0,1747000.0,1828754.0,1910928.0,1992801.0,2074614.0,2157509.0,2274238.0,2374456.0,2495928.0,2611631.0,2724562.0,2808404.0,2891354.0,2972942.0,3054603.0,3135686.0,3217163.0,3310312.0,3395659.0,3477935.0,3559396.0,3640799.0,3722351.0,3803991.0,3885417.0,3966750.0,4049058.0,4130863.0,4212920.0,4294514.0,4377113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,905.0,826.0,kvyat,19.0,26.0,Mechanical,111482.0,234420.0,348645.0,433970.0,517696.0,602613.0,684992.0,767003.0,852268.0,941144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,905.0,807.0,hulkenberg,5.0,11.0,+1 Lap,112518.0,235165.0,349089.0,434755.0,518621.0,603300.0,686171.0,768546.0,851204.0,933585.0,1015208.0,1096962.0,1178745.0,1260830.0,1342836.0,1424625.0,1506284.0,1588201.0,1670407.0,1752002.0,1833655.0,1915171.0,1997073.0,2078791.0,2162408.0,2279065.0,2377320.0,2497588.0,2612723.0,2724619.0,2809013.0,2892651.0,2973910.0,3055454.0,3136843.0,3218349.0,3299576.0,3380343.0,3461331.0,3542537.0,3623328.0,3704313.0,3785556.0,3867000.0,3948362.0,4029971.0,4111398.0,4192567.0,4273731.0,4355675.0,4437021.0,4518649.0,4600555.0,4682224.0,4763843.0,4846604.0,4929552.0,5011159.0,5092966.0,5174873.0,5257473.0,5339864.0,5422149.0,5504259.0,5586737.0,5669149.0,5751417.0,5833706.0,5916795.0,5999519.0,6082693.0,6167006.0,6250077.0,6336683.0,6420220.0,6504385.0,6588580.0,
