,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
15,1022,844,leclerc,6,1,1,Finished,137550,316866.0,499059.0,672566.0,782251.0,891809.0,1001297.0,1110749.0,1220840.0,1330508.0,1439906.0,1548910.0,1657827.0,1766939.0,1875919.0,1984934.0,2094239.0,2203564.0,2312827.0,2421775.0,2535153.0,2657548.0,2764212.0,2871374.0,2978756.0,3086899.0,3194126.0,3301134.0,3408148.0,3515449.0,3622863.0,3730297.0,3837472.0,3944791.0,4052007.0,4159202.0,4266762.0,4374409.0,4482353.0,4590899.0,4699629.0,4808288.0,4916666.0,5025710.0
3,1022,20,vettel,6,4,1,Finished,140088,318503.0,499915.0,673325.0,783823.0,893663.0,1003122.0,1113091.0,1223077.0,1332896.0,1442498.0,1551735.0,1660984.0,1770325.0,1884154.0,2006418.0,2113505.0,2221670.0,2329719.0,2437589.0,2545175.0,2653004.0,2760960.0,2869198.0,2977547.0,3086238.0,3196047.0,3303969.0,3412230.0,3520297.0,3629229.0,3739060.0,3852788.0,3974954.0,4082844.0,4189253.0,4295983.0,4402553.0,4509320.0,4616782.0,4723852.0,4830637.0,4939645.0,5052132.0
0,1022,1,hamilton,131,2,1,Finished,141040,320120.0,500788.0,673914.0,784713.0,894883.0,1004843.0,1114354.0,1224032.0,1333890.0,1443523.0,1552974.0,1662329.0,1771563.0,1880849.0,1989795.0,2098716.0,2207835.0,2317074.0,2426164.0,2534910.0,2648325.0,2771279.0,2877859.0,2984718.0,3091449.0,3198123.0,3305114.0,3413365.0,3520986.0,3629483.0,3736600.0,3844376.0,3951821.0,4058732.0,4165771.0,4272594.0,4380063.0,4487461.0,4594853.0,4702399.0,4810530.0,4918224.0,5026691.0
8,1022,822,bottas,131,3,1,Finished,142327,321342.0,501719.0,674404.0,786151.0,896459.0,1006546.0,1116603.0,1226625.0,1336360.0,1445702.0,1555360.0,1664822.0,1774135.0,1883583.0,1993000.0,2102228.0,2211803.0,2321073.0,2430206.0,2539415.0,2648926.0,2762753.0,2884347.0,2990898.0,3097508.0,3203973.0,3310757.0,3417610.0,3525095.0,3632448.0,3740109.0,3849129.0,3956196.0,4063427.0,4170544.0,4277589.0,4385059.0,4492788.0,4600759.0,4709395.0,4817875.0,4927041.0,5038295.0
16,1022,846,norris,1,11,5,Engine,145499,323282.0,503071.0,674869.0,787442.0,898954.0,1010313.0,1121660.0,1232793.0,1343493.0,1454139.0,1564675.0,1674878.0,1784857.0,1894977.0,2005249.0,2116592.0,2227160.0,2341752.0,2465504.0,2573825.0,2682855.0,2791811.0,2901054.0,3010231.0,3119284.0,3228027.0,3337183.0,3446180.0,3555711.0,3664810.0,3773939.0,3883319.0,3992535.0,4101453.0,4210884.0,4320346.0,4429805.0,4539153.0,4648961.0,4758313.0,4867474.0,4980748.0,
4,1022,154,grosjean,210,13,11,+1 Lap,147158,324545.0,504469.0,675572.0,788782.0,900423.0,1011770.0,1123142.0,1234542.0,1345687.0,1456861.0,1567644.0,1678512.0,1789803.0,1901083.0,2016779.0,2141835.0,2251109.0,2361054.0,2471546.0,2582099.0,2692675.0,2803619.0,2915739.0,3026492.0,3136867.0,3247713.0,3358439.0,3468976.0,3580022.0,3690921.0,3801704.0,3914771.0,4026505.0,4138240.0,4249242.0,4360849.0,4472851.0,4584554.0,4697904.0,4814137.0,4925014.0,5039388.0,
9,1022,825,kevin_magnussen,210,12,11,+1 Lap,149294,326053.0,505486.0,676211.0,789823.0,901918.0,1014156.0,1126180.0,1238406.0,1351426.0,1464348.0,1577568.0,1690010.0,1803845.0,1916290.0,2029400.0,2141522.0,2256056.0,2369501.0,2481983.0,2594648.0,2706068.0,2817441.0,2929375.0,3045435.0,3168961.0,3277705.0,3387590.0,3498497.0,3607781.0,3716480.0,3825227.0,3933904.0,4042950.0,4151672.0,4260508.0,4369592.0,4478797.0,4588310.0,4699183.0,4812708.0,4922556.0,5032410.0,
6,1022,815,perez,211,6,1,Finished,150965,327665.0,506628.0,676471.0,790331.0,902601.0,1014975.0,1127077.0,1238991.0,1349359.0,1460170.0,1570459.0,1680614.0,1791170.0,1906529.0,2032439.0,2142758.0,2253098.0,2362910.0,2472544.0,2582931.0,2693417.0,2804150.0,2914256.0,3025002.0,3134411.0,3244084.0,3353838.0,3462619.0,3572339.0,3681949.0,3791578.0,3901044.0,4010601.0,4119653.0,4228785.0,4338129.0,4448057.0,4557393.0,4666828.0,4776264.0,4885747.0,4994908.0,5110158.0
14,1022,842,gasly,5,9,1,Finished,152560,330289.0,509280.0,677025.0,790846.0,903321.0,1015829.0,1127984.0,1239702.0,1352105.0,1462721.0,1573513.0,1688401.0,1811405.0,1921412.0,2032876.0,2144377.0,2255907.0,2366958.0,2476727.0,2586427.0,2696263.0,2806150.0,2917551.0,3027790.0,3137906.0,3248475.0,3359172.0,3469782.0,3580692.0,3692631.0,3804048.0,3915168.0,4025688.0,4136743.0,4247955.0,4359715.0,4471657.0,4581702.0,4692014.0,4801846.0,4911686.0,5023826.0,5134878.0
12,1022,840,stroll,211,10,1,Finished,153516,332055.0,510247.0,677434.0,791515.0,904272.0,1016672.0,1128684.0,1240507.0,1352859.0,1465092.0,1576428.0,1687279.0,1802288.0,1925960.0,2035516.0,2147373.0,2260879.0,2371441.0,2482689.0,2592726.0,2702896.0,2813052.0,2923071.0,3033104.0,3142848.0,3253593.0,3363846.0,3474264.0,3589162.0,3714552.0,3823069.0,3931463.0,4039820.0,4148227.0,4256789.0,4365859.0,4475339.0,4585418.0,4696668.0,4805820.0,4914833.0,5024591.0,5135548.0
10,1022,826,kvyat,5,7,1,Finished,155504,333607.0,512036.0,677964.0,792131.0,904818.0,1017449.0,1129480.0,1241178.0,1353440.0,1465813.0,1578152.0,1688686.0,1800014.0,1910992.0,2021722.0,2132583.0,2243420.0,2353982.0,2464669.0,2576117.0,2686908.0,2797651.0,2912496.0,3035066.0,3143209.0,3251931.0,3362056.0,3471033.0,3581170.0,3691571.0,3802340.0,3912662.0,4021588.0,4130419.0,4239115.0,4349091.0,4458539.0,4567723.0,4676952.0,4786207.0,4895518.0,5004957.0,5115367.0
13,1022,841,giovinazzi,51,18,3,Accident,156641,335128.0,513013.0,678477.0,792696.0,905726.0,1018309.0,1130197.0,1241823.0,1354088.0,1466476.0,1578939.0,1690771.0,1801734.0,1912621.0,2023632.0,2134349.0,2245072.0,2355862.0,2467520.0,2578195.0,2689005.0,2799759.0,2910830.0,3021459.0,3131942.0,3242298.0,3352986.0,3468970.0,3591679.0,3699239.0,3807544.0,3916155.0,4026807.0,4137277.0,4248360.0,4358912.0,4469114.0,4577856.0,4686177.0,4794588.0,4902797.0,,
18,1022,848,albon,9,5,1,Finished,158022,337140.0,514927.0,679145.0,793868.0,907071.0,1019717.0,1131592.0,1243240.0,1355289.0,1467661.0,1579784.0,1691572.0,1803632.0,1914300.0,2025226.0,2135513.0,2246474.0,2357437.0,2468397.0,2578966.0,2690418.0,2805163.0,2928469.0,3036421.0,3144613.0,3254101.0,3364439.0,3474122.0,3583601.0,3692939.0,3802908.0,3913056.0,4023077.0,4131529.0,4239758.0,4347385.0,4455339.0,4563163.0,4670888.0,4778395.0,4886480.0,4995467.0,5107035.0
5,1022,807,hulkenberg,4,8,1,Finished,158998,338242.0,516393.0,679303.0,793259.0,906391.0,1018965.0,1130810.0,1242493.0,1354704.0,1471125.0,1594458.0,1703924.0,1814761.0,1924486.0,2034980.0,2146798.0,2257605.0,2370031.0,2479793.0,2590065.0,2700116.0,2810511.0,2920544.0,3030687.0,3140887.0,3251141.0,3361486.0,3472673.0,3583054.0,3698839.0,3821576.0,3930108.0,4038457.0,4146961.0,4255901.0,4364973.0,4474217.0,4584830.0,4695848.0,4804271.0,4912750.0,5022372.0,5132349.0
17,1022,847,russell,3,15,11,+1 Lap,161046,340839.0,518196.0,679964.0,794656.0,908735.0,1023597.0,1136407.0,1248640.0,1361050.0,1473096.0,1585290.0,1697273.0,1809475.0,1922015.0,2034388.0,2148664.0,2261886.0,2374975.0,2487643.0,2599804.0,2712168.0,2824667.0,2936846.0,3049104.0,3161453.0,3274149.0,3387134.0,3500467.0,3618507.0,3741755.0,3851062.0,3960065.0,4068925.0,4177898.0,4286951.0,4396281.0,4505957.0,4616057.0,4726979.0,4836904.0,4946197.0,5057253.0,
