,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,904,1,hamilton,131,1,1,Finished,96072,188082,280186,372099,464127,556141,648342,740264,832140,923916,1015826,1108047,1200422,1292991,1385149,1477393,1569592,1665430,1775435,1866649,1958208,2049012,2140480,2232310,2323885.0,2415671.0,2507542.0,2599066.0,2690503.0,2781527.0,2872691.0,2963731.0,3054888.0,3146263.0,3237559.0,3329165.0,3420433.0,3511916.0,3603508.0,3694852.0,3786439.0,3878167.0,3973087.0,4083531.0,4173667.0,4264071.0,4354340.0,4445497.0,4535256.0,4625070.0,4715096.0,4805164.0,4894761.0,4984244.0,5073845.0,5163655.0,5253587.0,5343467.0,5434018.0,5523710.0,5613414.0,5703395.0,5793433.0,5883821.0,5974242.0,6065155.0
1,904,3,rosberg,131,2,1,Finished,97222,189735,282088,374109,466041,558080,650225,742215,834173,926230,1018455,1111097,1203065,1295190,1387216,1479117,1571227,1663065,1754732,1846533,1941644,2052769,2144226,2235795,2327277.0,2418646.0,2510361.0,2602807.0,2694861.0,2786051.0,2877157.0,2967920.0,3059341.0,3150597.0,3241724.0,3332871.0,3424248.0,3515719.0,3607195.0,3698581.0,3790252.0,3882065.0,3973675.0,4064837.0,4160285.0,4268927.0,4358998.0,4449179.0,4538972.0,4628219.0,4717455.0,4807231.0,4897557.0,4987017.0,5076473.0,5165851.0,5255458.0,5344927.0,5435002.0,5525032.0,5614678.0,5704497.0,5794373.0,5884577.0,5974875.0,6065791.0
17,904,822,bottas,3,5,1,Finished,98418,192182,285841,379145,472501,565923,659444,752513,845778,939132,1032558,1125759,1219076,1312495,1405915,1499445,1592990,1686566,1780558,1877714,1990230,2082183,2174148,2266642,2359061.0,2451291.0,2543275.0,2635222.0,2727122.0,2819068.0,2911247.0,3003321.0,3096167.0,3188778.0,3281395.0,3373519.0,3465974.0,3558547.0,3651197.0,3743760.0,3836503.0,3928964.0,4021390.0,4113914.0,4209598.0,4320162.0,4410586.0,4501608.0,4592282.0,4683356.0,4774465.0,4865689.0,4956513.0,5047489.0,5138707.0,5229987.0,5320813.0,5411686.0,5502259.0,5593154.0,5684202.0,5775338.0,5868012.0,5960468.0,6052300.0,6144448.0
13,904,817,ricciardo,9,3,1,Finished,98993,192869,286274,379761,472982,566313,659970,753653,846870,940153,1033504,1126431,1219591,1316023,1425429,1517328,1609244,1701136,1793373,1885605,1977905,2069866,2161769,2254269,2346674.0,2439215.0,2531534.0,2623326.0,2715542.0,2808213.0,2899960.0,2991965.0,3084451.0,3176601.0,3269041.0,3360907.0,3452972.0,3545243.0,3638000.0,3730574.0,3823118.0,3915377.0,4007467.0,4099515.0,4194462.0,4304125.0,4394289.0,4484893.0,4575345.0,4665809.0,4756423.0,4847293.0,4937937.0,5028717.0,5118997.0,5209015.0,5299279.0,5390009.0,5480501.0,5570944.0,5661505.0,5751879.0,5842006.0,5932365.0,6022377.0,6114169.0
8,904,154,grosjean,208,8,11,+1 Lap,100112,193990,287753,381337,474755,567999,661696,755168,848593,942153,1036046,1129798,1223950,1318146,1415877,1528364,1621772,1714715,1807570,1899552,1992612,2085268,2178168,2271922,2366508.0,2460303.0,2553097.0,2645971.0,2738685.0,2831789.0,2924357.0,3017259.0,3110561.0,3207219.0,3318737.0,3410769.0,3502913.0,3594777.0,3686885.0,3779260.0,3871620.0,3962856.0,4054527.0,4146918.0,4239326.0,4331991.0,4423059.0,4514495.0,4606097.0,4697937.0,4789470.0,4881351.0,4973344.0,5065361.0,5157208.0,5249140.0,5341107.0,5433192.0,5527201.0,5619205.0,5711631.0,5803728.0,5896116.0,5988610.0,6081479.0,
3,904,8,raikkonen,6,7,11,+1 Lap,100717,194888,288674,382174,475707,569242,662946,756632,850193,944091,1037665,1131281,1225491,1319810,1414077,1507934,1605198,1717270,1809245,1901647,1994305,2086577,2178860,2272498,2364409.0,2456315.0,2548304.0,2640590.0,2732623.0,2824735.0,2917015.0,3009408.0,3101822.0,3194152.0,3287046.0,3380057.0,3473094.0,3565676.0,3658117.0,3750881.0,3843520.0,3936298.0,4033202.0,4144687.0,4235654.0,4326715.0,4417738.0,4508675.0,4599749.0,4690783.0,4782020.0,4873109.0,4963689.0,5054792.0,5145838.0,5237747.0,5328953.0,5420298.0,5511575.0,5603073.0,5694627.0,5786195.0,5879978.0,5972911.0,6068447.0,
2,904,4,alonso,6,6,1,Finished,101298,195571,289328,383017,476517,570004,663791,757330,850982,944841,1038449,1132190,1226481,1320453,1414860,1512047,1623984,1717941,1810613,1903134,1995925,2088503,2181016,2273380,2366915.0,2458752.0,2550824.0,2642758.0,2734624.0,2826716.0,2918716.0,3010665.0,3103215.0,3195710.0,3291955.0,3402598.0,3494202.0,3585041.0,3675693.0,3766180.0,3856953.0,3947414.0,4038689.0,4129307.0,4219831.0,4310575.0,4401222.0,4491959.0,4582830.0,4674204.0,4765278.0,4856323.0,4950977.0,5059832.0,5149730.0,5240370.0,5330551.0,5420961.0,5512087.0,5603543.0,5695164.0,5786711.0,5878847.0,5968861.0,6059612.0,6152898.0
4,904,13,massa,3,13,11,+1 Lap,101799,196115,289967,383757,477381,570754,665039,758381,852126,946057,1039950,1133940,1228081,1322185,1419952,1532295,1625004,1718994,1811808,1904474,1997053,2089903,2182550,2275361,2368057.0,2461575.0,2554824.0,2651302.0,2761553.0,2852642.0,2943897.0,3035539.0,3127252.0,3218912.0,3311020.0,3404227.0,3497653.0,3590625.0,3684346.0,3776850.0,3869149.0,3961270.0,4053365.0,4146382.0,4238849.0,4335097.0,4447034.0,4537823.0,4630158.0,4720779.0,4811834.0,4903136.0,4994134.0,5084722.0,5175190.0,5266243.0,5357161.0,5448519.0,5540246.0,5632512.0,5725329.0,5817995.0,5911559.0,6004905.0,6098705.0,
10,904,807,hulkenberg,10,10,11,+1 Lap,102763,197301,291703,385914,479589,573259,667150,760878,854728,948865,1043117,1137347,1231645,1325723,1420116,1514051,1611193,1722530,1815241,1907900,2000537,2092905,2185417,2277792,2370417.0,2463186.0,2556267.0,2649452.0,2742271.0,2835322.0,2927967.0,3020883.0,3113799.0,3206090.0,3298444.0,3394028.0,3505535.0,3596958.0,3688671.0,3781065.0,3873180.0,3964591.0,4056483.0,4148441.0,4240283.0,4332727.0,4424667.0,4516645.0,4608503.0,4700798.0,4794105.0,4885840.0,4977902.0,5070043.0,5162109.0,5256916.0,5349673.0,5441952.0,5534493.0,5627122.0,5719969.0,5812922.0,5906002.0,5999354.0,6092981.0,
12,904,815,perez,10,9,11,+1 Lap,103336,198271,292541,386758,480664,574527,668620,762343,856072,950033,1044040,1138032,1232474,1326612,1420878,1514943,1608909,1706254,1816918,1908850,2001361,2093712,2186379,2278995,2371551.0,2464040.0,2557087.0,2650385.0,2743034.0,2836108.0,2928908.0,3021621.0,3115033.0,3208201.0,3300955.0,3393625.0,3489644.0,3599333.0,3690089.0,3782078.0,3873826.0,3965414.0,4057471.0,4149099.0,4241039.0,4333305.0,4425571.0,4517432.0,4609168.0,4701247.0,4792314.0,4884215.0,4975742.0,5067273.0,5158515.0,5250581.0,5342423.0,5437022.0,5528942.0,5620700.0,5712785.0,5805141.0,5897766.0,5989803.0,6082577.0,
