,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,bottas,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,5,5,5,5
3,ricciardo,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,9,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,grosjean,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,14,12,8,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,8,14,14,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
5,raikkonen,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,9,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,6,5,5,6,6,6,6,6,6,6,7,7,7,0
6,alonso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,13,10,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,10,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,6,6,6,6
7,massa,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,15,14,11,9,8,8,8,8,8,8,8,8,11,14,14,14,14,14,13,12,11,10,9,9,8,8,8,8,8,8,11,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,0
8,hulkenberg,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,6,7,14,11,10,10,10,10,10,10,10,10,9,9,9,9,9,8,7,7,7,12,11,11,11,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
9,perez,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,7,5,5,12,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,8,6,6,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
