,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,937,1,hamilton,131,1,1,Finished,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,937,815,perez,10,5,1,Finished,1443,1601,2061.0,2687.0,3719.0,4891.0,6109.0,12263.0,26573.0,25846.0,26161.0,25350.0,20911.0,8666.0,10117.0,11749.0,13649.0,16118.0,18286.0,26272.0,50690.0,38955.0,38434.0,39111.0,39937.0,40756.0,40990.0,41547.0,41499.0,36531.0,30688.0,26353.0,28529.0,31056.0,33809.0,36954.0,38802.0,40874.0,42917.0,45163.0,48561.0,52216.0,53997.0
2,937,817,ricciardo,9,18,131,Power Unit,2529,2753,3165.0,3836.0,4518.0,5581.0,11100.0,25227.0,25526.0,24893.0,25634.0,26723.0,22491.0,10528.0,12744.0,14396.0,15983.0,19236.0,20752.0,,,,,,,,,,,,,,,,,,,,,,,,
3,937,3,rosberg,131,2,1,Finished,3848,4555,4830.0,5468.0,6428.0,6855.0,7401.0,8577.0,8331.0,7527.0,7288.0,11351.0,18152.0,4102.0,3428.0,3413.0,3190.0,3284.0,3497.0,3482.0,3197.0,2279.0,2625.0,3278.0,4157.0,4847.0,5047.0,5402.0,5529.0,1369.0,0.0,5701.0,5182.0,5094.0,4887.0,4650.0,4432.0,4419.0,4100.0,4091.0,3942.0,3277.0,2058.0
4,937,822,bottas,3,9,131,Power Unit,4049,6369,7145.0,8644.0,10329.0,12309.0,14487.0,22681.0,36583.0,36281.0,35951.0,35443.0,30322.0,17902.0,23751.0,33305.0,35136.0,36676.0,37593.0,39028.0,53706.0,54981.0,54297.0,55356.0,56461.0,56698.0,56725.0,57116.0,57982.0,52562.0,45922.0,41128.0,43019.0,45457.0,47801.0,49894.0,51098.0,52465.0,55883.0,57243.0,58337.0,60296.0,61040.0
5,937,20,vettel,6,12,27,Tyre,4499,5566,5937.0,7022.0,7963.0,8978.0,9450.0,10674.0,11413.0,11776.0,12426.0,13570.0,10002.0,3975.0,17659.0,19108.0,20431.0,21612.0,22486.0,23083.0,27769.0,23124.0,23191.0,23904.0,25397.0,26612.0,27588.0,28696.0,29168.0,24368.0,18261.0,13727.0,16036.0,19293.0,22411.0,25374.0,27120.0,28843.0,31125.0,32943.0,34837.0,103592.0,
6,937,813,maldonado,208,19,5,Engine,4869,104701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,937,154,grosjean,208,3,1,Finished,5375,6924,7761.0,9216.0,10978.0,12734.0,14928.0,16684.0,22515.0,34435.0,33857.0,32450.0,27146.0,14315.0,15358.0,16192.0,16722.0,17713.0,18783.0,18801.0,24742.0,28366.0,27993.0,28396.0,29495.0,30676.0,31107.0,32292.0,33065.0,28761.0,22416.0,17482.0,19593.0,22093.0,24660.0,27223.0,28228.0,29652.0,31716.0,33500.0,35589.0,37044.0,37988.0
8,937,13,massa,3,6,1,Finished,5833,7868,8819.0,10450.0,12663.0,15614.0,17780.0,20732.0,27228.0,40951.0,40360.0,39553.0,34483.0,22172.0,23334.0,24730.0,26273.0,28550.0,29739.0,30642.0,42384.0,42699.0,41462.0,41527.0,42147.0,42755.0,42741.0,43373.0,43436.0,37943.0,31864.0,27026.0,29326.0,32002.0,34597.0,37616.0,39663.0,41902.0,43629.0,46964.0,49222.0,52821.0,55283.0
9,937,828,ericsson,15,10,1,Finished,6416,8550,11083.0,14036.0,17544.0,20436.0,23014.0,26755.0,33791.0,50153.0,50975.0,51955.0,48649.0,37422.0,39999.0,43009.0,46602.0,49319.0,51348.0,53588.0,66595.0,54793.0,57447.0,59896.0,62968.0,65615.0,67683.0,74917.0,91308.0,85007.0,78315.0,73114.0,74409.0,76692.0,79056.0,81845.0,83055.0,84607.0,85935.0,87278.0,88579.0,90165.0,91234.0
