,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,michael_schumacher,1,1,1,1,1,1,1,1,6,5,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,raikkonen,2,2,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,alonso,3,3,3,3,3,3,3,3,1,4,8,8,8,11,10,10,9,9,8,8,7,7,7,7,6,5,5,5,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
3,sato,4,4,4,4,4,4,4,4,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,barrichello,5,5,5,5,5,5,5,5,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,button,6,6,6,6,6,6,6,6,4,3,4,6,5,5,5,5,5,5,4,4,4,4,4,4,4,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,trulli,7,7,7,7,7,7,7,7,7,13,12,11,11,10,9,9,8,8,7,7,6,6,6,5,5,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,panis,8,8,8,8,8,8,8,8,8,6,13,13,12,12,11,11,10,10,9,9,8,8,10,13,14,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,0
8,coulthard,9,9,9,9,9,9,9,9,9,7,5,4,4,4,4,4,4,4,5,5,9,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,klien,10,10,10,10,10,10,10,10,10,8,6,5,6,6,6,8,12,12,12,12,12,13,12,11,11,10,10,11,11,11,10,10,10,10,10,11,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0
10,heidfeld,11,11,11,11,11,11,11,11,11,9,7,7,7,9,13,13,13,13,13,13,13,12,11,10,10,9,9,9,9,9,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,0
11,pantano,12,12,12,12,12,12,12,12,12,10,9,12,14,14,14,14,14,14,14,14,14,14,13,12,12,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,0,0
12,webber,13,13,13,13,13,13,13,13,13,11,10,9,9,7,7,6,6,6,11,11,11,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
13,fisichella,14,14,14,14,14,14,14,14,14,12,11,10,10,8,8,7,7,7,6,6,5,5,5,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
14,montoya,15,17,17,17,17,17,17,16,16,14,14,14,13,13,12,12,11,11,10,10,10,11,14,14,13,11,11,10,10,10,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,0
15,bruni,16,15,15,15,15,15,15,15,15,15,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,0,0,0
16,baumgartner,17,16,16,16,16,16,16,17,17,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,14,14,14,14,14,14,14,14,14,14,0,0,0
