,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,michael_schumacher,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,massa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,fisichella,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,heidfeld,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,2,2,2,2,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7
6,montoya,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,10,10,10,10,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6
7,barrichello,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,13,13,13,13,13,13,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
8,rosberg,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,8,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,villeneuve,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,7,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,6,7,8,8,8,8,8,8,8,8,8,8,8,8
10,coulthard,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,10,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
11,liuzzi,12,12,12,12,12,14,14,14,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,9,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
12,trulli,13,13,13,13,14,13,13,13,12,12,12,12,12,12,12,12,12,16,16,16,16,15,15,15,14,13,13,11,11,11,11,11,11,11,11,11,11,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
13,button,14,14,14,14,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,klien,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,10,11,13,13,13,13,13,13,13,13,13,13,11,11,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
15,monteiro,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
16,albers,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
17,sato,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0
18,montagny,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0
