,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
3,181,22,barrichello,24,3,1,Finished,82482,163953,244935,325813,406751.0,489066.0,570360.0,651530.0,733040.0,814641.0,895955.0,977084.0,1058189.0,1139420.0,1220468.0,1301733.0,1382879.0,1463840.0,1544951.0,1626078.0,1710304.0,1815545.0,1940077.0,2040977.0,2149539.0,2291398.0,2448384.0,2603762.0,2753227.0,2901141.0,3047467.0,3193875.0,3341030.0,3486622.0,3635191.0,3732196.0,3827757.0,3923185.0,4017767.0,4111788.0,4206270.0,4302089.0,4396687.0,4491830.0,4586536.0,4680463.0,4774614.0,4868515.0,4962611.0,5056466.0,5151382.0,5245376.0,5339243.0,5433247.0,5526705.0,5619918.0,5712843.0,5805646.0,5898794.0,5992516.0,6085801.0,6178824.0,6272262.0,6364892.0,6460639.0,6571246.0,6663115.0,6756737.0,6851254.0,6947829.0,7047573.0,7147775.0
13,181,55,alesi,15,18,20,Spun off,83671,166201,247616,328958,410237.0,491675.0,573035.0,654438.0,736009.0,818389.0,899902.0,981089.0,1062303.0,1143779.0,1225143.0,1306416.0,1387264.0,1468375.0,1551404.0,1632470.0,1716221.0,1820676.0,1942078.0,2043021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,181,14,coulthard,1,19,10,Electrical,84121,164579,245416,326489,407277.0,487274.0,566770.0,645997.0,725368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,181,49,frentzen,17,1,1,Finished,84779,166805,248504,329858,411402.0,492790.0,573898.0,655448.0,737206.0,819057.0,900844.0,981935.0,1063199.0,1144527.0,1227018.0,1308451.0,1389445.0,1470498.0,1552061.0,1633557.0,1717761.0,1823201.0,1946392.0,2046613.0,2157972.0,2294757.0,2450866.0,2605623.0,2755098.0,2902754.0,3049045.0,3195734.0,3342946.0,3488587.0,3636304.0,3733955.0,3829523.0,3924615.0,4020270.0,4114522.0,4208263.0,4303157.0,4397900.0,4492497.0,4587540.0,4681212.0,4775422.0,4869483.0,4963773.0,5057563.0,5152015.0,5246210.0,5340372.0,5435365.0,5528862.0,5621917.0,5715582.0,5808522.0,5901535.0,5994151.0,6093003.0,6184113.0,6275286.0,6366498.0,6457608.0,6548654.0,6638430.0,6728929.0,6820353.0,6913284.0,7007680.0,7104343.0
6,181,30,michael_schumacher,6,5,1,Finished,85292,167230,249164,330739,412467.0,493925.0,575171.0,656629.0,738359.0,821209.0,902400.0,983414.0,1064846.0,1146453.0,1227713.0,1309170.0,1390756.0,1472108.0,1553695.0,1634909.0,1719396.0,1828525.0,1947278.0,2047743.0,2159250.0,2296151.0,2451675.0,2606890.0,2756274.0,2903817.0,3050174.0,3196554.0,3343648.0,3489160.0,3636958.0,3734480.0,3830132.0,3925199.0,4019281.0,4112437.0,4206504.0,4302376.0,4397121.0,4489852.0,4582139.0,4675033.0,4768643.0,4862206.0,4954953.0,5047668.0,5150499.0,5243025.0,5335750.0,5432165.0,5549807.0,5642088.0,5735011.0,5828223.0,5921423.0,6014225.0,6107178.0,6200422.0,6293126.0,6386058.0,6478856.0,6573707.0,6666894.0,6761706.0,6856779.0,6955358.0,7053330.0,7152224.0
10,181,44,panis,20,8,1,Finished,86136,168686,250780,332669,415488.0,497852.0,579963.0,661837.0,744045.0,826422.0,908100.0,989903.0,1071350.0,1152864.0,1234323.0,1315892.0,1397714.0,1479192.0,1560797.0,1642200.0,1731257.0,1848348.0,1949974.0,2050921.0,2163069.0,2297001.0,2452414.0,2607511.0,2756887.0,2904633.0,3050656.0,3197265.0,3344259.0,3489860.0,3637771.0,3735956.0,3831442.0,3926745.0,4021587.0,4115881.0,4209848.0,4304428.0,4399151.0,4493485.0,4588224.0,4682391.0,4776721.0,4870380.0,4964628.0,5060621.0,5156621.0,5250657.0,5344255.0,5438417.0,5532424.0,5626496.0,5722980.0,5833720.0,5928368.0,6021582.0,6114857.0,6209531.0,6305378.0,6399109.0,6492401.0,6586757.0,6680834.0,6778198.0,6872362.0,6968341.0,7064960.0,7162874.0
1,181,15,trulli,20,7,1,Finished,86773,169341,252343,334403,416535.0,498621.0,580807.0,662681.0,744917.0,827197.0,909036.0,990679.0,1072240.0,1153690.0,1235020.0,1316721.0,1398376.0,1479944.0,1561718.0,1643093.0,1728594.0,1837998.0,1956950.0,2058331.0,2171668.0,2309163.0,2455118.0,2609577.0,2758486.0,2906875.0,3052699.0,3200676.0,3345611.0,3490679.0,3638362.0,3737672.0,3833787.0,3928998.0,4024237.0,4118754.0,4213105.0,4308760.0,4404099.0,4498754.0,4593967.0,4688050.0,4782936.0,4877136.0,4972013.0,5066625.0,5160601.0,5254802.0,5348467.0,5442402.0,5537340.0,5631144.0,5724774.0,5818416.0,5915646.0,6025525.0,6118556.0,6210856.0,6304268.0,6397763.0,6490726.0,6583944.0,6678451.0,6773212.0,6868963.0,6965991.0,7063606.0,7162114.0
2,181,21,fisichella,22,12,20,Spun off,87274,170505,253696,336108,418555.0,501134.0,583349.0,665245.0,747046.0,829185.0,911054.0,992846.0,1074408.0,1156470.0,1238730.0,1320555.0,1403081.0,1484557.0,1565980.0,1648196.0,1744448.0,1870439.0,1970938.0,2071780.0,2184917.0,2320787.0,2457607.0,2611390.0,2760463.0,2908279.0,3054379.0,3202056.0,3347349.0,3492447.0,3639723.0,3739490.0,3835719.0,3931914.0,4027192.0,4122382.0,4217100.0,4311840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,181,57,hakkinen,1,2,1,Finished,87608,169665,251383,333093,413902.0,494752.0,575692.0,657151.0,739070.0,820090.0,901324.0,982359.0,1063723.0,1145074.0,1225709.0,1306902.0,1387796.0,1468852.0,1549664.0,1629422.0,1712026.0,1819829.0,1941106.0,2041661.0,2154988.0,2293148.0,2449427.0,2604518.0,2754258.0,2901890.0,3048175.0,3194749.0,3341969.0,3487355.0,3635674.0,3732603.0,3828343.0,3931198.0,4025829.0,4120274.0,4214419.0,4309708.0,4404935.0,4499323.0,4591816.0,4685128.0,4778490.0,4872562.0,4966484.0,5061630.0,5155107.0,5248387.0,5340911.0,5436022.0,5529325.0,5622416.0,5713943.0,5806006.0,5899244.0,5989719.0,6080462.0,6170515.0,6259819.0,6349843.0,6443111.0,6551079.0,6640799.0,6732212.0,6824657.0,6918340.0,7014818.0,7115435.0
5,181,25,wurz,22,16,20,Spun off,88750,171589,254492,337759,420704.0,503268.0,585844.0,667961.0,751201.0,833855.0,916011.0,997876.0,1079765.0,1161858.0,1243721.0,1326373.0,1408646.0,1490915.0,1572324.0,1654026.0,1745878.0,1897572.0,1998269.0,2101353.0,2218316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
