,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
12,352.0,20.0,vettel,1.0,1.0,Finished,126666.0,287306.0,442075.0,592821.0,739578.0,891340.0,989341.0,1086868.0,1183913.0,1280907.0,1377672.0,1474346.0,1571311.0,1668405.0,1765212.0,1862001.0,1959267.0,2055977.0,2152522.0,2249202.0,2345974.0,2443324.0,2540701.0,2638806.0,2753474.0,2849768.0,2945822.0,3042050.0,3138138.0,3234546.0,3330967.0,3426948.0,3523595.0,3619746.0,3716124.0,3812878.0,3909196.0,4005568.0,4100283.0,4196224.0,4290724.0,4385476.0,4479978.0,4574525.0,4669190.0,4764362.0,4858788.0,4953316.0,5048810.0,5143689.0,5237342.0,5332118.0,5427323.0
6,352.0,9.0,kubica,19.0,36.0,Wheel,127363.0,288741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,352.0,17.0,webber,2.0,1.0,Finished,127837.0,289352.0,442718.0,593676.0,740431.0,891960.0,990330.0,1087987.0,1185552.0,1282478.0,1379365.0,1476419.0,1573470.0,1670270.0,1767123.0,1864215.0,1961372.0,2058060.0,2154757.0,2251533.0,2348350.0,2445510.0,2542989.0,2640049.0,2738314.0,2854080.0,2949733.0,3045530.0,3141448.0,3236777.0,3332314.0,3428741.0,3525617.0,3621965.0,3718094.0,3814446.0,3910601.0,4007354.0,4102768.0,4198280.0,4293119.0,4387815.0,4482524.0,4577045.0,4672026.0,4766648.0,4861272.0,4955946.0,5050811.0,5145626.0,5240070.0,5334754.0,5428228.0
4,352.0,4.0,alonso,3.0,1.0,Finished,130274.0,289941.0,443600.0,594542.0,741150.0,892312.0,991303.0,1089822.0,1187883.0,1285397.0,1382647.0,1479970.0,1577182.0,1674502.0,1771808.0,1868833.0,1965922.0,2062986.0,2160071.0,2257009.0,2354145.0,2451111.0,2548300.0,2648270.0,2762711.0,2859329.0,2956320.0,3051772.0,3147315.0,3242529.0,3338629.0,3434311.0,3530487.0,3626806.0,3722528.0,3818650.0,3914174.0,4009777.0,4105373.0,4200429.0,4296178.0,4390591.0,4485113.0,4579638.0,4674631.0,4768938.0,4863460.0,4958319.0,5053080.0,5147524.0,5241779.0,5336221.0,5430044.0
11,352.0,18.0,button,4.0,1.0,Finished,131306.0,291398.0,444636.0,596008.0,742315.0,892956.0,992044.0,1090866.0,1188991.0,1286977.0,1384613.0,1482088.0,1579681.0,1677257.0,1774862.0,1872080.0,1969398.0,2066656.0,2163842.0,2261020.0,2358380.0,2455693.0,2553022.0,2651052.0,2748871.0,2845649.0,2942226.0,3038507.0,3135059.0,3231608.0,3328338.0,3425241.0,3521810.0,3618197.0,3714551.0,3811493.0,3907436.0,4005447.0,4119177.0,4213382.0,4307873.0,4403041.0,4497485.0,4592584.0,4687118.0,4781007.0,4875045.0,4968886.0,5064335.0,5159037.0,5253269.0,5347316.0,5440845.0
1,352.0,1.0,hamilton,5.0,1.0,Finished,132382.0,292545.0,445575.0,597108.0,744592.0,893344.0,992514.0,1091356.0,1189878.0,1287636.0,1385417.0,1483164.0,1580698.0,1678354.0,1775919.0,1873188.0,1970650.0,2068229.0,2165346.0,2262565.0,2359741.0,2458876.0,2574218.0,2671658.0,2767333.0,2862896.0,2959854.0,3055882.0,3151871.0,3247945.0,3343496.0,3438988.0,3534666.0,3630277.0,3725459.0,3820868.0,3916461.0,4014021.0,4110649.0,4206909.0,4303579.0,4400770.0,4496817.0,4594251.0,4690856.0,4787236.0,4883952.0,4980564.0,5076684.0,5173202.0,5270078.0,5366661.0,5466918.0
13,352.0,22.0,barrichello,9.0,1.0,Finished,134403.0,293638.0,447025.0,598049.0,745626.0,894271.0,994857.0,1094414.0,1193332.0,1292417.0,1391502.0,1489980.0,1588468.0,1687124.0,1785447.0,1883744.0,1982040.0,2080084.0,2178167.0,2277723.0,2396016.0,2493652.0,2591018.0,2688153.0,2785197.0,2882535.0,2979713.0,3077045.0,3174688.0,3273932.0,3371138.0,3467938.0,3564711.0,3661503.0,3758146.0,3855341.0,3951875.0,4048374.0,4145220.0,4241793.0,4339205.0,4435290.0,4531516.0,4629039.0,4725954.0,4822427.0,4918440.0,5015219.0,5113419.0,5210189.0,5306453.0,5402572.0,5498169.0
15,352.0,30.0,michael_schumacher,6.0,1.0,Finished,134957.0,294724.0,447608.0,598947.0,746615.0,894768.0,994732.0,1093418.0,1191832.0,1290232.0,1388281.0,1486429.0,1584545.0,1682352.0,1780326.0,1878217.0,1976133.0,2073772.0,2171312.0,2269105.0,2366811.0,2464479.0,2563883.0,2679584.0,2777527.0,2876011.0,2974191.0,3071932.0,3169544.0,3267225.0,3364513.0,3461631.0,3558929.0,3655901.0,3752708.0,3849341.0,3946262.0,4042657.0,4139071.0,4236579.0,4333729.0,4430186.0,4527372.0,4623564.0,4720078.0,4816307.0,4912972.0,5009915.0,5105068.0,5200157.0,5295311.0,5390164.0,5487256.0
3,352.0,3.0,rosberg,17.0,22.0,Suspension,135339.0,299841.0,452556.0,604276.0,751779.0,897991.0,999564.0,1098665.0,1198410.0,1298049.0,1397120.0,1495888.0,1594598.0,1693796.0,1792699.0,1891768.0,1990396.0,2089004.0,2187582.0,2286306.0,2384577.0,2482816.0,2581032.0,2679355.0,2777292.0,2875873.0,2973926.0,3071465.0,3169066.0,3266752.0,3364079.0,3461206.0,3558244.0,3655221.0,3752041.0,3848821.0,3945596.0,4042018.0,4138598.0,4236385.0,4333162.0,4429663.0,4526738.0,4622846.0,4719348.0,4815691.0,4912769.0,,,,,,
2,352.0,2.0,heidfeld,8.0,1.0,Finished,135996.0,296054.0,449476.0,600203.0,748128.0,895600.0,995387.0,1095215.0,1194273.0,1293678.0,1392559.0,1491223.0,1589808.0,1688532.0,1787003.0,1885350.0,1983733.0,2083595.0,2198556.0,2295192.0,2392181.0,2489135.0,2586150.0,2683584.0,2780914.0,2878091.0,2976203.0,3074288.0,3172021.0,3270223.0,3367479.0,3464351.0,3561190.0,3658290.0,3755240.0,3851979.0,3948604.0,4045262.0,4141713.0,4238628.0,4336171.0,4432880.0,4530352.0,4627854.0,4725110.0,4821403.0,4917454.0,5014231.0,5113125.0,5209677.0,5305805.0,5401326.0,5496971.0
