,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
3,64.0,8.0,raikkonen,3.0,1.0,Finished,82124.0,159507.0,236287.0,312762.0,389415.0,466454.0,543047.0,619629.0,696285.0,776026.0,878559.0,956465.0,1034522.0,1112856.0,1192114.0,1270947.0,1348881.0,1430070.0,1508627.0,1587981.0,1666385.0,1744752.0,1823539.0,1901652.0,1979978.0,2058095.0,2136115.0,2217515.0,2312786.0,2390275.0,2468448.0,2546124.0,2623929.0,2701575.0,2779170.0,2856553.0,2934426.0,3012081.0,3089662.0,3167431.0,3245501.0,3323554.0,3400761.0,3477824.0,3555056.0,3632700.0,3710183.0,3787540.0,3865459.0,3942947.0,4020480.0,4097893.0,4175222.0,4252450.0,4332872.0,4426614.0,4503393.0,4580770.0,4658586.0,4736834.0,4814693.0,4892456.0,4970382.0,5048027.0,5125953.0,5204287.0,5284899.0
17,64.0,30.0,michael_schumacher,1.0,1.0,Finished,82996.0,160607.0,237961.0,314772.0,391819.0,469259.0,546060.0,622806.0,699261.0,775794.0,852954.0,929919.0,1006907.0,1084118.0,1160777.0,1237334.0,1313691.0,1390156.0,1467205.0,1547527.0,1643430.0,1720116.0,1797314.0,1874645.0,1952341.0,2029685.0,2106994.0,2184835.0,2262186.0,2339737.0,2417447.0,2495452.0,2573939.0,2652388.0,2730831.0,2808657.0,2886155.0,2963630.0,3041558.0,3119599.0,3197099.0,3274193.0,3351394.0,3428857.0,3509103.0,3607367.0,3686506.0,3765970.0,3844583.0,3923298.0,4002420.0,4081781.0,4161205.0,4240684.0,4319560.0,4398349.0,4476732.0,4555072.0,4633390.0,4711316.0,4791256.0,4870868.0,4949547.0,5028349.0,5107583.0,5187714.0,5271693.0
5,64.0,13.0,massa,2.0,1.0,Finished,83796.0,161371.0,238907.0,315868.0,392992.0,470460.0,547704.0,624541.0,701435.0,778072.0,854635.0,931244.0,1008174.0,1085026.0,1162227.0,1239073.0,1315510.0,1391902.0,1470913.0,1566277.0,1644296.0,1721474.0,1798937.0,1876488.0,1953943.0,2031367.0,2108857.0,2186455.0,2264002.0,2341249.0,2418880.0,2496723.0,2575045.0,2653600.0,2732068.0,2810769.0,2888932.0,2966616.0,3044015.0,3121730.0,3199286.0,3276703.0,3354059.0,3434364.0,3530472.0,3608728.0,3689227.0,3768006.0,3847061.0,3925708.0,4004617.0,4083610.0,4162825.0,4242160.0,4321014.0,4400043.0,4480181.0,4558533.0,4636850.0,4715503.0,4793738.0,4872778.0,4951702.0,5030470.0,5109471.0,5189051.0,5272413.0
10,64.0,21.0,fisichella,6.0,1.0,Finished,85712.0,166300.0,244589.0,322732.0,400501.0,478331.0,556407.0,634202.0,712518.0,790463.0,868294.0,946171.0,1024109.0,1101981.0,1179659.0,1257272.0,1334949.0,1411930.0,1491985.0,1590091.0,1668397.0,1747076.0,1825806.0,1904914.0,1983360.0,2061645.0,2140083.0,2219200.0,2297179.0,2375173.0,2453600.0,2532480.0,2611468.0,2690076.0,2769027.0,2847717.0,2926562.0,3005678.0,3085497.0,3167753.0,3264121.0,3343753.0,3421899.0,3499743.0,3577987.0,3656490.0,3734591.0,3812641.0,3890876.0,3969211.0,4047230.0,4125039.0,4202987.0,4280932.0,4358856.0,4436712.0,4514559.0,4592885.0,4670788.0,4748593.0,4827921.0,4906918.0,4985092.0,5063498.0,5141168.0,5218832.0,5296507.0
9,64.0,18.0,button,4.0,1.0,Finished,86570.0,165135.0,242448.0,320122.0,397660.0,475372.0,553026.0,630964.0,708642.0,786057.0,863787.0,941331.0,1018460.0,1095278.0,1172443.0,1252129.0,1349986.0,1428288.0,1506691.0,1585492.0,1663697.0,1742046.0,1820240.0,1898452.0,1976609.0,2054701.0,2132778.0,2210946.0,2289074.0,2367420.0,2446122.0,2525132.0,2604100.0,2682128.0,2760037.0,2837770.0,2915423.0,2992866.0,3070193.0,3147621.0,3227853.0,3325992.0,3403864.0,3481415.0,3559517.0,3637792.0,3716284.0,3794837.0,3873641.0,3952479.0,4031272.0,4110012.0,4188731.0,4267337.0,4346188.0,4424444.0,4502813.0,4582299.0,4661455.0,4740150.0,4818181.0,4896901.0,4975436.0,5053847.0,5132447.0,5211212.0,5290591.0
2,64.0,4.0,alonso,5.0,1.0,Finished,87718.0,166858.0,245678.0,324007.0,401941.0,480324.0,558656.0,636972.0,716142.0,794944.0,873598.0,952314.0,1030944.0,1109715.0,1188592.0,1267623.0,1346295.0,1425457.0,1504148.0,1585951.0,1682266.0,1760122.0,1838049.0,1916312.0,1994263.0,2072321.0,2150263.0,2228181.0,2306393.0,2384679.0,2462922.0,2541095.0,2619330.0,2697233.0,2774998.0,2852635.0,2930524.0,3008219.0,3086405.0,3165658.0,3243942.0,3321686.0,3401959.0,3498202.0,3576112.0,3653931.0,3732069.0,3810048.0,3888190.0,3966738.0,4045018.0,4123118.0,4201512.0,4279463.0,4357240.0,4435282.0,4513075.0,4591288.0,4669196.0,4746925.0,4827535.0,4906181.0,4984348.0,5062468.0,5140136.0,5217392.0,5295400.0
21,64.0,37.0,rosa,18.0,48.0,Fuel pump,88511.0,168160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,64.0,17.0,webber,13.0,47.0,Water leak,89409.0,168953.0,247949.0,326649.0,405127.0,483802.0,562349.0,640903.0,719534.0,798089.0,876580.0,954918.0,1033436.0,1111612.0,1189971.0,1269950.0,1348199.0,1426829.0,1505077.0,1583584.0,1661740.0,1739765.0,1817602.0,1895399.0,1973157.0,2050720.0,2128149.0,2208910.0,2305399.0,2383186.0,2460943.0,2538894.0,2616898.0,2694710.0,2772309.0,2850326.0,2928045.0,3006296.0,3084728.0,3162711.0,3240215.0,3317411.0,3394223.0,3471168.0,3548557.0,3626010.0,3703312.0,3782933.0,3879799.0,3958358.0,4036201.0,4114458.0,4192775.0,4270791.0,4348738.0,4428795.0,4507902.0,4602592.0,4747740.0,,,,,,,,
11,64.0,22.0,barrichello,16.0,5.0,Engine,89961.0,169540.0,248685.0,327167.0,405711.0,484665.0,563261.0,641665.0,720047.0,798754.0,877201.0,955652.0,1033881.0,1112179.0,1190513.0,1268542.0,1346799.0,1428922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,64.0,32.0,klien,8.0,1.0,Finished,90709.0,170548.0,249961.0,328647.0,407639.0,486872.0,565856.0,644704.0,723733.0,802593.0,881641.0,960350.0,1038725.0,1116941.0,1195430.0,1274163.0,1352489.0,1431203.0,1510156.0,1588972.0,1667830.0,1746433.0,1824946.0,1903217.0,1984250.0,2081701.0,2159852.0,2238033.0,2316697.0,2395247.0,2474009.0,2552640.0,2630943.0,2709197.0,2787573.0,2865699.0,2943965.0,3022034.0,3100298.0,3178709.0,3257045.0,3335313.0,3414585.0,3493156.0,3571614.0,3650350.0,3731607.0,3828547.0,3906266.0,3984291.0,4062610.0,4140909.0,4219141.0,4297460.0,4375777.0,4453812.0,4531922.0,4610619.0,4689277.0,4767536.0,4846144.0,4924823.0,5003519.0,5082152.0,5161119.0,5240106.0,5319824.0
