,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
13,64.0,24.0,liuzzi,10.0,11.0,+1 Lap,91713.0,172126.0,251911.0,331580.0,411010.0,492224.0,571860.0,651451.0,730905.0,810300.0,889774.0,968965.0,1048164.0,1127190.0,1206427.0,1285794.0,1366351.0,1445751.0,1524758.0,1604030.0,1683590.0,1762408.0,1841282.0,1920061.0,1998822.0,2080074.0,2177571.0,2256155.0,2334412.0,2413245.0,2492061.0,2571763.0,2650806.0,2729962.0,2810120.0,2890518.0,2969366.0,3048468.0,3127422.0,3206450.0,3285357.0,3363900.0,3442319.0,3520923.0,3600763.0,3679644.0,3758919.0,3837556.0,3918726.0,4014513.0,4091920.0,4169988.0,4248468.0,4327418.0,4405842.0,4484695.0,4562905.0,4641694.0,4721230.0,4800303.0,4879139.0,4958470.0,5037229.0,5115752.0,5194667.0,5274567.0,
7,64.0,15.0,trulli,7.0,1.0,Finished,92004.0,172565.0,252344.0,332174.0,411679.0,493318.0,573016.0,652289.0,731464.0,810809.0,890332.0,969341.0,1048712.0,1127984.0,1206879.0,1286227.0,1364551.0,1442555.0,1520158.0,1597935.0,1675767.0,1753584.0,1831374.0,1909044.0,1986435.0,2063806.0,2141287.0,2222599.0,2320631.0,2398351.0,2476311.0,2554138.0,2632001.0,2710108.0,2788353.0,2866564.0,2944752.0,3022856.0,3101132.0,3179319.0,3257640.0,3335896.0,3413287.0,3490515.0,3567619.0,3644786.0,3721799.0,3798606.0,3875949.0,3953654.0,4034472.0,4128753.0,4205751.0,4282925.0,4360822.0,4438609.0,4516496.0,4594414.0,4672308.0,4749939.0,4828463.0,4907610.0,4985959.0,5064308.0,5142068.0,5219754.0,5298237.0
4,64.0,11.0,sato,14.0,6.0,Gearbox,92707.0,174498.0,255435.0,336403.0,416751.0,498799.0,579797.0,660696.0,741457.0,823134.0,903781.0,984251.0,1065244.0,1145440.0,1225421.0,1305258.0,1385327.0,1465217.0,1547164.0,1627087.0,1706842.0,1786443.0,1866055.0,1945481.0,2025142.0,2104555.0,2186816.0,2285968.0,2365509.0,2444950.0,2524606.0,2605929.0,2685795.0,2765214.0,2844787.0,2924250.0,3003701.0,3087436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,64.0,14.0,coulthard,11.0,11.0,+1 Lap,92939.0,172989.0,252765.0,332439.0,412141.0,492559.0,572215.0,653047.0,732420.0,811707.0,891672.0,970711.0,1049526.0,1128879.0,1208203.0,1287501.0,1367100.0,1446600.0,1525836.0,1604843.0,1687288.0,1783088.0,1860961.0,1938772.0,2016705.0,2095011.0,2173933.0,2253031.0,2331466.0,2409683.0,2487994.0,2566169.0,2644272.0,2722249.0,2800367.0,2878407.0,2956545.0,3034652.0,3112869.0,3193906.0,3293481.0,3371996.0,3450442.0,3529064.0,3609695.0,3689864.0,3769769.0,3849395.0,3928881.0,4008398.0,4088830.0,4168746.0,4247951.0,4328605.0,4407956.0,4487075.0,4566296.0,4645484.0,4724510.0,4803711.0,4882848.0,4961743.0,5041008.0,5120604.0,5199849.0,5279119.0,
14,64.0,26.0,speed,12.0,11.0,+1 Lap,93765.0,175073.0,255971.0,336665.0,417091.0,497311.0,577403.0,657129.0,737194.0,818325.0,898317.0,977942.0,1057443.0,1136671.0,1215803.0,1295271.0,1374816.0,1454437.0,1534154.0,1614208.0,1693913.0,1773616.0,1853237.0,1932940.0,2013451.0,2093143.0,2175487.0,2272934.0,2351281.0,2429158.0,2507786.0,2586701.0,2665479.0,2743740.0,2822193.0,2900729.0,2979218.0,3057985.0,3136807.0,3215766.0,3294546.0,3373494.0,3452248.0,3532911.0,3617377.0,3697221.0,3777310.0,3859609.0,3955404.0,4032854.0,4110895.0,4190245.0,4268508.0,4346984.0,4425423.0,4505405.0,4583959.0,4662948.0,4742554.0,4822044.0,4900721.0,4979337.0,5058112.0,5136716.0,5215333.0,5294038.0,
19,64.0,33.0,monteiro,22.0,2.0,Disqualified,94670.0,175819.0,256857.0,337437.0,418294.0,501080.0,581304.0,661959.0,742508.0,823569.0,904198.0,984632.0,1065611.0,1145861.0,1225979.0,1305635.0,1385647.0,1467308.0,1547651.0,1627536.0,1707196.0,1786804.0,1866558.0,1948977.0,2046868.0,2125871.0,2205882.0,2286467.0,2366163.0,2445716.0,2527046.0,2606801.0,2686580.0,2765884.0,2845603.0,2925026.0,3004446.0,3084173.0,3164628.0,3245174.0,3325391.0,3405016.0,3487463.0,3577263.0,3676311.0,3755029.0,3834927.0,3914804.0,3994657.0,4074195.0,4153865.0,4233486.0,4312783.0,4392300.0,4472179.0,4553138.0,4635324.0,4717105.0,4797710.0,4878382.0,4959482.0,5039853.0,5119664.0,5199188.0,5278453.0,,
15,64.0,27.0,albers,21.0,2.0,Disqualified,95180.0,176627.0,257515.0,337863.0,418705.0,500413.0,580294.0,661015.0,741729.0,821642.0,901052.0,980501.0,1059521.0,1138705.0,1217916.0,1297248.0,1376301.0,1455661.0,1535247.0,1614852.0,1694501.0,1774310.0,1854128.0,1934737.0,2014281.0,2093875.0,2173265.0,2252197.0,2333474.0,2431052.0,2509418.0,2587828.0,2666533.0,2744997.0,2823244.0,2901735.0,2980332.0,3058825.0,3137687.0,3216502.0,3295441.0,3374470.0,3453005.0,3533673.0,3613442.0,3692233.0,3771272.0,3852873.0,3950095.0,4028770.0,4107095.0,4185891.0,4264663.0,4343205.0,4421947.0,4500682.0,4580275.0,4662349.0,4743910.0,4823799.0,4903412.0,4982710.0,5065573.0,5145589.0,5225518.0,5305609.0,
20,64.0,35.0,villeneuve,15.0,3.0,Accident,103510.0,209137.0,289523.0,368879.0,448338.0,527618.0,607032.0,686728.0,766657.0,846317.0,925744.0,1004784.0,1084021.0,1165721.0,1245350.0,1325164.0,1405159.0,1485322.0,1565370.0,1648026.0,1727903.0,1807560.0,1887411.0,1966561.0,2045954.0,2125363.0,2205065.0,2284642.0,2363546.0,2442794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,64.0,23.0,ralf_schumacher,9.0,1.0,Finished,104715.0,205445.0,284942.0,364482.0,443570.0,523263.0,601895.0,680642.0,759221.0,837809.0,916277.0,994443.0,1072581.0,1150831.0,1229231.0,1307738.0,1386121.0,1465649.0,1544150.0,1622037.0,1699240.0,1776833.0,1854735.0,1933351.0,2011194.0,2088348.0,2165551.0,2242652.0,2323837.0,2419912.0,2497729.0,2576934.0,2654846.0,2732825.0,2814637.0,2899370.0,2976787.0,3053585.0,3130821.0,3208112.0,3285837.0,3364362.0,3442773.0,3521415.0,3601129.0,3680077.0,3762173.0,3857644.0,3934801.0,4011884.0,4089350.0,4167165.0,4244250.0,4321778.0,4400537.0,4478199.0,4555929.0,4634138.0,4711994.0,4789516.0,4867444.0,4944950.0,5021933.0,5098696.0,5177471.0,5254717.0,5332044.0
1,64.0,2.0,heidfeld,17.0,23.0,Brakes,125764.0,228281.0,307545.0,387256.0,468843.0,550896.0,632418.0,715054.0,804338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,64.0,29.0,yamamoto,19.0,30.0,Driveshaft,297225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
