,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,raikkonen,1,1,1,1,1,1,1,1,1,2,8,8,8,8,8,8,7,8,7,6,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3
1,michael_schumacher,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,massa,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,fisichella,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,8,7,7,7,7,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,7,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
4,button,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,8,6,6,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4
5,alonso,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,5,9,9,9,9,9,8,8,8,6,6,6,6,6,6,6,6,6,6,6,5,5,4,5,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5
6,rosa,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,webber,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,5,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,6,6,6,5,5,5,5,5,5,8,14,0,0,0,0,0,0,0,0
8,barrichello,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,klien,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,6,6,6,6,7,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
10,liuzzi,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,9,14,13,13,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,0
11,trulli,12,12,11,11,11,12,12,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,6,6,6,6,6,5,5,5,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
