,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,906.0,3.0,rosberg,2.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16145.0,3102.0,3005.0,3874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,1564.0,4236.0
1,906.0,20.0,vettel,3.0,1.0,Finished,3420.0,635.0,1081.0,1298.0,1249.0,859.0,851.0,1401.0,1314.0,2307.0,3868.0,4854.0,6290.0,7348.0,23850.0,26662.0,27297.0,25425.0,9453.0,9106.0,8848.0,10066.0,12388.0,13806.0,15943.0,16887.0,18142.0,19631.0,20614.0,22094.0,23280.0,24171.0,25953.0,27701.0,29040.0,45893.0,45834.0,42567.0,39388.0,37283.0,34897.0,33845.0,32918.0,31195.0,15544.0,13717.0,12966.0,4095.0,2802.0,1923.0,1922.0,1859.0,1842.0,1928.0,1995.0,2108.0,1803.0,1739.0,1823.0,1429.0,1595.0,1516.0,1735.0,2188.0,2045.0,3071.0,3178.0,3510.0,4467.0,5247.0
2,906.0,1.0,hamilton,17.0,23.0,Brakes,5548.0,2065.0,2514.0,2336.0,1562.0,2265.0,1511.0,1765.0,1826.0,1794.0,2106.0,1819.0,1996.0,1756.0,1580.0,1895.0,2055.0,0.0,619.0,2720.0,1852.0,1325.0,782.0,564.0,1184.0,1065.0,634.0,596.0,384.0,789.0,567.0,321.0,736.0,1121.0,1259.0,2157.0,1851.0,1504.0,527.0,611.0,979.0,1276.0,1279.0,0.0,0.0,3036.0,,,,,,,,,,,,,,,,,,,,,,,,
3,906.0,822.0,bottas,7.0,1.0,Finished,6969.0,2598.0,3219.0,3240.0,2860.0,3021.0,1871.0,3004.0,3195.0,4089.0,5873.0,7268.0,9053.0,25953.0,28013.0,28772.0,29632.0,27857.0,12422.0,12369.0,12009.0,12471.0,13517.0,14909.0,17662.0,18478.0,19266.0,20108.0,21005.0,22247.0,23612.0,25319.0,26715.0,28115.0,46421.0,50466.0,48881.0,46377.0,43008.0,40498.0,38026.0,36910.0,36363.0,34523.0,19102.0,17770.0,17719.0,9488.0,8351.0,7628.0,6710.0,5900.0,5953.0,6149.0,6388.0,6662.0,8138.0,9616.0,10912.0,13184.0,15139.0,16829.0,17863.0,18098.0,18028.0,17761.0,17808.0,17995.0,18947.0,23578.0
4,906.0,13.0,massa,12.0,4.0,Collision,9804.0,3653.0,4153.0,4989.0,4380.0,4309.0,2100.0,3873.0,4000.0,5131.0,7213.0,8635.0,10503.0,11920.0,33727.0,36512.0,37867.0,36336.0,21282.0,21558.0,21217.0,22524.0,23043.0,23900.0,26717.0,27628.0,27998.0,28726.0,29403.0,30368.0,30913.0,31043.0,31959.0,32758.0,33497.0,33868.0,31266.0,27953.0,24379.0,22276.0,20375.0,19089.0,18205.0,16639.0,949.0,0.0,0.0,8803.0,9711.0,7957.0,7000.0,6282.0,6333.0,6405.0,6693.0,7023.0,7176.0,5911.0,4547.0,3651.0,2587.0,1869.0,1990.0,2736.0,2194.0,3391.0,3403.0,3850.0,4904.0,
5,906.0,817.0,ricciardo,1.0,1.0,Finished,11123.0,5023.0,5384.0,5619.0,4929.0,5515.0,2606.0,4804.0,5402.0,6370.0,7662.0,9126.0,27093.0,29060.0,28990.0,29891.0,31257.0,30471.0,15434.0,15789.0,15452.0,16005.0,17010.0,18342.0,20647.0,21708.0,22184.0,23170.0,24088.0,25086.0,25708.0,26082.0,27464.0,28911.0,30252.0,30459.0,43519.0,42100.0,38976.0,36406.0,34332.0,33020.0,31914.0,30202.0,14194.0,12396.0,11604.0,3163.0,1870.0,1404.0,1297.0,992.0,964.0,1046.0,1384.0,1465.0,1367.0,1283.0,1183.0,1066.0,1125.0,1118.0,1299.0,1360.0,1374.0,1234.0,720.0,0.0,0.0,0.0
6,906.0,818.0,vergne,8.0,1.0,Finished,13280.0,6485.0,6976.0,8006.0,7382.0,7166.0,3195.0,5489.0,6552.0,8231.0,10107.0,11412.0,13574.0,14945.0,32595.0,35439.0,36990.0,35946.0,20956.0,21356.0,21099.0,23120.0,25042.0,26852.0,29556.0,31016.0,32569.0,34250.0,35762.0,37416.0,38858.0,39732.0,41522.0,43099.0,44439.0,45661.0,43796.0,41048.0,54660.0,55140.0,53135.0,52093.0,51227.0,49523.0,33563.0,32330.0,31781.0,24704.0,24022.0,23694.0,23517.0,23404.0,23374.0,23066.0,22652.0,22226.0,21918.0,21791.0,21588.0,21334.0,21244.0,21106.0,21321.0,20977.0,21101.0,20543.0,20566.0,20775.0,21575.0,28026.0
7,906.0,4.0,alonso,6.0,1.0,Finished,15934.0,7261.0,8049.0,8691.0,8656.0,8123.0,3480.0,5956.0,7296.0,9085.0,11018.0,12548.0,14455.0,15531.0,16774.0,33712.0,36646.0,35593.0,20252.0,20433.0,20214.0,21170.0,22253.0,23688.0,26680.0,28754.0,29948.0,32061.0,33684.0,34948.0,35921.0,36058.0,37256.0,37989.0,38774.0,39533.0,37260.0,33972.0,30498.0,28342.0,26319.0,24941.0,24049.0,38242.0,24454.0,22716.0,21850.0,12944.0,11141.0,9596.0,8472.0,7263.0,7011.0,7157.0,7573.0,7672.0,8418.0,9949.0,10997.0,10760.0,10150.0,9315.0,8622.0,7482.0,6835.0,6601.0,6526.0,7339.0,9567.0,14869.0
8,906.0,8.0,raikkonen,10.0,1.0,Finished,17106.0,9383.0,10196.0,10130.0,10016.0,9250.0,3996.0,6724.0,7871.0,9525.0,11470.0,13272.0,15171.0,16527.0,18187.0,19936.0,37463.0,38998.0,24046.0,24849.0,24939.0,26752.0,28466.0,30415.0,33424.0,34858.0,36290.0,38042.0,39300.0,41147.0,42236.0,43080.0,44523.0,45696.0,46811.0,47701.0,46565.0,44240.0,58600.0,74454.0,72638.0,71269.0,70110.0,67963.0,51820.0,50013.0,49232.0,41171.0,39766.0,38938.0,38622.0,38396.0,38196.0,37911.0,37407.0,37153.0,36755.0,35977.0,35423.0,35070.0,34966.0,34804.0,34876.0,34607.0,33951.0,32642.0,31731.0,30900.0,31222.0,53678.0
9,906.0,18.0,button,4.0,1.0,Finished,19130.0,9908.0,13053.0,11686.0,12323.0,11095.0,4552.0,7618.0,9527.0,11130.0,13424.0,15223.0,17848.0,35039.0,37082.0,38476.0,39313.0,39184.0,24469.0,25400.0,25373.0,27347.0,28884.0,30930.0,33882.0,35437.0,37007.0,39609.0,40879.0,42380.0,43662.0,44029.0,45120.0,46300.0,47456.0,48647.0,47090.0,62637.0,60539.0,58210.0,55949.0,54839.0,53811.0,51767.0,35354.0,33452.0,32144.0,23948.0,22483.0,21324.0,20297.0,19177.0,18208.0,17357.0,16488.0,15582.0,14703.0,13853.0,12965.0,12476.0,11938.0,11065.0,10659.0,9664.0,8981.0,7915.0,7494.0,7954.0,8560.0,11755.0
