,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,vettel,1,1,1,1,1,1,9,9,6,5,4,4,3,2,2,2,2,2,2,2,6,7,6,5,5,5,4,4,4,4,3,3,3,2,2,2,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
1,massa,2,2,2,2,2,2,1,7,8,6,5,5,4,3,3,3,3,3,3,3,1,1,4,7,7,7,6,6,6,6,5,5,5,4,4,5,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
2,alonso,3,3,3,3,3,3,2,1,5,7,7,6,5,4,4,4,4,4,4,7,7,5,5,4,4,4,3,3,3,3,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3,hamilton,4,5,5,5,5,5,4,3,1,1,1,1,7,8,7,6,6,6,6,5,3,3,2,2,2,2,2,2,2,2,6,7,6,6,6,6,5,4,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
4,raikkonen,5,4,4,4,4,4,3,2,7,8,8,7,6,5,5,5,5,5,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,rosberg,6,6,6,6,6,6,5,4,2,2,2,2,1,7,8,7,7,7,7,6,5,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,webber,7,7,7,7,17,16,15,15,12,11,11,11,11,11,10,9,9,15,17,13,12,10,10,9,9,9,8,8,8,8,8,8,7,7,7,7,7,8,9,9,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6
7,resta,8,8,8,8,7,7,6,13,13,12,12,12,12,12,11,10,10,9,9,8,8,8,8,8,8,8,7,7,7,7,7,6,10,11,11,11,9,9,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,button,9,9,9,20,18,15,14,14,11,10,10,10,10,10,9,8,8,8,8,14,16,15,13,12,12,11,10,10,10,9,9,9,8,8,8,8,11,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,sutil,10,10,10,9,8,8,7,5,3,3,3,3,2,1,1,1,1,1,1,1,4,6,7,6,6,6,5,5,5,5,4,4,4,3,3,3,2,2,1,1,1,1,2,2,2,5,5,5,5,5,7,7,7,7,7,7,7,7
10,grosjean,11,11,11,10,19,17,16,16,14,13,13,13,13,13,12,11,11,10,15,17,17,16,14,13,13,13,11,11,11,10,10,10,9,9,9,9,12,13,13,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,perez,12,12,12,11,9,9,8,6,4,4,6,8,8,6,6,13,14,12,11,10,10,11,18,17,16,15,13,13,13,12,12,12,12,12,12,12,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11
12,bottas,13,13,13,14,12,18,18,18,17,17,16,16,16,16,15,15,15,14,13,12,13,13,15,18,17,17,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
13,vergne,14,14,14,12,10,10,10,8,15,15,15,15,14,14,13,12,12,11,10,9,9,9,9,14,14,14,12,12,12,11,11,11,11,10,10,10,8,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
14,maldonado,15,17,17,15,11,11,11,10,9,16,17,17,17,17,16,16,16,16,14,16,15,17,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,gutierrez,16,15,15,13,20,19,17,17,16,14,14,14,15,15,14,14,13,13,12,11,11,12,11,10,10,12,14,14,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
16,jules_bianchi,17,16,16,16,13,12,12,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
17,chilton,18,19,19,18,16,20,20,20,20,20,20,20,20,20,20,19,19,19,20,20,20,20,20,20,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,0,0
18,garde,19,18,18,17,15,14,19,19,19,19,19,19,19,19,19,20,20,20,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,0,0
19,ricciardo,20,20,20,19,14,13,13,11,10,9,9,9,9,9,17,17,17,17,16,15,14,14,12,11,11,10,9,9,9,13,13,13,13,13,13,13,13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
