,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
12,239,71,damon_hill,3,1,1,Finished,108057,213689,320207,426984,533386,640348,746844,852790,959221,1065650,1171900,1278012,1383833,1489824.0,1595392.0,1700938.0,1807037.0,1914311.0,2041765.0,2146783.0,2251811.0,2357271.0,2462334.0,2568120.0,2675817.0,2780744.0,2886293.0,2991371.0,3096543.0,3201296.0,3306412.0,3411602.0,3517005.0,3624514.0,3750190.0,3855809.0,3961456.0,4067132.0,4173326.0,4278732.0,4384343.0,4490594.0,4596052.0,4701913.0,4807573.0,4913743.0,5019578.0,5125388.0,5231413.0,5338299.0,5445152.0,5553791.0
14,239,77,berger,22,4,1,Finished,108461,214253,321506,433958,561122,667263,774713,882236,987777,1093153,1198768,1304857,1412065,1519899.0,1627089.0,1736102.0,1842561.0,1948096.0,2053929.0,2159406.0,2265165.0,2372204.0,2495061.0,2599411.0,2703942.0,2809060.0,2914562.0,3019056.0,3124369.0,3229507.0,3334237.0,3439610.0,3547821.0,3653554.0,3758998.0,3867532.0,3990086.0,4095727.0,4201239.0,4309313.0,4416666.0,4522314.0,4627626.0,4733215.0,4840305.0,4946266.0,5051689.0,5157118.0,5262763.0,5368318.0,5474096.0,5580317.0
8,239,57,hakkinen,1,3,1,Finished,109697,216039,322807,431348,538032,644297,750711,857323,963794,1069865,1175907,1282011,1387883,1494068.0,1600462.0,1706882.0,1813116.0,1921032.0,2044972.0,2150119.0,2255479.0,2361139.0,2466648.0,2572365.0,2679420.0,2785133.0,2890644.0,2996214.0,3101557.0,3206996.0,3312463.0,3418725.0,3544112.0,3649992.0,3754844.0,3860074.0,3965461.0,4071141.0,4177027.0,4283443.0,4389352.0,4495346.0,4601103.0,4706887.0,4812563.0,4918129.0,5026151.0,5132527.0,5238384.0,5344127.0,5450207.0,5557003.0
2,239,30,michael_schumacher,6,2,1,Finished,110319,216797,323667,431965,538613,645234,751498,858022,964808,1071036,1177122,1283524,1389920,1496253.0,1602433.0,1709722.0,1833372.0,1937817.0,2043288.0,2148654.0,2254106.0,2359559.0,2464899.0,2570516.0,2677837.0,2783448.0,2888912.0,2994561.0,3099960.0,3205397.0,3310990.0,3416681.0,3541701.0,3646343.0,3751701.0,3857478.0,3963373.0,4069730.0,4176290.0,4282765.0,4388437.0,4494545.0,4600190.0,4705724.0,4811464.0,4917466.0,5025697.0,5131576.0,5237354.0,5343391.0,5449418.0,5555674.0
7,239,56,irvine,6,14,4,Collision,111281,218243,324837,432344,539428,646171,753378,860210,966772,1073600,1180196,1286944,1393923,1500540.0,1606942.0,1713018.0,1819279.0,1927630.0,2052639.0,2158437.0,2264457.0,2370337.0,2476520.0,2582696.0,2689222.0,2795542.0,2903249.0,3010240.0,3116597.0,3222958.0,3329750.0,3435886.0,3544428.0,3670607.0,3776559.0,3882509.0,3988545.0,4094753.0,4200681.0,,,,,,,,,,,,,
3,239,35,villeneuve,3,16,36,Wheel,112023,218726,325347,432846,540181,646839,753706,860729,967395,1074071,1180759,1286546,1391507,1498186.0,1626660.0,1733463.0,1837816.0,1942078.0,2047039.0,2151768.0,2256956.0,2362245.0,2467797.0,2573114.0,2680147.0,2786027.0,2891546.0,2997420.0,3103309.0,3208705.0,3315057.0,3428601.0,3554869.0,3658912.0,3766420.0,3871086.0,,,,,,,,,,,,,,,,
17,239,84,brundle,17,5,1,Finished,112724,219517,326561,433631,541200,648359,755635,862749,969771,1076363,1183407,1290252,1397423,1504305.0,1611191.0,1719576.0,1847584.0,1954049.0,2060567.0,2167147.0,2274123.0,2380958.0,2487804.0,2594811.0,2701744.0,2808861.0,2917596.0,3025435.0,3132531.0,3239762.0,3346821.0,3455095.0,3562674.0,3670475.0,3780642.0,3907432.0,4013314.0,4119423.0,4225723.0,4333578.0,4440860.0,4547538.0,4654083.0,4761165.0,4867817.0,4974732.0,5082006.0,5189255.0,5296478.0,5403976.0,5511444.0,5620911.0
1,239,22,barrichello,17,9,1,Finished,114381,221694,328860,435954,543310,650908,758328,865837,973196,1080621,1188007,1295756,1403511,1512332.0,1639634.0,1745973.0,1853590.0,1960253.0,2067041.0,2173811.0,2280682.0,2387815.0,2495833.0,2604298.0,2712037.0,2820111.0,2928131.0,3036435.0,3144333.0,3252685.0,3360965.0,3469491.0,3597970.0,3704448.0,3811445.0,3918725.0,4026354.0,4134228.0,4241999.0,4349636.0,4457566.0,4565521.0,4673661.0,4782062.0,4890545.0,4999091.0,5107372.0,5217207.0,5326832.0,5436216.0,5545544.0,5654856.0
5,239,49,frentzen,15,6,1,Finished,114879,222577,329748,437287,544315,651543,758968,866732,974312,1081528,1188834,1296140,1403976,1511843.0,1618716.0,1725930.0,1854182.0,1960901.0,2067998.0,2175321.0,2281895.0,2388476.0,2496138.0,2604472.0,2712317.0,2820330.0,2928320.0,3036795.0,3146114.0,3272167.0,3378574.0,3485077.0,3591943.0,3698950.0,3806544.0,3913781.0,4021569.0,4129184.0,4237342.0,4345442.0,4453300.0,4560416.0,4667564.0,4774758.0,4882005.0,4989201.0,5096409.0,5204057.0,5311302.0,5418328.0,5526275.0,5634977.0
4,239,44,panis,27,7,1,Finished,115522,223885,331627,439141,546951,654569,762451,870203,977819,1085551,1193252,1301685,1409173,1517415.0,1626054.0,1735916.0,1848111.0,1972844.0,2078191.0,2183722.0,2289711.0,2396268.0,2503167.0,2609934.0,2716317.0,2823140.0,2929701.0,3037278.0,3145494.0,3253018.0,3362500.0,3488517.0,3594240.0,3701159.0,3807840.0,3915540.0,4023159.0,4130681.0,4237962.0,4346393.0,4454355.0,4561454.0,4668438.0,4775455.0,4883310.0,4990956.0,5098109.0,5205333.0,5312268.0,5421468.0,5529795.0,5638301.0
