,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
3,76.0,8.0,raikkonen,1.0,1.0,Finished,83259.0,160807.0,237915.0,314978.0,392030.0,469084.0,546328.0,623139.0,699701.0,776672.0,853666.0,930678.0,1007173.0,1083822.0,1162225.0,1239384.0,1317080.0,1393494.0,1470063.0,1546328.0,1622646.0,1699401.0,1776551.0,1853571.0,1944785.0,2088288.0,2211193.0,2334422.0,2415569.0,2494625.0,2572551.0,2649998.0,2726698.0,2802920.0,2878966.0,2955041.0,3031353.0,3108474.0,3185816.0,3261977.0,3337898.0,3435345.0,3516398.0,3594659.0,3672448.0,3750792.0,3830307.0,3908116.0,3986297.0,4064903.0,4144972.0,4223730.0,4301931.0,4379799.0,4458325.0,4537409.0,4616798.0,4695886.0,4774998.0,4854494.0,4936549.0,5016292.0,5095613.0,5176423.0,5256351.0,5336690.0,5417583.0,5500826.0,5581245.0,5661939.0,5742923.0,5823568.0,5904923.0,5986470.0,6067965.0,6149767.0,6231210.0,6315556.0
2,76.0,4.0,alonso,4.0,1.0,Finished,84516.0,162544.0,239920.0,317087.0,394371.0,471236.0,548429.0,625539.0,702666.0,779876.0,856895.0,933893.0,1010968.0,1088024.0,1165329.0,1242788.0,1321606.0,1398350.0,1474950.0,1551786.0,1628617.0,1705383.0,1782091.0,1859662.0,1989285.0,2092410.0,2216539.0,2337716.0,2423126.0,2504072.0,2584291.0,2664145.0,2743700.0,2822765.0,2901631.0,2980209.0,3058460.0,3136522.0,3214904.0,3294375.0,3372649.0,3450758.0,3529517.0,3608052.0,3686465.0,3765074.0,3843609.0,3923063.0,4001666.0,4080538.0,4159804.0,4238211.0,4317128.0,4398482.0,4479634.0,4560150.0,4640762.0,4722133.0,4803461.0,4884461.0,4966689.0,5047129.0,5127164.0,5207777.0,5288568.0,5369478.0,5450912.0,5531806.0,5613607.0,5694199.0,5777411.0,5858545.0,5940932.0,6024287.0,6106583.0,6188165.0,6269385.0,6352043.0
8,76.0,21.0,fisichella,12.0,11.0,+1 Lap,85233.0,163621.0,241123.0,318592.0,395845.0,472925.0,549880.0,627009.0,704203.0,781597.0,859133.0,936151.0,1013366.0,1090307.0,1167323.0,1244983.0,1322571.0,1401517.0,1478460.0,1555236.0,1632389.0,1709522.0,1786848.0,1863916.0,2010933.0,2113532.0,2224309.0,2342299.0,2429064.0,2510284.0,2590619.0,2670856.0,2750468.0,2829783.0,2908549.0,2987559.0,3066248.0,3144804.0,3223369.0,3301848.0,3381080.0,3459924.0,3538586.0,3618295.0,3697278.0,3776840.0,3856672.0,3936094.0,4016246.0,4096272.0,4176596.0,4256797.0,4337190.0,4418162.0,4499275.0,4580623.0,4662183.0,4743783.0,4826419.0,4908562.0,4991398.0,5073888.0,5156224.0,5245099.0,5331712.0,5416141.0,5503880.0,5588470.0,5672657.0,5757607.0,5842163.0,5931887.0,6020821.0,6115286.0,6210845.0,6305731.0,6401615.0,
6,76.0,15.0,trulli,10.0,11.0,+1 Lap,86626.0,165943.0,244142.0,322071.0,399582.0,476980.0,554419.0,631809.0,709078.0,786475.0,864097.0,941627.0,1019067.0,1096778.0,1174558.0,1252593.0,1330763.0,1412157.0,1491163.0,1568703.0,1646232.0,1725697.0,1802840.0,1882204.0,1971701.0,2091717.0,2215745.0,2337306.0,2421255.0,2502089.0,2581563.0,2661951.0,2740587.0,2818269.0,2895666.0,2972785.0,3050064.0,3126876.0,3224936.0,3307871.0,3388235.0,3467029.0,3545403.0,3623789.0,3702069.0,3780293.0,3858519.0,3937555.0,4017556.0,4097822.0,4177427.0,4257915.0,4338357.0,4419055.0,4500388.0,4581489.0,4662950.0,4744778.0,4827212.0,4909285.0,4992012.0,5074435.0,5156726.0,5244632.0,5352372.0,5440539.0,5524576.0,5607993.0,5692040.0,5777291.0,5863572.0,5948132.0,6036828.0,6121778.0,6206577.0,6290186.0,6374202.0,
7,76.0,17.0,webber,3.0,1.0,Finished,87449.0,166910.0,245297.0,322962.0,400820.0,478145.0,555822.0,633259.0,710527.0,787785.0,865096.0,942809.0,1020108.0,1097717.0,1175201.0,1253277.0,1331291.0,1412947.0,1491548.0,1569627.0,1647376.0,1726321.0,1804024.0,1886772.0,1989739.0,2093621.0,2217752.0,2338217.0,2423374.0,2504861.0,2585598.0,2664785.0,2744841.0,2823464.0,2902662.0,2981414.0,3059488.0,3137600.0,3215743.0,3295060.0,3373386.0,3451410.0,3530358.0,3608802.0,3687232.0,3765661.0,3844548.0,3923705.0,4002496.0,4081240.0,4160477.0,4238872.0,4317794.0,4398942.0,4479968.0,4560569.0,4641114.0,4738684.0,4819814.0,4898545.0,4976035.0,5055247.0,5132239.0,5210768.0,5289777.0,5370467.0,5451810.0,5532754.0,5614528.0,5694964.0,5777735.0,5858852.0,5941190.0,6022628.0,6101304.0,6179934.0,6256905.0,6334040.0
1,76.0,2.0,heidfeld,2.0,1.0,Finished,88365.0,167698.0,246710.0,324502.0,402515.0,480267.0,557551.0,635562.0,713085.0,790616.0,868326.0,945764.0,1023241.0,1100505.0,1177664.0,1254982.0,1332970.0,1413497.0,1492615.0,1571365.0,1649320.0,1727754.0,1805582.0,1888822.0,2002461.0,2110578.0,2221348.0,2339924.0,2425510.0,2506751.0,2586577.0,2667068.0,2746114.0,2825015.0,2904086.0,2983080.0,3061374.0,3139133.0,3217308.0,3296105.0,3374615.0,3452713.0,3531083.0,3609565.0,3688196.0,3766581.0,3845558.0,3924339.0,4003286.0,4082171.0,4161355.0,4240384.0,4318778.0,4399500.0,4480657.0,4561112.0,4657160.0,4738138.0,4816163.0,4893480.0,4971838.0,5050939.0,5129459.0,5208391.0,5289113.0,5370006.0,5451466.0,5532227.0,5614063.0,5694552.0,5776432.0,5855005.0,5933431.0,6013223.0,6091390.0,6170384.0,6248873.0,6329433.0
5,76.0,14.0,coulthard,17.0,3.0,Accident,88993.0,168918.0,247782.0,326284.0,404352.0,482433.0,560504.0,638359.0,716534.0,794726.0,872794.0,951738.0,1029994.0,1108020.0,1185713.0,1263708.0,1341537.0,1419411.0,1497839.0,1577632.0,1655578.0,1734136.0,1812171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,76.0,30.0,michael_schumacher,7.0,1.0,Finished,89700.0,169890.0,248942.0,327612.0,405642.0,483669.0,561522.0,639624.0,717684.0,795655.0,874058.0,952636.0,1030760.0,1109137.0,1186715.0,1264750.0,1342582.0,1420394.0,1498957.0,1578537.0,1656447.0,1735032.0,1813162.0,1956501.0,2088979.0,2212413.0,2335471.0,2418198.0,2497977.0,2576292.0,2654510.0,2732019.0,2808741.0,2885233.0,2961654.0,3037973.0,3115017.0,3191533.0,3267528.0,3343370.0,3419231.0,3495351.0,3571608.0,3648496.0,3725368.0,3802406.0,3879570.0,3957886.0,4036161.0,4114461.0,4193044.0,4271364.0,4349805.0,4428748.0,4507488.0,4586544.0,4668289.0,4763136.0,4844744.0,4922456.0,4999145.0,5076988.0,5158306.0,5241947.0,5320838.0,5399647.0,5478113.0,5556855.0,5635674.0,5715008.0,5794229.0,5873214.0,5952135.0,6031139.0,6111317.0,6190152.0,6271178.0,6352779.0
4,76.0,13.0,massa,9.0,11.0,+1 Lap,90604.0,170767.0,249658.0,328388.0,406828.0,484885.0,562801.0,640901.0,719080.0,796988.0,875127.0,953729.0,1032039.0,1110097.0,1188062.0,1265861.0,1343777.0,1421600.0,1500070.0,1579416.0,1657691.0,1736067.0,1814190.0,1920188.0,2011577.0,2111301.0,2222319.0,2340791.0,2426946.0,2508276.0,2588409.0,2668734.0,2747965.0,2826911.0,2905715.0,2984642.0,3063853.0,3142243.0,3220582.0,3299501.0,3378394.0,3456493.0,3534860.0,3613377.0,3691662.0,3769891.0,3848408.0,3926888.0,4005970.0,4102891.0,4185734.0,4265141.0,4344415.0,4423907.0,4503387.0,4583613.0,4664284.0,4745694.0,4827956.0,4910096.0,4992981.0,5075420.0,5168961.0,5250994.0,5333374.0,5416607.0,5504189.0,5588829.0,5673047.0,5758027.0,5842402.0,5926543.0,6010685.0,6096307.0,6183330.0,6270069.0,6363563.0,
16,76.0,35.0,villeneuve,11.0,11.0,+1 Lap,92044.0,172498.0,251616.0,330363.0,408805.0,486906.0,564971.0,642843.0,720632.0,798413.0,876895.0,955865.0,1033930.0,1112141.0,1189849.0,1267929.0,1345411.0,1423098.0,1501173.0,1582069.0,1659778.0,1738153.0,1815944.0,1923299.0,2012364.0,2112956.0,2223175.0,2341628.0,2428091.0,2509333.0,2589673.0,2669462.0,2748981.0,2827767.0,2906675.0,2985410.0,3089126.0,3171603.0,3250258.0,3328682.0,3407084.0,3485499.0,3563978.0,3643350.0,3721531.0,3799672.0,3878524.0,3956674.0,4034923.0,4112883.0,4192268.0,4270204.0,4348613.0,4427358.0,4506374.0,4585443.0,4667221.0,4746847.0,4828673.0,4910931.0,4993177.0,5075634.0,5206425.0,5295151.0,5378883.0,5461187.0,5543782.0,5626514.0,5708771.0,5791093.0,5877227.0,5958972.0,6041652.0,6123805.0,6207282.0,6290711.0,6374667.0,
