,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,barrichello,1,1,1,1,1,2,2,2,2,2,6,7,7,7,7,7,6,6,6,6,6,6,6,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,michael_schumacher,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,alonso,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,sato,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,10,9,9,8,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
4,raikkonen,5,5,5,5,5,5,5,5,4,4,7,6,6,6,6,6,5,5,5,5,5,5,5,4,3,3,3,3,6,11,10,9,9,12,12,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,0
5,button,6,6,6,6,6,6,6,6,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ralf_schumacher,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,panis,8,8,8,8,8,8,8,8,7,6,9,9,9,9,9,9,8,8,8,8,8,8,8,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,webber,9,9,9,9,9,10,10,10,9,7,4,4,4,4,4,4,13,13,13,12,12,12,12,11,11,11,11,11,11,10,11,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,coulthard,10,10,10,10,10,9,9,9,8,8,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,9,10,10,10,9,9,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,9,8,8,8,9,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,0
10,trulli,11,11,11,11,11,11,11,11,10,9,8,8,8,8,8,8,7,7,7,7,7,7,7,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
11,heidfeld,12,12,12,12,12,12,13,13,12,11,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,baumgartner,13,13,13,13,13,15,15,15,14,13,13,13,13,13,13,13,12,12,12,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,8,8,8,8,8,0,0,0
13,montoya,14,14,14,14,14,13,12,12,11,10,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,5,6,6,6,6,6,6,6,6,6,5,4,3,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,fisichella,15,15,15,15,15,14,14,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,8,8,8,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0
