,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1,975.0,1.0,hamilton,1.0,1.0,Finished,110539.0,232860.0,362650.0,440785.0,518537.0,595708.0,672677.0,749665.0,826641.0,902937.0,990740.0,1094696.0,1199799.0,1287821.0,1364787.0,1441493.0,1518141.0,1595053.0,1671432.0,1747849.0,1824479.0,1900970.0,1977461.0,2053730.0,2129767.0,2205948.0,2282620.0,2359339.0,2435706.0,2512412.0,2588909.0,2680743.0,2759789.0,2836028.0,2912576.0,2989033.0,3065760.0,3142346.0,3218576.0,3295307.0,3372182.0,3449131.0,3525974.0,3602801.0,3679283.0,3756255.0,3833359.0,3909820.0,3986178.0,4062360.0,4138723.0,4215118.0,4291065.0,4367734.0,4443698.0,4519778.0,4596308.0,4672350.0,4748587.0,4824458.0,4899958.0,4975631.0,5051008.0,5125559.0,5201725.0,5277842.0,5353764.0,5429855.0,5506799.0,5585154.0
13,975.0,830.0,max_verstappen,18.0,10.0,Electrical,111453.0,233687.0,363345.0,442039.0,520115.0,597630.0,675139.0,752629.0,829816.0,907101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,975.0,822.0,bottas,2.0,1.0,Finished,112610.0,234796.0,363389.0,442592.0,521026.0,598960.0,676807.0,754422.0,831700.0,908804.0,998988.0,1104028.0,1208943.0,1293949.0,1370858.0,1447793.0,1524203.0,1600781.0,1677547.0,1754089.0,1830556.0,1907269.0,1999144.0,2077871.0,2154540.0,2231169.0,2307916.0,2384233.0,2461113.0,2538096.0,2615165.0,2692806.0,2768964.0,2845561.0,2922453.0,2999406.0,3076465.0,3153465.0,3230381.0,3307395.0,3383950.0,3460650.0,3537080.0,3613476.0,3689981.0,3766716.0,3843212.0,3920422.0,3997410.0,4074146.0,4150801.0,4227223.0,4303984.0,4380231.0,4456647.0,4533144.0,4610302.0,4686954.0,4763146.0,4839581.0,4915688.0,4991665.0,5067688.0,5143962.0,5219856.0,5295810.0,5371985.0,5448599.0,5526541.0,5604937.0
4,975.0,20.0,vettel,4.0,1.0,Finished,116755.0,237658.0,363757.0,444014.0,546797.0,625585.0,703495.0,781261.0,858782.0,935939.0,1036974.0,1142911.0,1245556.0,1324516.0,1401874.0,1478992.0,1556266.0,1633893.0,1711630.0,1789894.0,1867642.0,1944948.0,2022074.0,2099263.0,2176193.0,2252920.0,2329728.0,2406660.0,2483332.0,2559945.0,2636539.0,2713076.0,2789841.0,2866470.0,2943043.0,3019456.0,3095846.0,3172535.0,3249285.0,3325822.0,3402157.0,3478827.0,3555165.0,3631313.0,3707316.0,3784110.0,3860773.0,3937121.0,4029953.0,4108129.0,4183560.0,4258674.0,4334000.0,4409295.0,4484746.0,4559888.0,4635140.0,4710427.0,4785599.0,4860563.0,4936102.0,5011064.0,5086243.0,5162668.0,5240198.0,5318694.0,5394380.0,5471048.0,5546342.0,5621061.0
8,975.0,817.0,ricciardo,3.0,1.0,Finished,118486.0,238696.0,364502.0,444837.0,523704.0,601543.0,679693.0,757502.0,835309.0,912932.0,1004408.0,1110613.0,1215139.0,1298687.0,1376361.0,1453690.0,1531037.0,1623558.0,1703178.0,1780118.0,1856931.0,1933980.0,2011219.0,2088247.0,2165347.0,2242463.0,2319439.0,2396348.0,2473579.0,2550394.0,2627339.0,2704499.0,2781684.0,2858595.0,2935679.0,3012643.0,3089450.0,3166236.0,3243467.0,3320364.0,3397475.0,3474520.0,3551674.0,3628480.0,3705296.0,3782033.0,3858630.0,3935170.0,4011661.0,4088108.0,4164635.0,4241064.0,4318071.0,4394973.0,4471648.0,4548331.0,4624881.0,4701669.0,4778302.0,4855128.0,4931730.0,5008154.0,5084627.0,5161114.0,5238003.0,5314319.0,5390484.0,5467097.0,5543848.0,5620451.0
3,975.0,8.0,raikkonen,7.0,1.0,Finished,119515.0,240616.0,365005.0,446148.0,525182.0,603089.0,680983.0,758982.0,836756.0,914402.0,1006863.0,1113490.0,1218638.0,1300333.0,1378070.0,1455980.0,1549315.0,1628281.0,1704891.0,1782070.0,1859960.0,1937615.0,2015189.0,2092085.0,2169380.0,2246550.0,2323689.0,2400849.0,2477355.0,2554239.0,2631460.0,2708642.0,2785796.0,2862474.0,2939482.0,3015985.0,3092582.0,3169285.0,3246136.0,3323052.0,3416078.0,3494293.0,3570018.0,3646028.0,3722120.0,3798222.0,3874142.0,3950032.0,4025691.0,4101352.0,4177116.0,4253106.0,4329037.0,4404514.0,4480091.0,4555543.0,4631276.0,4706766.0,4782154.0,4860910.0,4942324.0,5022920.0,5101626.0,5179549.0,5257681.0,5335283.0,5412427.0,5489255.0,5566206.0,5643786.0
7,975.0,815.0,perez,5.0,1.0,Finished,120067.0,241554.0,365184.0,445630.0,524428.0,602213.0,680032.0,757985.0,835767.0,913565.0,1005741.0,1111858.0,1216325.0,1299656.0,1377081.0,1454273.0,1531684.0,1608984.0,1701870.0,1780698.0,1857863.0,1934873.0,2011699.0,2088738.0,2165878.0,2243056.0,2320365.0,2397776.0,2474840.0,2552216.0,2629575.0,2706653.0,2783692.0,2860841.0,2937823.0,3014365.0,3091004.0,3167700.0,3244863.0,3321558.0,3398321.0,3475434.0,3552172.0,3628857.0,3705824.0,3782431.0,3859108.0,3935592.0,4012347.0,4088915.0,4165563.0,4242203.0,4318854.0,4395644.0,4472289.0,4548953.0,4625445.0,4702122.0,4778610.0,4855487.0,4932334.0,5008701.0,5085179.0,5162114.0,5239920.0,5317603.0,5393999.0,5471620.0,5548377.0,5625630.0
17,975.0,839.0,ocon,6.0,1.0,Finished,120993.0,242987.0,365393.0,446911.0,526020.0,603872.0,681814.0,759741.0,837483.0,915317.0,1009117.0,1116398.0,1219903.0,1301824.0,1379538.0,1457057.0,1534542.0,1611940.0,1689251.0,1766508.0,1843619.0,1920698.0,1997785.0,2075067.0,2152507.0,2229625.0,2306849.0,2383773.0,2460728.0,2537698.0,2614944.0,2708546.0,2787316.0,2863603.0,2940041.0,3016519.0,3093094.0,3169674.0,3247181.0,3324012.0,3400825.0,3477305.0,3553813.0,3630207.0,3706862.0,3783568.0,3860162.0,3936468.0,4012921.0,4089541.0,4166212.0,4242885.0,4319552.0,4396316.0,4473035.0,4549692.0,4626101.0,4702673.0,4779302.0,4856220.0,4932995.0,5009487.0,5085839.0,5162372.0,5240106.0,5319273.0,5395914.0,5472161.0,5548888.0,5625870.0
6,975.0,807.0,hulkenberg,8.0,1.0,Finished,122244.0,245191.0,366000.0,447393.0,527088.0,605440.0,683766.0,762015.0,840055.0,918026.0,1029515.0,1133897.0,1239076.0,1318317.0,1396564.0,1475533.0,1555187.0,1634477.0,1712690.0,1791141.0,1869436.0,1947908.0,2026564.0,2104752.0,2183862.0,2261434.0,2339149.0,2416668.0,2493939.0,2571397.0,2648810.0,2725769.0,2802929.0,2880178.0,2957122.0,3034026.0,3110957.0,3188228.0,3265372.0,3342393.0,3419530.0,3497517.0,3574745.0,3651844.0,3728638.0,3805505.0,3882421.0,3959123.0,4035882.0,4112869.0,4190082.0,4266855.0,4343358.0,4420009.0,4496594.0,4573260.0,4649800.0,4726600.0,4803429.0,4880118.0,4956660.0,5033061.0,5109410.0,5185546.0,5261830.0,5338179.0,5414460.0,5491271.0,5568269.0,5645528.0
11,975.0,826.0,kvyat,17.0,131.0,Power Unit,123906.0,247272.0,366590.0,448405.0,528459.0,607079.0,685377.0,763642.0,842058.0,920167.0,1015648.0,1120949.0,1226113.0,1307999.0,1395953.0,1476743.0,1556712.0,1635515.0,1713879.0,1791923.0,1870861.0,1949407.0,2028066.0,2106079.0,2184877.0,2263003.0,2340580.0,2418295.0,2496537.0,2573929.0,2651122.0,2728305.0,2805018.0,2882346.0,2959407.0,3036306.0,3113177.0,3190357.0,3267502.0,3345074.0,3422304.0,3499823.0,3576952.0,3653821.0,3730895.0,3808006.0,3885407.0,3962416.0,4039410.0,4116671.0,4194404.0,4271802.0,4448030.0,4534577.0,,,,,,,,,,,,,,,,
