,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,vettel,1,1,1,1,1,1,2,7,5,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1
1,webber,2,2,2,2,2,2,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,14,16,16,15,14,14,13,13,13,12,12,11,9,9,9,8,8,8,8,8,8,8,7
2,hamilton,3,3,3,3,3,5,10,9,7,7,7,7,6,5,5,5,4,5,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,4,4,4,6,10,10,9,9,7,7,7,7,7,6,6,6,6,6,5
3,raikkonen,4,4,4,4,4,3,3,3,8,8,8,8,7,6,6,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2
4,grosjean,5,5,5,5,5,4,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,6,6,6,5,5,4,4,4,2,2,2,2,2,3,3,3,3,3,3
5,massa,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ricciardo,7,7,7,6,8,14,13,12,11,11,11,11,11,11,11,11,10,11,15,15,15,15,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,13,16,15,15,14,14,14,14,14,13,12,11,11,11,11,11,12,12,12,12,12
7,alonso,8,8,8,7,6,6,5,4,2,2,2,2,9,8,8,7,7,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
8,button,9,10,10,9,9,8,6,5,3,3,4,4,3,3,3,3,3,3,3,3,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,5,6,6,6,5,5,5,5,5,5,5,5,5,6
9,perez,10,9,9,8,7,7,7,13,12,12,12,12,12,12,12,12,11,9,9,9,8,7,6,8,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,6,6,5,5,5,6,6,6,6,7,7,7,7,7,8
10,hulkenberg,11,11,11,10,10,9,8,6,4,5,5,5,4,4,4,4,6,12,11,11,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,16,15,14,13,12,12,11,10,9,9,10,10,16,15,14,13,12,12,11,11,11,10,10
11,rosberg,12,12,12,11,11,10,9,8,6,6,6,6,5,7,7,8,15,15,14,14,13,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,10,11,11,11,11,16,14,12,12,12,10,10,10,10,9,9,9
12,sutil,13,14,14,12,12,15,14,14,13,13,13,13,13,13,13,13,12,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,15,15,15,15,15,14,13,13,13,14,13,13,13,13,13,13,13
13,resta,14,13,13,13,18,16,15,15,14,14,14,14,14,14,14,14,13,13,12,12,12,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,9,9,9,8,8,8,8,8,8,8,9,9,9,9,9,10,11,11
14,maldonado,15,15,15,14,13,11,11,10,9,9,9,9,8,9,9,9,8,7,7,7,7,14,12,12,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,7,7,7,7,10,16,16,16,16,15,15,15,15,15,15
15,gutierrez,16,16,16,15,14,12,16,16,15,15,15,15,15,15,15,15,14,14,13,13,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,16,16,16,16,16,16,16,15,15,14,15,15,14,14,14,14,14,14,14
16,garde,17,17,17,16,16,17,17,18,17,17,17,17,17,17,17,17,17,17,18,19,19,18,17,17,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,0
17,vergne,18,18,18,19,19,18,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,bottas,19,19,19,17,15,13,12,11,10,10,10,10,10,10,10,10,9,8,8,8,11,12,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,15,14,15,14,13,13,12,12,12,13,13,12,11,10,10,10,15,16,16,16,16,16,0
19,jules_bianchi,20,20,20,18,17,19,19,19,18,18,18,18,18,18,18,18,18,19,19,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,pic,21,21,21,20,20,20,20,20,19,19,19,19,19,19,19,19,19,18,17,17,17,17,16,16,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,0
