,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,barrichello,1,1,1,1,3,9,9,9,9,9,10,9,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,alonso,2,2,2,2,1,1,1,1,1,1,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,montoya,3,3,3,4,4,3,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
3,raikkonen,4,5,5,5,5,4,4,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,button,5,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
5,sato,6,7,7,6,6,5,5,5,5,5,4,4,3,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
6,massa,7,6,6,7,10,18,17,17,18,18,17,17,17,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,12,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0
7,trulli,8,9,8,8,7,7,8,8,8,8,8,8,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9
8,klien,9,8,9,9,8,6,6,6,6,6,6,14,13,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,12,11,11,11,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0
9,zonta,10,12,14,15,14,12,12,12,12,12,12,11,9,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,10,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10
10,webber,11,10,10,10,9,8,7,7,7,7,5,5,12,10,9,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
11,bruni,12,11,11,11,15,15,18,18,17,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,fisichella,13,13,12,12,11,10,10,10,11,11,11,10,8,6,6,5,5,5,6,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,6,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
13,pantano,14,15,16,16,16,14,14,14,14,14,14,13,11,9,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,michael_schumacher,15,14,15,14,12,11,11,11,10,10,9,7,6,3,4,9,9,9,9,7,7,7,7,7,7,7,6,6,6,5,5,5,5,2,1,1,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2
15,coulthard,16,16,13,13,13,13,13,13,13,13,13,12,10,8,8,7,7,7,7,6,6,6,6,6,6,6,9,9,9,9,9,9,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
16,baumgartner,17,17,17,17,17,16,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,0,0,0
17,heidfeld,18,18,18,18,18,17,16,16,16,15,15,15,15,13,12,12,12,12,12,12,12,12,12,13,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0
