,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10,104,22,barrichello,6,1,1,Finished,92378,182097,271738,362218,456541,567086,652529,737276,822355,906598,991230,1075471,1160203,1244444.0,1328592.0,1412740.0,1496572.0,1579772.0,1663192.0,1746372.0,1829517.0,1912606.0,1995687.0,2078997.0,2163180.0,2246323.0,2330290.0,2412853.0,2499159.0,2602432.0,2684210.0,2766035.0,2848378.0,2930125.0,3011861.0,3093508.0,3175181.0,3256561.0,3338242.0,3419521.0,3500567.0,3585502.0,3687320.0,3769826.0,3853109.0,3936357.0,4019627.0,4102825.0,4185835.0,4268889.0,4351840.0,4435100.0,4518448.0
1,104,4,alonso,4,16,20,Spun off,99321,190362,278351,365049,450813,535067,619083,702545,787651,875006,984290,1068298,1152393,1236492.0,1322498.0,1407314.0,1491344.0,1575110.0,1659191.0,1743074.0,1826601.0,1910126.0,1993444.0,2076796.0,2160470.0,2244052.0,2327337.0,2410650.0,2493814.0,2576990.0,2659871.0,2742814.0,2829566.0,2938058.0,3022076.0,3105331.0,3188766.0,3272032.0,3356278.0,3439912.0,,,,,,,,,,,,,
12,104,31,montoya,3,5,1,Finished,99768,191535,281870,371185,457472,542259,626830,710883,794809,877934,961507,1044522,1130725,1240070.0,1324547.0,1409296.0,1493086.0,1576621.0,1660566.0,1744166.0,1827837.0,1911444.0,1994925.0,2078508.0,2161526.0,2244609.0,2328041.0,2411204.0,2494361.0,2577548.0,2660668.0,2743597.0,2830472.0,2940220.0,3025561.0,3113279.0,3199268.0,3284432.0,3368841.0,3453262.0,3537785.0,3621950.0,3705694.0,3789424.0,3873364.0,3956661.0,4040575.0,4124700.0,4208873.0,4293787.0,4378325.0,4464849.0,4550800.0
2,104,8,raikkonen,1,19,5,Engine,101256,193992,283102,371811,458337,543742,628111,712212,796631,881114,964479,1047985,1142606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,104,18,button,16,3,1,Finished,101888,193271,282334,370303,456343,541004,625654,709826,793766,877341,960376,1043562,1126233,1212217.0,1320877.0,1404649.0,1488322.0,1572248.0,1656292.0,1740357.0,1824293.0,1907835.0,1991568.0,2075515.0,2158987.0,2242954.0,2326374.0,2409609.0,2492561.0,2575446.0,2658355.0,2741069.0,2824144.0,2911532.0,3019797.0,3103552.0,3187284.0,3271157.0,3355124.0,3438884.0,3522940.0,3607337.0,3692127.0,3775941.0,3859679.0,3943292.0,4026959.0,4110711.0,4194465.0,4277819.0,4361094.0,4444261.0,4528645.0
3,104,11,sato,16,4,1,Finished,102879,196730,286741,377430,464164,549352,633916,717883,801638,885768,969196,1052543,1140196,1248047.0,1331336.0,1415186.0,1499399.0,1583196.0,1667035.0,1750426.0,1833955.0,1917344.0,2000447.0,2083756.0,2166972.0,2250067.0,2333194.0,2416418.0,2499351.0,2582258.0,2664940.0,2747600.0,2833935.0,2942733.0,3026146.0,3111133.0,3196755.0,3280576.0,3364358.0,3448277.0,3532106.0,3615734.0,3699418.0,3783072.0,3866701.0,3950349.0,4034205.0,4117423.0,4200762.0,4284022.0,4367169.0,4450073.0,4533818.0
4,104,13,massa,15,12,11,+1 Lap,103470,195462,286600,377736,471790,583201,671013,769534,883447,969074,1055862,1140993,1225794,1310623.0,1394864.0,1479015.0,1562893.0,1647014.0,1731200.0,1814924.0,1898540.0,1982080.0,2065403.0,2149001.0,2232377.0,2315907.0,2399222.0,2482734.0,2566411.0,2651336.0,2735471.0,2818548.0,2906625.0,3015097.0,3098820.0,3182568.0,3266176.0,3350227.0,3434914.0,3518328.0,3601842.0,3685114.0,3768421.0,3851614.0,3934766.0,4018913.0,4105275.0,4188598.0,4271960.0,4354901.0,4437961.0,4522268.0,
6,104,15,trulli,4,10,1,Finished,107457,203333,294133,383375,470719,558692,646029,731346,816360,900534,985536,1074346,1185010,1270114.0,1355005.0,1440062.0,1524888.0,1609880.0,1694404.0,1779361.0,1864570.0,1949451.0,2034553.0,2120969.0,2206623.0,2290925.0,2374853.0,2458931.0,2542914.0,2626788.0,2710468.0,2793935.0,2877395.0,2964741.0,3072583.0,3157243.0,3241417.0,3326173.0,3410289.0,3494666.0,3579066.0,3663521.0,3747647.0,3833070.0,3916869.0,4000709.0,4085013.0,4169277.0,4252696.0,4336023.0,4418952.0,4501807.0,4584764.0
13,104,32,klien,19,13,11,+1 Lap,107488,203293,294322,383614,470924,557321,642604,726990,810821,894535,981919,1093170,1179025,1265516.0,1350012.0,1436829.0,1522651.0,1607435.0,1692336.0,1777302.0,1863188.0,1947935.0,2033293.0,2118029.0,2202921.0,2286698.0,2371811.0,2456656.0,2540088.0,2623876.0,2711618.0,2820482.0,2904738.0,2990228.0,3074903.0,3164238.0,3264317.0,3349312.0,3436013.0,3521170.0,3606620.0,3693893.0,3779324.0,3864773.0,3949268.0,4035359.0,4120122.0,4204660.0,4288598.0,4372484.0,4456575.0,4540224.0,
14,104,41,zonta,7,11,1,Finished,108966,207596,303142,395084,483935,571456,657173,742222,827204,911341,996051,1080190,1168406,1278104.0,1363236.0,1449097.0,1534442.0,1618763.0,1703828.0,1788563.0,1873164.0,1958803.0,2043164.0,2127558.0,2211493.0,2295898.0,2382178.0,2467661.0,2551668.0,2636373.0,2720647.0,2804438.0,2891899.0,3000352.0,3083991.0,3168490.0,3252882.0,3337392.0,3423466.0,3507889.0,3592277.0,3676804.0,3761135.0,3845330.0,3929818.0,4013956.0,4097868.0,4182173.0,4265805.0,4349383.0,4433627.0,4517037.0,4600979.0
7,104,17,webber,19,9,1,Finished,109156,203571,294934,383927,471582,558778,644405,729219,813492,897362,981046,1067912,1178162,1263480.0,1347477.0,1431961.0,1516117.0,1600167.0,1685207.0,1771275.0,1856334.0,1942501.0,2028823.0,2113272.0,2197366.0,2280918.0,2364776.0,2448318.0,2531578.0,2614750.0,2698202.0,2784792.0,2892022.0,2975582.0,3059485.0,3143744.0,3228088.0,3312817.0,3397472.0,3482099.0,3567229.0,3651852.0,3736516.0,3821578.0,3906244.0,3990457.0,4074488.0,4158364.0,4241924.0,4325513.0,4408745.0,4492119.0,4575209.0
17,104,46,bruni,18,18,66,Fire,109405,206695,299790,391785,484340,576756,672545,788865,877275,966836,1056546,1144474,1232946,1322645.0,1413160.0,1503477.0,1592970.0,1681301.0,1768681.0,1857747.0,1946647.0,2033762.0,2121505.0,2207876.0,2294973.0,2382990.0,2470572.0,2557438.0,2648303.0,,,,,,,,,,,,,,,,,,,,,,,,
