,0,1,2
0,14,3,1:14.013
1,71,3,1:14.213
2,30,22,1:14.284
3,55,6,1:14.919
4,77,6,1:14.974
5,56,17,1:15.354
6,65,22,1:15.556
7,49,15,1:15.561
8,44,27,1:15.621
9,87,1,1:15.652
10,22,17,1:15.774
11,76,1,1:16.339
12,88,27,1:16.519
13,83,18,1:16.596
14,96,15,1:16.646
15,69,18,1:16.887
16,79,25,1:17.014
17,63,25,1:17.213
18,81,29,1:18.114
19,89,29,1:18.212
20,64,28,1:19.579
21,90,28,1:19.745
22,85,30,1:20.093
23,92,30,1:21.405
