,0,1,2
0,3,131,1:40.237
1,1,131,1:40.614
2,8,6,1:41.051
3,815,10,1:41.184
4,817,9,1:41.444
5,822,3,1:41.656
6,807,10,1:41.686
7,13,3,1:41.759
8,826,9,1:41.933
9,832,5,1:42.482
10,830,5,1:42.521
11,18,1,1:42.570
12,813,208,1:42.807
13,831,15,1:42.896
14,154,208,1:42.585
15,20,6,1:42.941
16,4,1,1:43.187
17,828,15,1:43.838
18,829,209,1:46.297
19,833,209,1:47.434
