,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,215459.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,217062.0,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,218428.0,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,219806.0,4,4,4,4,4,4,12,9,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
4,221397.0,5,5,5,5,5,5,4,12,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,13,11,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
5,222340.0,6,6,6,6,6,6,13,11,8,8,8,7,7,7,7,7,7,7,7,7,7,7,6,5,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,223772.0,7,7,8,8,8,8,6,15,12,12,12,12,12,12,11,11,11,12,12,11,11,11,11,10,9,8,6,7,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11
7,224648.0,8,8,7,7,7,7,14,13,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,7,7,7,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8
8,226062.0,9,9,9,9,10,15,15,14,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,9,8,12,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,10,10,10
9,226946.0,10,10,10,10,9,9,5,4,15,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,0
10,227329.0,11,11,11,11,11,11,8,6,13,13,13,13,13,13,12,12,12,11,11,12,15,15,15,15,14,14,13,12,11,11,11,11,12,12,12,12,12,12,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,0
11,228057.0,12,12,12,12,12,10,7,5,4,4,3,2,2,3,3,4,4,4,4,4,4,4,4,6,6,5,5,4,4,4,4,4,3,3,3,4,4,4,4,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
12,228613.0,13,13,13,13,13,12,9,7,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,11,10,10,15,15,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,13,13,13,13,13,13,13,13,13,13,0
13,229781.0,14,14,14,16,18,18,18,17,17,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,12,13,16,16,16,15,15,15,15,15,15,15,15,15,14,14,13,13,14,14,16,16,16,16,16,16,16,16,16,16,0
14,230422.0,15,15,15,14,14,13,10,8,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,11,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,11,11,11,11,11,11,11,11,10,9,9,9
15,231422.0,16,16,16,15,15,14,11,10,7,7,7,9,11,11,13,15,15,15,15,15,14,14,14,14,15,15,14,13,13,13,13,13,13,13,13,13,13,13,12,12,15,16,16,16,15,15,15,15,15,15,15,15,15,15,0
16,233738.0,17,17,17,17,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0
17,240769.0,18,18,18,18,17,17,17,18,18,17,17,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0
18,280907.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
