,0,1,2
0,822,131,1:13.609
1,1,131,1:13.706
2,830,9,1:14.176
3,842,213,1:14.502
4,817,4,1:14.520
5,848,9,1:14.572
6,844,6,1:14.616
7,826,213,1:14.696
8,846,1,1:14.814
9,832,1,1:14.911
10,815,211,1:15.061
11,839,4,1:15.201
12,847,3,1:15.323
13,20,6,1:15.385
14,840,211,1:15.494
15,154,210,1:15.918
16,825,210,1:15.939
17,8,51,1:15.953
18,849,3,1:15.987
19,841,51,1:16.208
