,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,1043.0,822.0,bottas,2.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,24036.0,24482.0,24739.0,25617.0,26230.0,26155.0,26084.0,26315.0,26540.0,28190.0,27918.0,3713.0,4282.0,4990.0,5748.0,6199.0,7482.0,8498.0,9204.0,9919.0,10593.0,11185.0,12957.0,14912.0,16282.0,17374.0,18280.0,19363.0,20894.0,22094.0,24063.0,42179.0,24112.0,2078.0,3003.0,1643.0,1070.0,631.0,1048.0,1715.0,1383.0,2607.0,5365.0,5783.0
1,1043.0,830.0,max_verstappen,17.0,29.0,Puncture,1452.0,1113.0,1110.0,1236.0,1443.0,1489.0,1682.0,1614.0,1632.0,1801.0,2056.0,2019.0,1839.0,1697.0,2019.0,2356.0,2507.0,6920.0,24676.0,25192.0,25381.0,25818.0,26719.0,27650.0,27802.0,27749.0,27823.0,27871.0,29780.0,29757.0,5356.0,5722.0,6140.0,6846.0,7243.0,8116.0,9395.0,10266.0,10745.0,11518.0,12163.0,13384.0,13007.0,12938.0,12835.0,13021.0,12875.0,13520.0,13747.0,13935.0,,,,,,,,,,,,,
2,1043.0,1.0,hamilton,1.0,1.0,Finished,2420.0,2096.0,1849.0,1978.0,2643.0,2867.0,3101.0,2981.0,3139.0,3292.0,3359.0,3630.0,3425.0,3423.0,3607.0,3979.0,4313.0,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1043.0,817.0,ricciardo,3.0,1.0,Finished,3684.0,4454.0,5485.0,6584.0,7722.0,8741.0,9946.0,10899.0,12193.0,13596.0,15523.0,17364.0,19011.0,25508.0,50625.0,52342.0,53932.0,55114.0,52101.0,53427.0,54751.0,55839.0,57529.0,59438.0,61097.0,62653.0,62933.0,64304.0,67169.0,68384.0,44507.0,45357.0,46132.0,47539.0,48271.0,49500.0,50367.0,51447.0,52154.0,52941.0,54363.0,55126.0,55748.0,56610.0,57570.0,58327.0,59294.0,60705.0,61630.0,62544.0,84473.0,48048.0,10017.0,4009.0,4321.0,3288.0,2134.0,5420.0,7441.0,8483.0,10079.0,11717.0,14320.0
4,1043.0,842.0,gasly,20.0,34.0,Water pressure,4815.0,6058.0,6982.0,8057.0,8942.0,10140.0,11169.0,16726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1043.0,844.0,leclerc,5.0,1.0,Finished,5352.0,6860.0,8541.0,9629.0,10926.0,11946.0,13282.0,14358.0,15515.0,16472.0,17806.0,19067.0,24622.0,49429.0,51674.0,53630.0,55017.0,56142.0,53416.0,54809.0,56107.0,57607.0,59184.0,60629.0,62026.0,63639.0,66129.0,67077.0,69323.0,70957.0,47134.0,47975.0,48964.0,50161.0,50903.0,51916.0,52849.0,53860.0,54446.0,55031.0,56283.0,56856.0,57202.0,58177.0,58981.0,59702.0,60576.0,62231.0,63194.0,64006.0,87237.0,49804.0,14217.0,5997.0,6831.0,4647.0,2785.0,7451.0,10043.0,11809.0,13739.0,15998.0,19111.0
6,1043.0,848.0,albon,15.0,1.0,Finished,6131.0,7763.0,9463.0,10513.0,11767.0,12829.0,14550.0,15858.0,16982.0,18150.0,19624.0,20872.0,22146.0,28096.0,53293.0,55210.0,56564.0,57600.0,54524.0,55995.0,57411.0,58696.0,60394.0,62037.0,63245.0,64469.0,68445.0,69151.0,71112.0,72683.0,48691.0,49594.0,50813.0,52189.0,52945.0,54052.0,55128.0,56252.0,56794.0,57309.0,58363.0,58924.0,59034.0,60070.0,60675.0,61383.0,62199.0,63637.0,64681.0,65385.0,88448.0,50706.0,15092.0,7268.0,7854.0,5553.0,3804.0,18960.0,27119.0,52067.0,52257.0,56591.0,57284.0
7,1043.0,826.0,kvyat,4.0,1.0,Finished,6815.0,8442.0,10336.0,11472.0,12904.0,13964.0,15411.0,16736.0,18011.0,19240.0,20512.0,21737.0,23036.0,28829.0,54621.0,55864.0,57486.0,58527.0,55451.0,57005.0,58509.0,59856.0,61730.0,63232.0,64360.0,65547.0,69014.0,70195.0,72384.0,76435.0,52793.0,53582.0,54563.0,55613.0,56261.0,57177.0,57847.0,58750.0,59203.0,59551.0,60199.0,60496.0,60626.0,61463.0,62024.0,62695.0,63520.0,64864.0,65862.0,66529.0,94029.0,73506.0,31007.0,11164.0,10397.0,8581.0,4023.0,6187.0,8571.0,9420.0,10974.0,12726.0,15141.0
8,1043.0,846.0,norris,8.0,1.0,Finished,7456.0,9415.0,11198.0,12808.0,14405.0,16781.0,18238.0,19636.0,20847.0,22350.0,24131.0,25716.0,31878.0,56091.0,57512.0,58672.0,59952.0,61327.0,58623.0,60167.0,61480.0,62561.0,64462.0,66097.0,67298.0,68480.0,70282.0,72124.0,78367.0,79053.0,55403.0,56564.0,57972.0,59444.0,60196.0,61327.0,62030.0,62961.0,63620.0,64123.0,64965.0,65460.0,65411.0,65957.0,66474.0,66840.0,67308.0,68395.0,69070.0,69705.0,93708.0,56255.0,21097.0,13218.0,13242.0,13209.0,4971.0,9190.0,11963.0,13975.0,16311.0,18546.0,21131.0
9,1043.0,832.0,sainz,7.0,1.0,Finished,8020.0,10082.0,11900.0,13534.0,14934.0,15418.0,16792.0,17949.0,19228.0,20694.0,22329.0,23929.0,25192.0,26179.0,27391.0,29007.0,34647.0,59723.0,56587.0,57754.0,59257.0,60343.0,62495.0,63883.0,65767.0,66934.0,69297.0,70921.0,73775.0,77063.0,53719.0,55036.0,56064.0,57095.0,57821.0,58812.0,59421.0,60091.0,60741.0,61235.0,62151.0,62648.0,62705.0,63333.0,63818.0,64312.0,64864.0,65977.0,67013.0,67538.0,95150.0,75441.0,33666.0,12264.0,11841.0,10707.0,4366.0,8630.0,11201.0,13176.0,15358.0,17562.0,20230.0
