,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,max_verstappen,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,7,13,12,11,10,9,8,8,7,7,7,6,5,4,4,3,3,3
4,vettel,5,5,5,5,5,5,5,5,5,10,18,18,17,17,17,17,16,16,15,14,14,14,13,13,13,13,13,13,13,13,13,11,10,9,9,9,9,9,9,9,8,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5
5,ricciardo,6,6,6,6,6,6,6,6,6,5,5,5,6,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,5,6,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,9,9,10,10,10,9,9,8,8,8,8,8,8,8,8
6,hulkenberg,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,4,4,6,14,14,14,14,14,14,14,14,14,14,14,13,13,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7
7,perez,8,8,8,8,8,8,9,9,8,7,7,7,7,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
8,alonso,9,9,9,9,9,9,8,8,9,13,12,12,11,11,11,11,11,11,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,14,14,12,11,11,11,11,11,11,11,11,11,10,10,10
9,bottas,10,10,10,10,10,10,11,10,11,14,13,13,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,11,16,16,16,15,15,14,14,13,12,12,12,12,12,11,11,11,9,9,10,11,11,12,12,12,12,12,12,12,12,12,11,11,11
10,gutierrez,11,11,11,11,11,11,12,18,16,11,10,11,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,12,11,11,11,11,12,14,14,15,15,15,15,15,15,15,12,13,13,13,14,16,0,0,0,0,0,0,0,0,0,0,0
11,massa,12,12,12,12,12,12,10,11,13,18,17,17,16,16,16,16,15,15,16,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,16,16,16,16,15,15,15,14,13,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kvyat,13,13,13,13,13,13,13,12,14,17,16,16,15,15,15,15,17,18,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,15,14,14,13,12,12,12,11,11,11,11,11,11,11,10,10,10,8,8,8,8,8,9,9,10,10,10,10,10,10,10,12,12,12
13,sainz,14,14,14,14,14,14,14,13,10,8,8,8,8,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6
14,jolyon_palmer,15,15,15,15,15,15,15,14,17,19,20,19,19,19,19,19,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,button,16,16,16,16,16,16,16,19,20,16,15,15,14,14,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,12,12,13,13,16,17,17,17,17,17,17,17,16,16,17,17,17,16,16,16,16,16,16,16,16,15,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15
16,kevin_magnussen,17,17,17,17,17,17,20,20,19,15,14,14,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,13,13,12,11,11,12,17,17,16,16,16,15,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13
17,wehrlein,18,18,18,18,18,18,18,17,15,12,11,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,9,9,10,10,12,12,13,12,13,14,13,14,15,15,15,13,13,13,13,13,13,13,13,11,11,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14
18,ericsson,19,19,19,19,19,19,19,16,18,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,nasr,20,20,20,20,20,20,17,15,12,9,9,9,9,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,8,8,9,9,9,9,9,9,9,9
