,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,208253.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,209784.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,211103.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,212907.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,213845.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,214802.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,216268.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,12,11,11,10,9,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,218169.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,13,13,13,13,12,10,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,219358.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,220422.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,7,8,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
10,221117.0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,12,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
11,221735.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,8,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,222606.0,13,13,13,13,13,13,13,13,13,13,14,20,19,19,19,19,19,19,19,19,18,18,17,17,17,17,16,16,15,19,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
13,223225.0,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,11,12,12,11,11,10,10,10,10,10,10,10,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
14,224537.0,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,19,19,18,18,18,18,17,17,16,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
15,225050.0,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,17,17,17,17,17,16,16,15,15,15,14,14,14,13,13,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,225936.0,17,17,17,17,17,17,17,17,17,17,17,16,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,18,17,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
17,227029.0,18,18,18,18,18,18,18,18,18,18,19,18,17,17,17,16,16,16,16,16,15,15,14,14,14,15,19,19,19,18,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
18,228515.0,19,19,19,19,19,19,20,20,20,20,20,19,18,18,18,18,18,18,18,18,17,17,16,16,16,16,15,15,14,14,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
19,229189.0,20,20,20,20,20,20,19,19,19,19,18,17,16,16,16,15,15,15,15,15,14,14,19,19,19,19,18,18,17,16,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
