,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
9,988,822,bottas,131,1,1,Finished,105087,208253,311606,414966,517977,620803,723628,826489,929477,1032247,1134769,1237403,1340350,1443056,1545878,1648335,1750882,1853357,1955796,2058355,2163171.0,2285351.0,2388405.0,2490609.0,2592905.0,2695353.0,2797444.0,2899673.0,3002525.0,3105201.0,3207595.0,3309831.0,3412148.0,3514938.0,3617080.0,3719123.0,3820990.0,3922932.0,4025150.0,4126961.0,4228538.0,4329944.0,4431909.0,4534225.0,4635801.0,4737567.0,4839100.0,4941007.0,5043403.0,5144925.0,5245675.0,5346325.0,5447332.0,5549377.0,5654062.0
0,988,1,hamilton,131,2,1,Finished,106379,209784,313030,416167,519294,622436,725486,828428,931408,1034106,1136847,1239379,1342616,1445405,1548020,1650525,1753044,1855841,1958378,2060982,2163403.0,2266156.0,2368781.0,2473046.0,2594729.0,2696463.0,2798683.0,2900885.0,3003717.0,3106696.0,3209295.0,3311633.0,3413876.0,3516265.0,3618564.0,3720528.0,3822456.0,3924395.0,4026383.0,4128395.0,4230117.0,4331722.0,4433660.0,4535634.0,4637346.0,4738967.0,4840530.0,4942361.0,5044656.0,5146284.0,5247757.0,5349509.0,5451996.0,5554181.0,5657961.0
4,988,20,vettel,6,3,1,Finished,107471,211103,314792,418214,521533,624689,727887,830906,934194,1037239,1139996,1242998,1346291,1449223,1552218,1655163,1758171,1861059,1963982,2069027,2191675.0,2295481.0,2398672.0,2501901.0,2604846.0,2707883.0,2810664.0,2913300.0,3015923.0,3118804.0,3222042.0,3325025.0,3428355.0,3531769.0,3634894.0,3737778.0,3840309.0,3942500.0,4044923.0,4147214.0,4249463.0,4351422.0,4453604.0,4555920.0,4657762.0,4759747.0,4861596.0,4963408.0,5064953.0,5166197.0,5267865.0,5369108.0,5470330.0,5572622.0,5673392.0
8,988,817,ricciardo,9,20,9,Hydraulics,108493,212907,316643,420085,523517,626733,729975,833151,936242,1039604,1142849,1246186,1348943,1451927,1554902,1657741,1760945,1864041,1969380,2094146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,988,8,raikkonen,6,4,1,Finished,109340,213845,317843,421778,525801,629203,732668,836551,940142,1043338,1146655,1250025,1353369,1456631,1561569,1684991,1787770,1891227,1994706,2097888,2201283.0,2304664.0,2407879.0,2510992.0,2614181.0,2716909.0,2819996.0,2923310.0,3026515.0,3129697.0,3232719.0,3335579.0,3438803.0,3541970.0,3644752.0,3748133.0,3851146.0,3954153.0,4057187.0,4160006.0,4262579.0,4365116.0,4467661.0,4570406.0,4672982.0,4775868.0,4878306.0,4981098.0,5083476.0,5185923.0,5288373.0,5390996.0,5493334.0,5595872.0,5699448.0
12,988,830,max_verstappen,9,5,1,Finished,110038,214802,318821,422747,526721,630258,734228,838042,941658,1044960,1148211,1251751,1354987,1459916,1583154,1686413,1789878,1893305,1996590,2099420,2202902.0,2306382.0,2409233.0,2512324.0,2615497.0,2718410.0,2821568.0,2924546.0,3027723.0,3130986.0,3233999.0,3336793.0,3440053.0,3543109.0,3646096.0,3749107.0,3852373.0,3955625.0,4058281.0,4162607.0,4265837.0,4367970.0,4469998.0,4572524.0,4674836.0,4777385.0,4879860.0,4982389.0,5084990.0,5187447.0,5290196.0,5392654.0,5495028.0,5597509.0,5700331.0
6,988,807,hulkenberg,4,6,1,Finished,111156,216268,320870,425380,530149,634662,739037,843306,947320,1051417,1155394,1259501,1363423,1467564,1571685,1675630,1781337,1913547,2018472,2123086,2226876.0,2331049.0,2434873.0,2538500.0,2642269.0,2746050.0,2849789.0,2953202.0,3056886.0,3160729.0,3264535.0,3368372.0,3472353.0,3576094.0,3679827.0,3783667.0,3887011.0,3990107.0,4093346.0,4196599.0,4299411.0,4401992.0,4504722.0,4607384.0,4710235.0,4813241.0,4915981.0,5018729.0,5121542.0,5224523.0,5327520.0,5430562.0,5532938.0,5635865.0,5739775.0
7,988,815,perez,10,7,1,Finished,112161,218169,323637,428459,533189,637874,742203,846575,951238,1055914,1160713,1265230,1369850,1474616,1579546,1686158,1810055,1914443,2019622,2125664,2230771.0,2335350.0,2439492.0,2543659.0,2647478.0,2751332.0,2855226.0,2959474.0,3063748.0,3167759.0,3272111.0,3376013.0,3480279.0,3583933.0,3687125.0,3790270.0,3893443.0,3996633.0,4099763.0,4202684.0,4305632.0,4408801.0,4511999.0,4614971.0,4717760.0,4820582.0,4923350.0,5026217.0,5129038.0,5231826.0,5334759.0,5437448.0,5540205.0,5642920.0,5746124.0
16,988,839,ocon,10,8,1,Finished,112913,219358,324904,429921,534941,639741,744552,849313,954005,1058684,1163474,1268410,1373121,1477694,1582384,1688365,1793206,1898018,2002528,2107118,2211724.0,2316663.0,2420896.0,2525329.0,2629766.0,2734067.0,2838777.0,2943103.0,3047640.0,3152332.0,3259049.0,3383303.0,3486813.0,3589436.0,3692358.0,3795410.0,3898747.0,4001891.0,4104955.0,4208075.0,4310871.0,4413635.0,4516557.0,4619315.0,4722113.0,4824856.0,4927465.0,5030098.0,5132842.0,5235575.0,5338440.0,5441073.0,5544049.0,5647167.0,5752973.0
3,988,13,massa,3,10,11,+1 Lap,113450,220422,326010,431571,537166,642586,747692,852839,958058,1063373,1168538,1273669,1378748,1484010,1589529,1694818,1800179,1905311,2010339,2115405,2220383.0,2327036.0,2452874.0,2557274.0,2661795.0,2766162.0,2870428.0,2974418.0,3078361.0,3182199.0,3286213.0,3390438.0,3494658.0,3598663.0,3702521.0,3806163.0,3909812.0,4013347.0,4116792.0,4220042.0,4323096.0,4426481.0,4529938.0,4633204.0,4736230.0,4843192.0,4946629.0,5049733.0,5153282.0,5256389.0,5359568.0,5462642.0,5566109.0,5669157.0,
1,988,4,alonso,1,9,11,+1 Lap,113969,221117,327012,432588,538092,643690,749326,854523,959716,1064700,1169643,1274507,1379568,1484885,1590214,1695688,1800956,1906134,2011116,2116153,2223060.0,2346919.0,2450832.0,2555211.0,2659535.0,2763393.0,2867105.0,2971238.0,3075154.0,3178750.0,3282270.0,3386507.0,3490714.0,3594693.0,3698425.0,3802134.0,3905717.0,4009743.0,4112848.0,4216186.0,4319928.0,4423393.0,4526273.0,4628610.0,4730813.0,4835315.0,4939267.0,5045766.0,5149996.0,5253555.0,5356109.0,5459732.0,5564085.0,5665754.0,
13,988,832,sainz,4,19,36,Wheel,114443,221735,327705,433318,538957,644464,750069,855529,960980,1066068,1171081,1276010,1381135,1486222,1591182,1696494,1801702,1907007,2011866,2116993,2221842.0,2326350.0,2430247.0,2533801.0,2637444.0,2740822.0,2844265.0,2947686.0,3051306.0,3154871.0,3260683.0,,,,,,,,,,,,,,,,,,,,,,,,
17,988,840,stroll,3,18,11,+1 Lap,115043,222606,328989,434702,540533,647333,753633,859718,966597,1072189,1181706,1307172,1412696,1518097,1623388,1729397,1835132,1940512,2046259,2152208,2258083.0,2363859.0,2469435.0,2574828.0,2680490.0,2786043.0,2892509.0,2998505.0,3105106.0,3229269.0,3332950.0,3437249.0,3546113.0,3655509.0,3762772.0,3889356.0,3992433.0,4095814.0,4198721.0,4301888.0,4404879.0,4507813.0,4610822.0,4713996.0,4817027.0,4920660.0,5023911.0,5127075.0,5230112.0,5332569.0,5434954.0,5537278.0,5641377.0,5744704.0,
