,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ralf_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
2,barrichello,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,raikkonen,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,6,5,5,5,5,5,5,5,12,14,14,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0
4,montoya,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
5,trulli,6,6,6,6,6,6,6,6,6,6,6,7,8,8,9,17,19,19,19,19,18,17,16,15,14,13,12,12,11,11,11,11,11,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,coulthard,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
7,fisichella,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,9,9,9,9,9,8,8,8,8,7,7,6,6,13,13,13,13,13,12,12,12,11,11,11,10,10,10,8,8,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0
8,panis,9,9,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,8,9,8,8,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,button,10,10,10,12,12,14,17,17,19,19,18,18,18,19,19,19,18,18,18,18,19,19,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,massa,11,11,11,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,17,16,14,13,10,10,9,9,8,8,8,8,9,9,9,9,8,8,8,7,7,8,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11,heidfeld,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,15,14,12,11,10,10,9,9,9,9,8,8,8,8,7,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
