,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
11,135,30,michael_schumacher,6,1,1,Finished,82753,161637,239727,317920,395799,474013,552211,630509,709088,787408,866400,944616,1022669,1100915,1178950,1256515,1333980,1411500,1489391.0,1567024.0,1644550.0,1722459.0,1800374.0,1878410.0,1956088.0,2034395.0,2115599.0,2212979.0,2289980.0,2367776.0,2445535.0,2523253.0,2600699.0,2678115.0,2755579.0,2833484.0,2910752.0,2989319.0,3066787.0,3143493.0,3220879.0,3297681.0,3374330.0,3450792.0,3527287.0,3603988.0,3683856.0,3782422.0,3859864.0,3937600.0,4015777.0,4093779.0,4171312.0,4248643.0,4326580.0,4404374.0,4481822.0,4559099.0,4636713.0,4714054.0,4791339.0,4868709.0,4946711.0,5025533.0,5106468.0,5187111.0,5272078.0
10,135,23,ralf_schumacher,3,3,1,Finished,84374,164192,242605,321343,399863,478583,557136,635773,714061,792576,870633,948656,1026827,1104958,1182658,1260104,1337388,1414820,1493127.0,1571355.0,1649947.0,1727370.0,1804250.0,1881471.0,1959196.0,2036839.0,2114995.0,2191637.0,2274520.0,2372532.0,2449525.0,2527031.0,2604374.0,2681440.0,2759196.0,2836995.0,2914752.0,2994600.0,3072334.0,3150589.0,3228351.0,3305806.0,3382778.0,3459745.0,3536338.0,3613595.0,3690108.0,3770572.0,3869651.0,3947376.0,4025240.0,4102949.0,4180713.0,4258646.0,4336399.0,4413659.0,4491784.0,4569318.0,4646408.0,4723399.0,4800022.0,4877317.0,4956690.0,5055205.0,5132209.0,5209025.0,5286544.0
9,135,22,barrichello,6,4,1,Finished,84874,164835,243623,322497,401042,479675,558089,636883,715358,793798,871910,949969,1028069,1105952,1183906,1261473,1338798,1416287,1493890.0,1571792.0,1650460.0,1728284.0,1805521.0,1882608.0,1959948.0,2041095.0,2139172.0,2216739.0,2294818.0,2373618.0,2451841.0,2529904.0,2607757.0,2685598.0,2763161.0,2840826.0,2918692.0,2996843.0,3074360.0,3152019.0,3230217.0,3307686.0,3385115.0,3462414.0,3539259.0,3620298.0,3731763.0,3809335.0,3887169.0,3965871.0,4043983.0,4121886.0,4199629.0,4277800.0,4356013.0,4433724.0,4511338.0,4589359.0,4666557.0,4745644.0,4824663.0,4902957.0,4981246.0,5058712.0,5136587.0,5215376.0,5295273.0
1,135,8,raikkonen,1,11,20,Spun off,86007,165453,244915,324303,403547,483452,563500,642950,722737,803274,886023,966554,1046572,1126226,1205998,1285337,1364590,1443778,1522579.0,1601118.0,1679564.0,1758020.0,1836042.0,1913937.0,1991859.0,2073622.0,2174257.0,2253187.0,2331968.0,2411033.0,2489779.0,2568932.0,2647870.0,2726912.0,2806138.0,2885610.0,3016518.0,3128871.0,3207559.0,3286675.0,3365886.0,3444895.0,3524207.0,3603264.0,3683291.0,3762356.0,3841163.0,3919888.0,3998687.0,4080720.0,4159746.0,4238921.0,4317492.0,4396202.0,4474497.0,4552641.0,4630808.0,4709042.0,4787112.0,,,,,,,,
12,135,31,montoya,3,2,1,Finished,86825,166179,245480,324673,404638,484277,563988,643641,723169,803742,885063,963660,1041972,1119877,1197718,1275492,1353519,1431131,1508545.0,1585951.0,1663313.0,1740877.0,1818551.0,1895583.0,1975175.0,2052924.0,2130375.0,2208083.0,2285329.0,2366445.0,2463738.0,2540570.0,2617263.0,2694629.0,2772944.0,2850807.0,2928242.0,3006553.0,3084459.0,3162212.0,3239804.0,3317518.0,3395193.0,3472704.0,3550451.0,3628041.0,3705728.0,3783631.0,3862800.0,3961408.0,4038409.0,4116100.0,4193505.0,4270877.0,4348721.0,4426284.0,4504057.0,4581711.0,4659207.0,4737215.0,4815325.0,4893210.0,4970895.0,5048955.0,5126429.0,5204095.0,5282581.0
5,135,15,trulli,4,15,20,Spun off,87819,167751,248219,328519,408620,488696,569102,649895,730850,812041,893388,975483,1057809,1139200,1221124,1311319,1410306,1491721,1571042.0,1652647.0,1732051.0,1811057.0,1890122.0,1968916.0,2049241.0,2129038.0,2210137.0,2288658.0,2369036.0,2447611.0,2526369.0,2606065.0,2688191.0,2776846.0,2855126.0,2933477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,135,14,coulthard,1,5,11,+1 Lap,88635,168651,248711,328954,409119,489342,569528,650247,731172,812411,893677,973987,1053587,1133445,1213242,1292617,1372220,1451560,1530620.0,1609616.0,1688859.0,1767742.0,1846666.0,1925266.0,2003874.0,2085010.0,2163635.0,2242094.0,2324309.0,2422112.0,2500132.0,2578574.0,2656978.0,2735291.0,2813498.0,2892167.0,2970328.0,3048718.0,3126741.0,3204379.0,3282544.0,3360219.0,3437749.0,3515296.0,3593451.0,3671145.0,3749440.0,3827229.0,3908509.0,4007798.0,4086028.0,4164452.0,4242757.0,4320927.0,4399488.0,4477582.0,4556037.0,4634158.0,4712445.0,4792841.0,4871326.0,4949751.0,5027959.0,5107481.0,5188203.0,5272771.0,
8,135,21,fisichella,17,10,5,Engine,89308,169667,249871,329952,410150,490936,571172,651349,731833,812990,894286,977297,1058862,1140152,1221628,1301582,1380770,1460343,1540218.0,1619257.0,1698102.0,1777349.0,1855919.0,1934692.0,2013208.0,2092044.0,2170566.0,2253135.0,2375994.0,2455138.0,2534840.0,2614235.0,2693981.0,2774405.0,2853543.0,2932696.0,3012444.0,3091399.0,3170071.0,3249098.0,3327889.0,3406915.0,3485543.0,3563596.0,3645501.0,3748086.0,3829150.0,3908504.0,3987727.0,4067146.0,4146767.0,4226230.0,4306399.0,4385660.0,4464946.0,4544460.0,4623663.0,4702915.0,4782910.0,,,,,,,,
14,135,44,panis,16,14,5,Engine,89778,170347,250740,330581,410984,491972,572414,652431,732788,813499,894643,975978,1056051,1135508,1215522,1295004,1375036,1454406,1533776.0,1613123.0,1692033.0,1770708.0,1849999.0,1928819.0,2014022.0,2115965.0,2194370.0,2273406.0,2352525.0,2432493.0,2511966.0,2591072.0,2670368.0,2750177.0,2829534.0,2908872.0,2988935.0,3069159.0,3148278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,135,18,button,4,17,5,Engine,90135,170909,251562,333726,414725,498257,584212,666088,750075,833276,915949,997576,1079181,1161199,1242161,1323296,1403749,1484721,1569329.0,1651336.0,1732951.0,1813714.0,1893409.0,1973641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,135,13,massa,15,7,11,+1 Lap,90470,171512,251614,331279,411484,492479,572850,653000,733685,814039,895122,977098,1058074,1139575,1219560,1298407,1377468,1456591,1535486.0,1618528.0,1719960.0,1798644.0,1877652.0,1957625.0,2038233.0,2118114.0,2197335.0,2277173.0,2356549.0,2436019.0,2515264.0,2594472.0,2675058.0,2754187.0,2834159.0,2913028.0,2992354.0,3070982.0,3151214.0,3230881.0,3309597.0,3392547.0,3492527.0,3571089.0,3649927.0,3729061.0,3808423.0,3889333.0,3969094.0,4048410.0,4127871.0,4207196.0,4286859.0,4366305.0,4445344.0,4524520.0,4603804.0,4682616.0,4761567.0,4840183.0,4919521.0,4998729.0,5077921.0,5156688.0,5235781.0,5315532.0,
