,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3,57.0,4.0,alonso,2.0,1.0,Finished,100144.0,212222.0,366155.0,460881.0,554898.0,648391.0,741730.0,834940.0,928234.0,1021779.0,1115648.0,1209053.0,1302649.0,1396125.0,1489394.0,1582798.0,1678699.0,1792021.0,1885724.0,1980097.0,2074233.0,2168269.0,2262232.0,2356085.0,2449807.0,2543426.0,2636988.0,2731175.0,2825562.0,2919478.0,3013227.0,3107761.0,3201544.0,3294741.0,3387612.0,3480334.0,3572866.0,3667599.0,3782712.0,3876419.0,3970070.0,4064532.0,4159115.0,4253787.0,4348170.0,4442448.0,4536290.0,4630202.0,4724779.0,4819319.0,4913791.0,5007641.0,5101825.0,5196080.0,5290266.0,5385056.0,5479329.0,5573838.0,5668057.0,5762516.0
16,57.0,30.0,michael_schumacher,1.0,1.0,Finished,100737.0,213460.0,366777.0,461615.0,555518.0,649110.0,742759.0,836058.0,929124.0,1022714.0,1116422.0,1209923.0,1303644.0,1397346.0,1490680.0,1583474.0,1676788.0,1772462.0,1886627.0,1980769.0,2074930.0,2168926.0,2263099.0,2358194.0,2452057.0,2545492.0,2638930.0,2732420.0,2827044.0,2920711.0,3014222.0,3108419.0,3202389.0,3295730.0,3389089.0,3481633.0,3574156.0,3666576.0,3758675.0,3850842.0,3945718.0,4058662.0,4152177.0,4246265.0,4340407.0,4434852.0,4529146.0,4623075.0,4716689.0,4810490.0,4904629.0,4998963.0,5093669.0,5188294.0,5282877.0,5377873.0,5472574.0,5567353.0,5661775.0,5758765.0
6,57.0,13.0,massa,3.0,1.0,Finished,101664.0,214390.0,367355.0,462376.0,556557.0,650265.0,743784.0,837741.0,931006.0,1024592.0,1118281.0,1211790.0,1305503.0,1399270.0,1493060.0,1586605.0,1682707.0,1799243.0,1892342.0,1986089.0,2079720.0,2173316.0,2266938.0,2360932.0,2454854.0,2548577.0,2642400.0,2736168.0,2830110.0,2925156.0,3018964.0,3112863.0,3206719.0,3300135.0,3393434.0,3486550.0,3579912.0,3673035.0,3766441.0,3862216.0,3977326.0,4070951.0,4164943.0,4258881.0,4353049.0,4446925.0,4540889.0,4634784.0,4728717.0,4822450.0,4916663.0,5010498.0,5104719.0,5198601.0,5292426.0,5386910.0,5480528.0,5574896.0,5668879.0,5763212.0
10,57.0,18.0,button,18.0,5.0,Engine,103101.0,215210.0,368510.0,465531.0,560726.0,655281.0,749963.0,844241.0,938283.0,1032412.0,1127330.0,1222033.0,1316977.0,1411858.0,1506890.0,1601552.0,1695865.0,1790267.0,1884736.0,1979182.0,2075533.0,2192789.0,2288576.0,2383812.0,2478875.0,2574317.0,2669064.0,2763526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,57.0,8.0,raikkonen,4.0,1.0,Finished,103539.0,216375.0,369018.0,464803.0,558912.0,652713.0,746738.0,840540.0,934194.0,1028143.0,1122260.0,1216391.0,1310216.0,1404756.0,1498847.0,1593351.0,1687304.0,1781112.0,1874812.0,1968302.0,2061628.0,2154652.0,2251106.0,2365777.0,2459145.0,2552892.0,2646844.0,2741222.0,2835353.0,2930109.0,3025224.0,3119770.0,3213857.0,3307803.0,3401502.0,3495283.0,3588552.0,3681874.0,3775361.0,3868913.0,3962005.0,4054923.0,4147395.0,4242367.0,4356316.0,4450110.0,4543910.0,4637531.0,4731242.0,4825064.0,4918833.0,5012525.0,5106745.0,5200435.0,5293810.0,5388027.0,5481273.0,5575482.0,5669411.0,5763644.0
8,57.0,15.0,trulli,9.0,11.0,+1 Lap,104208.0,219081.0,369684.0,466177.0,561679.0,656809.0,751650.0,846399.0,941121.0,1036084.0,1131137.0,1226294.0,1321539.0,1417161.0,1512724.0,1607990.0,1703244.0,1800379.0,1896363.0,1992218.0,2087446.0,2182788.0,2278044.0,2374944.0,2474504.0,2590231.0,2686343.0,2782573.0,2879118.0,2975382.0,3071553.0,3167150.0,3262510.0,3359078.0,3453901.0,3548499.0,3643876.0,3738919.0,3834053.0,3929017.0,4024049.0,4119359.0,4217246.0,4333030.0,4428371.0,4523807.0,4619267.0,4714786.0,4811533.0,4907618.0,5002674.0,5097959.0,5192668.0,5287113.0,5381431.0,5475972.0,5570565.0,5664518.0,5760978.0,
12,57.0,22.0,barrichello,5.0,1.0,Finished,105334.0,219863.0,370667.0,467948.0,564439.0,659669.0,754938.0,849793.0,945061.0,1039405.0,1133955.0,1228952.0,1323701.0,1419472.0,1514855.0,1609864.0,1704774.0,1800633.0,1896702.0,1994879.0,2110939.0,2205191.0,2299699.0,2394391.0,2489291.0,2584560.0,2679143.0,2774208.0,2870260.0,2965120.0,3059928.0,3154777.0,3249702.0,3344738.0,3438977.0,3533225.0,3627679.0,3722503.0,3817696.0,3913061.0,4008069.0,4103261.0,4198316.0,4295165.0,4409518.0,4504621.0,4599783.0,4694573.0,4789667.0,4884539.0,4979406.0,5074334.0,5170086.0,5265277.0,5359895.0,5454251.0,5549130.0,5643339.0,5737291.0,5831351.0
20,57.0,35.0,villeneuve,8.0,1.0,Finished,105994.0,220964.0,371412.0,469070.0,565181.0,660904.0,756364.0,851551.0,946824.0,1042484.0,1137587.0,1232628.0,1327649.0,1423176.0,1518214.0,1612653.0,1707246.0,1802095.0,1897518.0,1993192.0,2090575.0,2206634.0,2301949.0,2397433.0,2492374.0,2587407.0,2682757.0,2780195.0,2876648.0,2972223.0,3068098.0,3163295.0,3258156.0,3352888.0,3447598.0,3542279.0,3636409.0,3730446.0,3825285.0,3920011.0,4014498.0,4108679.0,4202983.0,4300594.0,4416094.0,4511253.0,4605968.0,4700540.0,4795164.0,4890475.0,4985691.0,5081176.0,5176385.0,5271972.0,5367976.0,5463728.0,5559394.0,5654678.0,5750827.0,5848129.0
1,57.0,2.0,heidfeld,10.0,11.0,+1 Lap,106563.0,223277.0,371894.0,469750.0,565896.0,662261.0,757904.0,853639.0,949093.0,1044600.0,1139743.0,1234911.0,1330257.0,1426214.0,1522006.0,1617093.0,1712528.0,1807611.0,1902701.0,1997686.0,2092475.0,2190111.0,2306657.0,2402283.0,2498071.0,2593764.0,2689823.0,2786905.0,2883375.0,2979400.0,3075101.0,3171284.0,3266848.0,3362171.0,3457057.0,3552075.0,3647271.0,3743474.0,3838820.0,3934505.0,4029872.0,4125159.0,4220107.0,4315031.0,4413711.0,4527777.0,4621812.0,4718204.0,4813935.0,4909348.0,5004422.0,5099608.0,5194630.0,5289613.0,5387714.0,5484414.0,5579274.0,5673803.0,5768187.0,
11,57.0,21.0,fisichella,6.0,1.0,Finished,106816.0,224341.0,372347.0,470408.0,567554.0,663451.0,759298.0,855070.0,950527.0,1046024.0,1141628.0,1236887.0,1332320.0,1427904.0,1523140.0,1618389.0,1713760.0,1809133.0,1904177.0,1999192.0,2094676.0,2189428.0,2283938.0,2378362.0,2472995.0,2569403.0,2683308.0,2780373.0,2877108.0,2972667.0,3068555.0,3163773.0,3258740.0,3353454.0,3448268.0,3542892.0,3637126.0,3731419.0,3826036.0,3920794.0,4015112.0,4109425.0,4203657.0,4300898.0,4413201.0,4506165.0,4600934.0,4695622.0,4790653.0,4885682.0,4980664.0,5075708.0,5171087.0,5265824.0,5360734.0,5454935.0,5549643.0,5644166.0,5738236.0,5832881.0
17,57.0,31.0,montoya,15.0,5.0,Engine,107075.0,225940.0,372911.0,470546.0,566304.0,662580.0,758522.0,854046.0,949447.0,1044998.0,1140154.0,1235492.0,1330682.0,1426667.0,1522342.0,1617545.0,1712882.0,1808023.0,1903142.0,1998153.0,2092871.0,2187776.0,2281968.0,2376175.0,2471336.0,2565260.0,2661748.0,2780642.0,2877709.0,2973196.0,3069098.0,3164557.0,3259629.0,3354480.0,3449085.0,3543836.0,3638130.0,3733041.0,3827772.0,3922463.0,4016845.0,4111099.0,4205501.0,4299697.0,4394230.0,4488818.0,4582389.0,4678452.0,4793197.0,4888037.0,4982372.0,5076992.0,,,,,,,,
9,57.0,17.0,webber,20.0,9.0,Hydraulics,107626.0,226243.0,373476.0,471187.0,568281.0,664382.0,760225.0,856150.0,951769.0,1047433.0,1142848.0,1238594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,57.0,32.0,klien,19.0,6.0,Gearbox,108546.0,227253.0,373728.0,471543.0,568956.0,664930.0,760885.0,856779.0,952331.0,1048031.0,1143415.0,1239228.0,1334531.0,1429620.0,1524586.0,1619139.0,1714398.0,1810122.0,1904948.0,1999917.0,2097866.0,2211916.0,2306988.0,2402570.0,2498426.0,2594192.0,2690181.0,2787318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,57.0,11.0,sato,16.0,9.0,Hydraulics,109158.0,229197.0,375034.0,476170.0,575244.0,675496.0,774334.0,872987.0,971798.0,1070272.0,1168972.0,1268722.0,1367200.0,1465806.0,1564173.0,1662149.0,1760417.0,1858374.0,1956020.0,2053320.0,2150339.0,2247445.0,2344519.0,2444292.0,2562359.0,2659065.0,2756674.0,2854529.0,2952497.0,3050740.0,3150424.0,3248157.0,3348081.0,3445998.0,3547341.0,3645995.0,3745666.0,3842700.0,3939874.0,4036940.0,4136515.0,4257597.0,4358196.0,4456189.0,4557890.0,,,,,,,,,,,,,,,
13,57.0,23.0,ralf_schumacher,14.0,5.0,Engine,109502.0,228187.0,374367.0,472416.0,569493.0,665590.0,761581.0,857597.0,953280.0,1048699.0,1144285.0,1240008.0,1335560.0,1430580.0,1525608.0,1620308.0,1715237.0,1810765.0,1905906.0,2000747.0,2096053.0,2190477.0,2285052.0,2379463.0,2474492.0,2568495.0,2662102.0,2759102.0,2872911.0,2967991.0,3062260.0,3157280.0,3251879.0,3346658.0,3440787.0,3534466.0,3628445.0,3723224.0,3818346.0,3913734.0,4008689.0,4103860.0,4198958.0,4295952.0,4410241.0,4505315.0,4600453.0,4695249.0,4790278.0,4885149.0,4980116.0,5075119.0,,,,,,,,
14,57.0,26.0,speed,11.0,11.0,+1 Lap,109895.0,229758.0,375679.0,474557.0,571724.0,668241.0,764410.0,860667.0,956753.0,1052615.0,1148101.0,1243934.0,1339700.0,1435507.0,1531064.0,1626325.0,1721345.0,1816240.0,1911011.0,2005739.0,2100668.0,2195735.0,2292760.0,2409218.0,2503681.0,2598606.0,2693923.0,2789413.0,2885926.0,2981482.0,3077011.0,3172337.0,3267729.0,3362916.0,3458141.0,3552920.0,3647847.0,3744032.0,3839314.0,3934977.0,4030463.0,4125570.0,4222943.0,4339468.0,4436725.0,4532480.0,4627582.0,4722376.0,4817061.0,4912961.0,5011465.0,5108513.0,5203146.0,5297858.0,5392308.0,5486803.0,5580894.0,5675030.0,5769384.0,
19,57.0,33.0,monteiro,12.0,11.0,+1 Lap,110218.0,230198.0,376346.0,476575.0,575494.0,672912.0,769815.0,866815.0,963897.0,1060893.0,1158104.0,1255110.0,1352002.0,1448547.0,1545493.0,1642094.0,1738845.0,1835689.0,1931917.0,2028183.0,2124955.0,2221317.0,2317966.0,2417696.0,2536119.0,2632187.0,2728962.0,2826725.0,2926075.0,3023079.0,3120699.0,3217697.0,3313919.0,3409843.0,3505419.0,3601048.0,3696603.0,3792634.0,3888437.0,3983995.0,4079499.0,4177727.0,4296728.0,4393380.0,4492205.0,4589091.0,4685662.0,4782016.0,4878199.0,4975028.0,5071906.0,5168544.0,5267466.0,5364415.0,5460655.0,5556586.0,5652950.0,5749380.0,5846121.0,
15,57.0,27.0,albers,13.0,11.0,+1 Lap,110614.0,231362.0,376663.0,477023.0,575988.0,675917.0,774910.0,873414.0,972290.0,1070759.0,1169316.0,1266303.0,1362833.0,1459250.0,1555261.0,1651457.0,1747263.0,1842984.0,1938570.0,2034956.0,2130680.0,2228630.0,2346510.0,2442340.0,2538054.0,2633925.0,2730445.0,2829271.0,2927727.0,3026878.0,3123635.0,3219864.0,3315973.0,3411992.0,3507420.0,3603314.0,3699026.0,3794690.0,3890482.0,3986044.0,4083822.0,4200231.0,4297179.0,4394477.0,4492664.0,4589628.0,4686323.0,4783082.0,4879537.0,4976324.0,5073132.0,5174553.0,5270747.0,5366657.0,5462664.0,5560418.0,5656643.0,5752334.0,5848526.0,
2,57.0,3.0,rosberg,7.0,1.0,Finished,111337.0,231684.0,376881.0,475356.0,572253.0,668824.0,765229.0,861862.0,958041.0,1054128.0,1149849.0,1245792.0,1341512.0,1437520.0,1533250.0,1628553.0,1723716.0,1818634.0,1913293.0,2008217.0,2102843.0,2198194.0,2293188.0,2387812.0,2482536.0,2576835.0,2672366.0,2767204.0,2861817.0,2956098.0,3051553.0,3146328.0,3243317.0,3356575.0,3450353.0,3545288.0,3639370.0,3734091.0,3828910.0,3923542.0,4018217.0,4112447.0,4207035.0,4301112.0,4395295.0,4490716.0,4584500.0,4678079.0,4773822.0,4885992.0,4981046.0,5076737.0,5171600.0,5266745.0,5361135.0,5455773.0,5550306.0,5644802.0,5738963.0,5833330.0
21,57.0,36.0,montagny,17.0,9.0,Hydraulics,111958.0,232127.0,377753.0,477880.0,576964.0,676532.0,775751.0,874916.0,973909.0,1073027.0,1171563.0,1270302.0,1368576.0,1467461.0,1565955.0,1664021.0,1762142.0,1860183.0,1957883.0,2055441.0,2152655.0,2254793.0,2374469.0,2475715.0,2573974.0,2673746.0,2772499.0,2871659.0,2971163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57.0,14.0,coulthard,21.0,3.0,Accident,117175.0,261675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
