,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
12,1061,844,leclerc,6,2,1,Finished,122700,281745,2508828,2668962,2761767,2854677,2947680,3040785,3133755,3226987,3319828,3412767,3505736,3598480,3691762,3784385,3876860,3969156,4061141,4153269,4245243,4337466,4429725,4522021,4614069,4706062,4798144,4890102,4981949,5093669,5185221,5276762,5368478,5460456,5551904,5643288,5734788,5826330,5917929,6009354,6100893.0,6192164.0,6283081.0,6373927.0,6464496.0,6555220.0,6646448.0,6737739.0,6828888.0,6921844.0,7014298.0,7107155.0
0,1061,1,hamilton,131,1,1,Finished,125599,283741,2512896,2670162,2763211,2856324,2949062,3041990,3135003,3228461,3321411,3414354,3507512,3600261,3692974,3785447,3877738,3970286,4062883,4154959,4247256,4339445,4431756,4524442,4616557,4708411,4801263,4924655,5015417,5106530,5197787,5290275,5382313,5473532,5564349,5655374,5746181,5836775,5927634,6018077,6108545.0,6198705.0,6288963.0,6378764.0,6468463.0,6558164.0,6648684.0,6739187.0,6829712.0,6920612.0,7011649.0,7103284.0
6,1061,822,bottas,131,3,1,Finished,126173,285814,2515108,2672022,2765749,2859326,2952869,3046440,3139536,3232848,3326245,3419668,3513048,3606388,3699082,3791497,3883951,3976494,4069133,4161542,4254030,4345899,4458383,4550371,4641786,4733306,4825110,4916761,5008921,5101401,5194084,5286275,5377995,5469794,5561046,5652481,5743575,5834641,5925787,6019065,6110510.0,6201594.0,6292755.0,6383443.0,6473967.0,6564608.0,6655480.0,6746661.0,6838134.0,6930287.0,7021985.0,7114409.0
13,1061,846,norris,1,4,1,Finished,128698,287329,2518927,2671366,2764684,2858112,2951668,3045070,3138443,3231454,3324740,3418035,3511228,3604393,3697220,3789998,3882584,3975104,4067690,4159983,4251401,4366434,4459943,4552773,4645047,4737087,4829134,4921230,5013447,5105520,5199188,5292362,5384772,5476911,5568851,5660796,5752644,5844467,5936528,6028152,6119952.0,6211524.0,6303286.0,6394706.0,6486372.0,6578208.0,6670108.0,6761858.0,6854726.0,6947405.0,7039613.0,7131857.0
5,1061,817,ricciardo,1,5,1,Finished,129397,290439,2522162,2673101,2767243,2861266,2955086,3048976,3142686,3236324,3330166,3423983,3517939,3611842,3705599,3799096,3892699,3986326,4079715,4171879,4285205,4377916,4470128,4562798,4655435,4748004,4840927,4934361,5027530,5120485,5212905,5305474,5397945,5490502,5582765,5675335,5767930,5860678,5953125,6045276,6137209.0,6229088.0,6320872.0,6412697.0,6504417.0,6596120.0,6688066.0,6779885.0,6871659.0,6963301.0,7054585.0,7145908.0
3,1061,20,vettel,117,19,31,Retired,130610,294007,2524595,2687573,2782845,2877447,2972717,3067703,3162073,3256510,3351058,3445563,3540295,3634646,3729261,3823946,3918114,4011951,4125188,4218630,4312066,4405269,4498594,4592343,4685773,4779227,4872385,4965792,5059501,5153214,5246804,5340306,5433390,5526899,5619958,5713503,5807064,5900128,5993849,6095184,,,,,,,,,,,,
1,1061,4,alonso,214,7,1,Finished,132307,295867,2529333,2673926,2769552,2864048,2959041,3053930,3148631,3242842,3337272,3431849,3525718,3619395,3712948,3806382,3899643,3993039,4086219,4179316,4272266,4365445,4460599,4554089,4667619,4760696,4853597,4947218,5040806,5134308,5227925,5321292,5414562,5507918,5601071,5694279,5787588,5880658,5973824,6066587,6159354.0,6252062.0,6344505.0,6436730.0,6528970.0,6621446.0,6713493.0,6805191.0,6897552.0,6989746.0,7082556.0,7175377.0
7,1061,832,sainz,6,6,1,Finished,133629,298842,2532006,2674432,2768214,2862240,2956047,3049984,3143899,3237900,3331786,3425648,3519783,3613581,3707179,3800816,3894018,3987210,4080554,4173284,4265741,4358107,4450171,4542425,4634310,4726129,4818389,4910205,5031004,5122310,5214016,5306321,5398656,5491396,5583654,5676355,5769041,5861395,5953964,6046217,6138033.0,6229901.0,6321830.0,6413567.0,6505312.0,6596904.0,6688831.0,6780687.0,6872471.0,6964213.0,7055436.0,7146738.0
2,1061,8,raikkonen,51,15,11,+1 Lap,136273,301432,2536757,2675941,2772339,2867268,2962519,3057522,3152510,3247276,3341830,3436675,3531463,3626144,3720408,3814681,3908823,4002585,4115523,4209680,4303469,4397412,4491351,4585258,4678662,4772271,4865831,4959077,5052455,5145998,5239274,5332331,5425763,5519271,5612652,5705955,5799425,5892756,5985992,6079244,6172175.0,6265305.0,6358317.0,6450848.0,6543193.0,6645462.0,6742017.0,6833912.0,6926187.0,7018199.0,7110736.0,
8,1061,839,ocon,214,9,1,Finished,136727,302760,2539699,2676303,2771433,2866265,2961247,3056319,3151081,3245629,3340268,3434861,3529642,3624031,3718121,3812273,3906248,4000285,4093757,4207214,4300160,4394239,4487425,4580648,4673587,4766371,4859253,4952093,5046443,5140100,5233352,5326466,5419488,5512252,5605215,5698381,5791432,5884287,5977132,6069629,6162251.0,6254839.0,6347331.0,6439853.0,6532089.0,6624701.0,6717101.0,6809311.0,6901660.0,6993904.0,7086642.0,7179446.0
9,1061,840,stroll,117,8,1,Finished,137724,304527,2542665,2675205,2770368,2865032,2960018,3054939,3149564,3243902,3338240,3432713,3526940,3621131,3715067,3808846,3902177,3995630,4089182,4182519,4275804,4369621,4462576,4575143,4668724,4761830,4854773,4948178,5041863,5135475,5228933,5322279,5415557,5508772,5602019,5695263,5788658,5881661,5974821,6067642,6160297.0,6253104.0,6345533.0,6437772.0,6530102.0,6622593.0,6715051.0,6807043.0,6899273.0,6991720.0,7084322.0,7177573.0
11,1061,842,gasly,213,11,1,Finished,139081,307425,2548350,2677036,2773591,2867976,2963186,3058344,3153271,3248000,3342537,3437362,3532320,3626908,3721135,3815449,3909584,4003844,4096804,4189736,4282524,4375457,4468382,4561237,4654021,4746785,4839986,4932646,5045648,5138334,5231170,5324336,5417844,5510881,5604006,5697176,5790404,5883311,5975816,6068381,6160925.0,6253677.0,6346091.0,6438493.0,6530602.0,6623605.0,6734023.0,6824763.0,6916856.0,7007851.0,7098345.0,7188611.0
10,1061,841,giovinazzi,51,13,11,+1 Lap,140441,309735,2551002,2676663,2772971,2868847,2964226,3059521,3155612,3250470,3345105,3440022,3534765,3629421,3723992,3818546,3912597,4006928,4100962,4194440,4288205,4381827,4474946,4588198,4681445,4774650,4868081,4961671,5055538,5149264,5242829,5336558,5429848,5523048,5616305,5709800,5803026,5896106,5989241,6082166,6176090.0,6269674.0,6362295.0,6455112.0,6547985.0,6640690.0,6733358.0,6826628.0,6918974.0,7013243.0,7108035.0,
14,1061,847,russell,3,12,11,+1 Lap,142688,314052,2555137,2677689,2774554,2869814,2966283,3061860,3157052,3251775,3346653,3441407,3536759,3631452,3725734,3820119,3914241,4007213,4118879,4212109,4305672,4399388,4493271,4587102,4680397,4773864,4867156,4960412,5054475,5148053,5241908,5335474,5428650,5521815,5615084,5708484,5801786,5894986,5988374,6081474,6175194.0,6268432.0,6361368.0,6453997.0,6546594.0,6639269.0,6731886.0,6824310.0,6916359.0,7009220.0,7103643.0,
16,1061,852,tsunoda,213,10,1,Finished,144225,316560,2557358,2678095,2775784,2871439,2966949,3062558,3157771,3252577,3347513,3442200,3537510,3632149,3726448,3820990,3915273,4009425,4102977,4196102,4289826,4383311,4476769,4569642,4662323,4754901,4847478,4940149,5033723,5126405,5240188,5333130,5426765,5520163,5613418,5706832,5800284,5893597,5987169,6080088,6173150.0,6266221.0,6360170.0,6452529.0,6545196.0,6637515.0,6729768.0,6821327.0,6912536.0,7003422.0,7094248.0,7185349.0
18,1061,854,mick_schumacher,210,18,11,+1 Lap,145570,318520,2559226,2679113,2778142,2875283,2972276,3069807,3166235,3262333,3358474,3455090,3551539,3647613,3743433,3839064,3934921,4030861,4127888,4223518,4319469,4414921,4510308,4604238,4721244,4815625,4910891,5006612,5103080,5200219,5295391,5389803,5483961,5578041,5672013,5765972,5860069,5956702,6051281,6145176,6238712.0,6332193.0,6425190.0,6518482.0,6612136.0,6705903.0,6799274.0,6892365.0,6985544.0,7078406.0,7171393.0,
15,1061,849,latifi,3,14,11,+1 Lap,146229,320621,2563339,2679840,2776947,2872567,2968340,3063888,3159238,3254222,3348928,3444054,3538951,3633818,3728091,3822571,3916958,4011448,4104482,4217096,4310662,4404177,4497674,4591477,4685077,4778246,4871487,4964939,5058719,5152203,5245857,5339431,5432684,5526023,5619169,5712101,5805356,5898350,5991157,6084625,6177412.0,6270516.0,6363281.0,6456263.0,6549466.0,6642608.0,6736179.0,6831380.0,6924423.0,7017141.0,7109618.0,
17,1061,853,mazepin,210,17,11,+1 Lap,148985,322382,2575956,2680459,2779248,2876436,2974364,3071397,3168094,3264502,3360767,3457499,3553896,3650259,3746363,3842515,3938250,4033626,4129637,4225516,4321208,4417030,4512664,4607400,4701071,4816228,4910651,5005055,5099770,5195806,5293670,5388213,5482533,5576610,5670759,5764849,5858915,5955155,6049305,6143252,6236810.0,6330544.0,6423966.0,6517368.0,6610772.0,6704113.0,6797638.0,6890890.0,6983987.0,7076914.0,7169823.0,
