,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
4,180,30,michael_schumacher,6,15,20,Spun off,89610,215765,298742.0,383796.0,514723.0,654215.0,783856.0,866849.0,949477.0,1031712.0,1113780.0,1195877.0,1277844.0,1359596.0,1441174.0,1522932.0,1604635.0,1686469.0,1768012.0,1849869.0,1931431.0,2012790.0,2093710.0,2174788.0,2255569.0,2336395.0,2417189.0,2497898.0,2579412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,180,57,hakkinen,1,1,1,Finished,90363,216606,300211.0,384565.0,516231.0,655259.0,785265.0,868412.0,951058.0,1033502.0,1115693.0,1197996.0,1279948.0,1361896.0,1443902.0,1526102.0,1607942.0,1689655.0,1771245.0,1852725.0,1934177.0,2015449.0,2096792.0,2178024.0,2259255.0,2340333.0,2421463.0,2502510.0,2583697.0,2665709.0,2747522.0,2829812.0,2911051.0,2992479.0,3074266.0,3155514.0,3253977.0,3357056.0,3498463.0,3629116.0,3711357.0,3793073.0,3874744.0,3956371.0,4037999.0,4119648.0,4201272.0,4283270.0,4365258.0,4447300.0,4529764.0,4612459.0,4694852.0,4777763.0,4860739.0,4943414.0,5025254.0,5106925.0,5189530.0,5270986.0,5352316.0,5433500.0,5514548.0,5596153.0,5678511.0,5761705.0,5851035.0,5961338.0,6095728.0
11,180,56,irvine,6,3,1,Finished,91259,217547,302052.0,386385.0,517529.0,656435.0,786189.0,870108.0,953413.0,1036584.0,1119142.0,1201471.0,1283827.0,1366337.0,1448767.0,1531136.0,1613228.0,1695282.0,1777153.0,1858932.0,1940473.0,2022139.0,2103737.0,2185250.0,2266866.0,2348180.0,2429326.0,2510424.0,2591441.0,2672904.0,2754659.0,2836782.0,2918011.0,2999419.0,3080850.0,3162403.0,3275112.0,3362665.0,3501103.0,3631191.0,3723281.0,3808850.0,3892782.0,3975043.0,4059157.0,4143241.0,4227610.0,4310789.0,4393042.0,4476513.0,4559657.0,4643146.0,4726300.0,4807525.0,4889012.0,4970080.0,5051690.0,5133739.0,5214490.0,5295164.0,5375764.0,5456146.0,5536597.0,5617198.0,5697778.0,5780198.0,5867563.0,5962653.0,6097524.0
1,180,21,fisichella,22,2,1,Finished,91988,217981,303482.0,388266.0,519202.0,658021.0,787655.0,872179.0,955860.0,1039264.0,1122167.0,1205107.0,1288449.0,1371277.0,1454123.0,1536935.0,1620071.0,1702921.0,1785423.0,1867534.0,1949634.0,2031730.0,2113986.0,2196076.0,2278108.0,2359991.0,2441882.0,2523601.0,2605886.0,2687813.0,2769645.0,2851420.0,2933182.0,3014713.0,3096263.0,3196444.0,3286309.0,3370503.0,3502362.0,3632161.0,3715834.0,3799728.0,3886999.0,3971074.0,4055381.0,4137508.0,4219823.0,4301724.0,4383650.0,4465607.0,4547563.0,4629625.0,4711634.0,4793877.0,4876072.0,4957616.0,5039233.0,5121020.0,5202667.0,5284201.0,5365743.0,5447267.0,5528892.0,5610466.0,5691811.0,5773266.0,5856554.0,5961899.0,6096509.0
0,180,14,coulthard,1,7,1,Finished,92648,218307,303110.0,386883.0,518603.0,657384.0,786641.0,870663.0,953675.0,1036956.0,1119897.0,1202352.0,1284366.0,1367353.0,1449545.0,1531926.0,1614165.0,1696234.0,1778458.0,1860577.0,1942314.0,2024175.0,2106260.0,2187864.0,2269427.0,2350793.0,2432286.0,2513563.0,2595112.0,2677632.0,2759482.0,2840654.0,2921853.0,3003022.0,3083983.0,3165311.0,3254717.0,3360016.0,3501698.0,3631295.0,3751072.0,3837030.0,3920005.0,4002918.0,4085769.0,4168317.0,4250914.0,4334272.0,4436708.0,4521738.0,4604112.0,4686182.0,4768369.0,4851059.0,4933607.0,5015464.0,5097150.0,5178939.0,5260458.0,5341982.0,5423506.0,5505235.0,5586700.0,5668344.0,5750158.0,5832379.0,5914937.0,5998847.0,6100731.0
10,180,49,frentzen,17,11,23,Brakes,93375,219004,304362.0,389384.0,519937.0,658688.0,788348.0,872880.0,956618.0,1040137.0,1123333.0,1206906.0,1290055.0,1372949.0,1456098.0,1539219.0,1622082.0,1705354.0,1787988.0,1870511.0,1953161.0,2035303.0,2117907.0,2200348.0,2282517.0,2364795.0,2446620.0,2528101.0,2609946.0,2692466.0,2774955.0,2857018.0,2939000.0,3020971.0,3102358.0,3201723.0,3287638.0,3371699.0,3502984.0,3632493.0,3716461.0,3800302.0,3886417.0,3969942.0,4052325.0,4134452.0,4217353.0,4299470.0,4381829.0,4463893.0,4545951.0,4628102.0,4710226.0,4792168.0,4874306.0,4956018.0,5037688.0,5119618.0,5201036.0,5282445.0,5364031.0,5445518.0,5527249.0,5609500.0,5690784.0,,,,
14,180,65,herbert,24,5,1,Finished,93599,219389,304570.0,389856.0,520511.0,659608.0,788492.0,873047.0,957380.0,1040906.0,1124149.0,1207415.0,1290866.0,1374094.0,1457105.0,1539929.0,1623181.0,1706381.0,1789151.0,1871786.0,1954287.0,2036913.0,2119337.0,2219737.0,2304729.0,2388066.0,2470910.0,2553763.0,2636922.0,2720202.0,2803271.0,2886143.0,2969001.0,3051812.0,3134925.0,3243666.0,3334130.0,3420069.0,3507687.0,3635358.0,3720229.0,3805025.0,3888744.0,3973382.0,4058104.0,4142393.0,4226434.0,4309513.0,4392728.0,4476093.0,4559112.0,4642699.0,4726612.0,4810095.0,4892812.0,4975438.0,5058012.0,5140725.0,5222964.0,5305406.0,5387647.0,5469871.0,5552114.0,5634192.0,5716569.0,5800240.0,5886903.0,5971353.0,6098532.0
17,180,70,zanardi,3,12,23,Brakes,96335,220230,306661.0,403521.0,527963.0,666944.0,793779.0,880634.0,967092.0,1053304.0,1138734.0,1224050.0,1309302.0,1393607.0,1477481.0,1561535.0,1646023.0,1730501.0,1814855.0,1899182.0,1984185.0,2068738.0,2152684.0,2236996.0,2321204.0,2405436.0,2488878.0,2572555.0,2656302.0,2740188.0,2824056.0,2907547.0,2991317.0,3075985.0,3159457.0,3253145.0,3357110.0,3445136.0,3529587.0,3636391.0,3723006.0,3806948.0,3893568.0,3977827.0,4061740.0,4145795.0,4232130.0,4334825.0,4420851.0,4506199.0,,,,,,,,,,,,,,,,,,,
3,180,23,ralf_schumacher,3,4,1,Finished,97266,220723,307161.0,393161.0,521334.0,660502.0,789271.0,874657.0,959026.0,1043399.0,1127280.0,1211241.0,1294614.0,1377967.0,1461629.0,1545144.0,1628856.0,1712161.0,1795048.0,1877845.0,1960535.0,2044370.0,2127217.0,2209895.0,2292431.0,2374838.0,2457222.0,2539224.0,2621694.0,2705450.0,2787608.0,2869820.0,2957977.0,3041096.0,3123354.0,3226194.0,3314812.0,3399728.0,3505193.0,3634660.0,3719472.0,3804272.0,3888319.0,3972836.0,4057771.0,4142151.0,4225483.0,4308176.0,4390948.0,4473963.0,4556776.0,4639862.0,4722334.0,4804786.0,4886980.0,4969050.0,5051398.0,5134385.0,5217188.0,5300285.0,5382394.0,5464527.0,5547575.0,5629936.0,5713275.0,5796484.0,5885287.0,5969071.0,6098119.0
13,180,64,diniz,15,6,1,Finished,98822,222061,308564.0,394164.0,521918.0,660892.0,789854.0,875589.0,959901.0,1044448.0,1128412.0,1212848.0,1296661.0,1379918.0,1463631.0,1547112.0,1630802.0,1714952.0,1798227.0,1881394.0,1964658.0,2047450.0,2130380.0,2212880.0,2295691.0,2378409.0,2460914.0,2543405.0,2625874.0,2708717.0,2791521.0,2874145.0,2956753.0,3039303.0,3121589.0,3224661.0,3314251.0,3398834.0,3504545.0,3634601.0,3721262.0,3806200.0,3890593.0,3974799.0,4058890.0,4143138.0,4229605.0,4312937.0,4396402.0,4479439.0,4562561.0,4646379.0,4729751.0,4812589.0,4895145.0,4977660.0,5059721.0,5141680.0,5223859.0,5306416.0,5388625.0,5471261.0,5553125.0,5635353.0,5718372.0,5802160.0,5887966.0,5972633.0,6099438.0
5,180,35,villeneuve,16,14,20,Spun off,100285,224178,309719.0,396601.0,522595.0,661642.0,789958.0,876531.0,961128.0,1045389.0,1129328.0,1213379.0,1297416.0,1381387.0,1464923.0,1548675.0,1632547.0,1716337.0,1799970.0,1883136.0,1966920.0,2049949.0,2132802.0,2215581.0,2298307.0,2380858.0,2463200.0,2545852.0,2628135.0,2711257.0,2793814.0,2876673.0,2959258.0,3042083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,180,71,damon_hill,17,17,20,Spun off,100585,224407,310140.0,397654.0,523706.0,662644.0,790432.0,876954.0,961842.0,1046836.0,1131128.0,1215081.0,1299111.0,1383120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,180,41,zonta,16,19,20,Spun off,101808,224846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,180,37,rosa,21,16,7,Transmission,105074,225843,312306.0,399094.0,524185.0,663092.0,791269.0,877399.0,962304.0,1047210.0,1131723.0,1215999.0,1300157.0,1383933.0,1468347.0,1552336.0,1636237.0,1719705.0,1802985.0,1886363.0,1969736.0,2053284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,180,69,badoer,18,10,12,+2 Laps,106322,227671,313263.0,400309.0,525268.0,663910.0,791979.0,878100.0,963354.0,1048239.0,1134047.0,1218785.0,1304166.0,1390238.0,1475095.0,1560182.0,1644809.0,1729204.0,1813603.0,1898068.0,1983169.0,2067322.0,2151550.0,2235426.0,2319490.0,2404365.0,2488141.0,2571931.0,2655647.0,2739633.0,2823623.0,2907017.0,2990481.0,3074099.0,3158667.0,3272490.0,3361152.0,3499440.0,3630081.0,3714735.0,3799135.0,3885667.0,3970895.0,4056868.0,4142061.0,4249708.0,4336790.0,4421869.0,4506306.0,4590957.0,4675908.0,4766241.0,4850852.0,4936901.0,5020738.0,5104860.0,5190117.0,5275015.0,5358655.0,5442635.0,5526191.0,5612687.0,5696476.0,5783059.0,5870626.0,5963939.0,6098063.0,,
15,180,68,takagi,21,13,7,Transmission,107384,227859,313640.0,401123.0,525890.0,664548.0,792370.0,878556.0,965727.0,1050075.0,1136402.0,1221188.0,1305303.0,1389697.0,1473660.0,1557314.0,1640620.0,1724105.0,1807432.0,1890301.0,1973389.0,2056462.0,2139338.0,2222372.0,2305969.0,2388761.0,2472757.0,2573543.0,2659413.0,2742784.0,2826857.0,2910271.0,2994472.0,3077496.0,3161269.0,3254183.0,3342323.0,3431313.0,3518558.0,3635927.0,3723910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,180,48,gene,18,8,11,+1 Lap,108162,228889,315551.0,402121.0,526993.0,665903.0,792897.0,879431.0,966125.0,1052005.0,1137398.0,1224048.0,1311081.0,1396316.0,1481889.0,1567802.0,1652799.0,1737520.0,1822023.0,1906285.0,1990920.0,2075118.0,2159350.0,2243847.0,2327638.0,2411855.0,2495929.0,2581005.0,2665415.0,2753621.0,2840038.0,2925105.0,3008842.0,3092294.0,3176951.0,3296297.0,3384197.0,3504229.0,3633468.0,3719200.0,3805948.0,3894581.0,3980194.0,4065306.0,4150127.0,4235071.0,4319791.0,4404371.0,4488862.0,4572778.0,4656965.0,4740815.0,4825055.0,4909098.0,4992740.0,5076116.0,5159608.0,5242849.0,5326504.0,5409392.0,5492332.0,5575672.0,5658769.0,5741757.0,5826905.0,5912555.0,5997236.0,6099918.0,
8,180,44,panis,20,9,11,+1 Lap,108940,229194,315694.0,402786.0,527596.0,666384.0,793397.0,879829.0,966667.0,1052424.0,1137819.0,1223872.0,1307822.0,1391526.0,1475695.0,1560493.0,1645277.0,1729773.0,1814065.0,1898472.0,1983806.0,2067835.0,2151956.0,2236037.0,2320151.0,2404951.0,2494200.0,2577776.0,2663306.0,2746759.0,2831610.0,2915253.0,2998235.0,3082007.0,3164940.0,3273257.0,3361606.0,3500393.0,3630493.0,3714957.0,3799387.0,3886276.0,3972259.0,4057207.0,4144445.0,4231177.0,4314274.0,4397363.0,4500568.0,4585760.0,4668098.0,4751018.0,4833631.0,4916025.0,4998509.0,5080873.0,5162973.0,5245077.0,5327213.0,5410060.0,5493099.0,5576198.0,5659137.0,5742023.0,5827191.0,5913140.0,5997806.0,6100658.0,
