,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
19,9.0,22.0,barrichello,6.0,1.0,Finished,100668.0,196016.0,291328.0,386128.0,481362.0,576709.0,672184.0,767235.0,862454.0,958136.0,1054194.0,1150649.0,1246842.0,1345237.0,1463203.0,1560228.0,1657466.0,1754679.0,1852018.0,1949302.0,2046577.0,2143877.0,2241549.0,2339190.0,2437042.0,2532927.0,2628782.0,2725199.0,2821599.0,2918295.0,3015317.0,3114742.0,3236799.0,3332123.0,3426894.0,3522191.0,3616956.0,3712290.0,3807326.0,3902866.0,3998255.0,4093314.0,4188800.0,4284335.0,4380183.0,4475433.0,4570471.0,4665243.0,4760441.0,4857221.0,4971130.0,5066532.0,5161295.0,5255971.0,5350794.0,5446199.0,5541715.0,5637320.0,5732412.0,5827778.0
15,9.0,17.0,webber,1.0,1.0,Finished,101512.0,197112.0,292416.0,387018.0,482081.0,577785.0,673290.0,768758.0,863820.0,959040.0,1055076.0,1151533.0,1248011.0,1347064.0,1453174.0,1549328.0,1645627.0,1741449.0,1841100.0,1960235.0,2056723.0,2153704.0,2251493.0,2347158.0,2442774.0,2538255.0,2633906.0,2729484.0,2825498.0,2921114.0,3016547.0,3112787.0,3207623.0,3302691.0,3397116.0,3491406.0,3585409.0,3680278.0,3775105.0,3871108.0,3966350.0,4060959.0,4158043.0,4274346.0,4369640.0,4465061.0,4560317.0,4655386.0,4750405.0,4845151.0,4940228.0,5035182.0,5130640.0,5225929.0,5322066.0,5418232.0,5514640.0,5611037.0,5706329.0,5803310.0
5,9.0,5.0,kovalainen,8.0,1.0,Finished,104749.0,201403.0,297727.0,394129.0,490194.0,587099.0,683211.0,779699.0,876294.0,973110.0,1070372.0,1167616.0,1265601.0,1363842.0,1464679.0,1584967.0,1682817.0,1780952.0,1878756.0,1976497.0,2073893.0,2172115.0,2269685.0,2366864.0,2464109.0,2561228.0,2657884.0,2755984.0,2852707.0,2949821.0,3046948.0,3144336.0,3241398.0,3339287.0,3435604.0,3532181.0,3628805.0,3725030.0,3821125.0,3919818.0,4037403.0,4133382.0,4229802.0,4325751.0,4421724.0,4517801.0,4614131.0,4710091.0,4806473.0,4902313.0,4998486.0,5094271.0,5190309.0,5286245.0,5382463.0,5478472.0,5574539.0,5670267.0,5765791.0,5862002.0
12,9.0,13.0,massa,3.0,1.0,Finished,105397.0,202949.0,299231.0,395503.0,491624.0,588325.0,684843.0,781147.0,877791.0,974681.0,1071786.0,1169229.0,1266781.0,1364321.0,1462729.0,1559752.0,1656691.0,1753879.0,1851494.0,1948831.0,2046031.0,2143443.0,2241182.0,2338737.0,2438821.0,2556774.0,2652333.0,2747989.0,2843946.0,2939881.0,3035891.0,3131567.0,3227347.0,3322802.0,3418314.0,3513783.0,3609152.0,3704085.0,3798630.0,3894025.0,3989092.0,4083886.0,4178683.0,4275100.0,4372795.0,4487933.0,4583096.0,4678042.0,4772955.0,4867543.0,4962004.0,5056643.0,5151101.0,5245818.0,5340655.0,5435724.0,5530886.0,5627153.0,5722603.0,5819216.0
16,9.0,18.0,button,5.0,1.0,Finished,105637.0,201943.0,298083.0,394600.0,490614.0,587744.0,683807.0,780217.0,877013.0,974119.0,1071202.0,1168534.0,1268520.0,1384505.0,1479940.0,1576125.0,1673285.0,1770183.0,1865440.0,1961109.0,2057096.0,2154072.0,2251842.0,2348155.0,2443996.0,2540203.0,2636208.0,2732730.0,2829124.0,2925895.0,3024744.0,3142318.0,3239402.0,3334884.0,3429633.0,3524330.0,3619251.0,3714509.0,3809571.0,3905035.0,3999868.0,4094625.0,4189854.0,4285032.0,4380705.0,4476101.0,4571102.0,4665959.0,4761173.0,4855671.0,4951516.0,5065391.0,5159643.0,5254549.0,5350203.0,5445708.0,5540886.0,5636439.0,5731681.0,5826919.0
17,9.0,20.0,vettel,2.0,1.0,Finished,105947.0,203945.0,299984.0,395916.0,492033.0,588732.0,685166.0,781522.0,878275.0,975109.0,1072281.0,1169830.0,1267414.0,1365099.0,1463952.0,1561728.0,1658875.0,1756421.0,1853960.0,1951209.0,2051140.0,2170651.0,2267044.0,2362859.0,2458914.0,2555439.0,2651047.0,2746390.0,2842342.0,2938875.0,3034886.0,3130413.0,3226170.0,3321386.0,3417067.0,3512823.0,3608012.0,3702938.0,3797439.0,3892107.0,3986795.0,4080884.0,4175190.0,4272167.0,4385971.0,4481036.0,4576328.0,4671230.0,4766285.0,4861269.0,4956050.0,5050840.0,5145806.0,5240463.0,5335506.0,5430403.0,5525349.0,5620689.0,5716451.0,5812562.0
8,9.0,8.0,raikkonen,19.0,5.0,Engine,106620.0,204519.0,301471.0,397551.0,493880.0,590587.0,686925.0,783382.0,879992.0,976888.0,1073781.0,1170867.0,1268362.0,1365646.0,1464962.0,1562460.0,1659560.0,1757298.0,1854596.0,1952082.0,2049374.0,2145990.0,2242973.0,2343103.0,2460954.0,2557519.0,2653618.0,2750791.0,2847648.0,2945303.0,3042441.0,3139583.0,3240124.0,3353781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.0,16.0,sutil,15.0,1.0,Finished,107322.0,205488.0,302665.0,399364.0,496132.0,593087.0,689926.0,786496.0,883169.0,979990.0,1076843.0,1175739.0,1272590.0,1369465.0,1466697.0,1564203.0,1661592.0,1759075.0,1856366.0,1953569.0,2050725.0,2147542.0,2244277.0,2341873.0,2438261.0,2534524.0,2633328.0,2757440.0,2878442.0,2974809.0,3070920.0,3167175.0,3263363.0,3358891.0,3455288.0,3551693.0,3647636.0,3743387.0,3839569.0,3935361.0,4031132.0,4126526.0,4221892.0,4317328.0,4412796.0,4510625.0,4627690.0,4723444.0,4818930.0,4914524.0,5010155.0,5106347.0,5202427.0,5298499.0,5394809.0,5491313.0,5587421.0,5683541.0,5779642.0,5875251.0
3,9.0,3.0,rosberg,4.0,1.0,Finished,107941.0,206542.0,304163.0,400918.0,497833.0,594924.0,692017.0,789429.0,886334.0,983466.0,1080564.0,1178010.0,1275288.0,1372905.0,1470361.0,1567907.0,1664969.0,1761995.0,1858810.0,1955837.0,2052480.0,2148997.0,2245707.0,2343082.0,2439856.0,2536086.0,2632227.0,2728066.0,2826313.0,2944220.0,3040718.0,3136821.0,3232585.0,3328244.0,3423448.0,3518712.0,3613832.0,3709333.0,3804515.0,3900357.0,3995571.0,4090445.0,4185582.0,4280583.0,4375708.0,4470432.0,4567283.0,4682862.0,4777571.0,4871974.0,4966610.0,5061897.0,5157129.0,5252334.0,5347495.0,5442961.0,5538473.0,5634134.0,5729209.0,5824409.0
9,9.0,9.0,kubica,14.0,1.0,Finished,108622.0,207286.0,304999.0,402048.0,498807.0,595716.0,692870.0,790140.0,887089.0,984361.0,1081472.0,1178536.0,1275898.0,1373676.0,1471144.0,1568740.0,1666068.0,1763488.0,1861089.0,1958516.0,2055933.0,2153208.0,2253599.0,2372458.0,2469645.0,2566692.0,2663650.0,2760779.0,2858481.0,2957428.0,3055432.0,3152630.0,3249713.0,3346638.0,3443328.0,3540243.0,3636717.0,3733521.0,3830059.0,3926996.0,4025162.0,4121397.0,4218224.0,4316838.0,4432613.0,4527323.0,4621860.0,4719741.0,4815365.0,4910829.0,5006852.0,5102548.0,5198637.0,5294358.0,5390126.0,5486181.0,5582711.0,5679067.0,5775419.0,5872865.0
4,9.0,4.0,alonso,7.0,1.0,Finished,108872.0,207693.0,305311.0,402376.0,499254.0,596380.0,693393.0,790469.0,887576.0,984733.0,1082096.0,1179975.0,1277073.0,1374668.0,1472179.0,1569884.0,1669380.0,1789047.0,1886074.0,1984760.0,2081372.0,2177245.0,2273414.0,2370116.0,2466807.0,2563883.0,2660947.0,2757944.0,2855595.0,2952880.0,3050040.0,3147574.0,3245276.0,3342544.0,3439234.0,3534189.0,3629351.0,3725555.0,3821730.0,3917850.0,4012244.0,4106471.0,4201074.0,4295619.0,4390352.0,4486407.0,4599808.0,4693552.0,4786917.0,4880443.0,4974192.0,5067969.0,5162273.0,5256849.0,5351533.0,5446679.0,5542299.0,5637706.0,5733038.0,5828198.0
2,9.0,2.0,heidfeld,10.0,1.0,Finished,110274.0,208297.0,306295.0,403670.0,500852.0,597959.0,694991.0,793894.0,891418.0,988222.0,1085802.0,1182941.0,1280482.0,1378444.0,1476216.0,1574343.0,1672026.0,1769895.0,1868628.0,1966410.0,2064129.0,2161332.0,2258932.0,2356348.0,2453692.0,2553750.0,2672329.0,2767892.0,2863662.0,2960737.0,3058193.0,3155073.0,3252175.0,3349197.0,3446271.0,3541973.0,3637791.0,3733806.0,3830780.0,3927221.0,4022344.0,4116903.0,4212059.0,4307030.0,4402347.0,4497755.0,4595259.0,4711624.0,4807592.0,4903574.0,4999533.0,5095684.0,5191645.0,5287585.0,5383626.0,5479909.0,5576223.0,5672094.0,5768358.0,5865235.0
20,9.0,67.0,buemi,16.0,1.0,Finished,111023.0,209579.0,307497.0,405591.0,503390.0,600589.0,697673.0,795432.0,892644.0,989793.0,1087165.0,1184474.0,1282188.0,1379939.0,1477590.0,1575697.0,1675098.0,1773118.0,1870939.0,1968667.0,2069060.0,2187311.0,2283741.0,2380020.0,2476451.0,2572892.0,2669312.0,2765919.0,2862769.0,2959866.0,3057220.0,3154255.0,3251607.0,3348740.0,3447041.0,3544543.0,3641414.0,3740652.0,3859594.0,3956375.0,4053431.0,4150064.0,4246830.0,4343532.0,4440010.0,4536797.0,4633348.0,4730316.0,4826932.0,4924606.0,5021094.0,5117990.0,5214316.0,5311230.0,5407674.0,5505898.0,5603222.0,5700064.0,5796733.0,5893535.0
18,9.0,21.0,fisichella,11.0,1.0,Finished,111527.0,209993.0,308036.0,404855.0,501306.0,598470.0,695329.0,793308.0,889673.0,985563.0,1082450.0,1178979.0,1276375.0,1374139.0,1471610.0,1569262.0,1666633.0,1765774.0,1883839.0,1979993.0,2076363.0,2173550.0,2270736.0,2367838.0,2465065.0,2562317.0,2659405.0,2756898.0,2853965.0,2951388.0,3048918.0,3146340.0,3243846.0,3341546.0,3441095.0,3559522.0,3656305.0,3753155.0,3851115.0,3948028.0,4044474.0,4140416.0,4236459.0,4332397.0,4428508.0,4523932.0,4619324.0,4715051.0,4810484.0,4905944.0,5002565.0,5098363.0,5193810.0,5289111.0,5384861.0,5481051.0,5577271.0,5673313.0,5769373.0,5865637.0
11,9.0,12.0,piquet_jr,13.0,1.0,Finished,112363.0,212259.0,310792.0,408788.0,506217.0,604564.0,702074.0,799797.0,897369.0,995284.0,1092893.0,1190791.0,1288276.0,1387076.0,1484363.0,1582013.0,1680135.0,1777452.0,1874737.0,1971805.0,2068941.0,2165952.0,2262571.0,2359102.0,2455619.0,2554802.0,2674996.0,2772297.0,2869324.0,2965993.0,3062944.0,3159478.0,3255961.0,3351815.0,3447896.0,3545063.0,3641909.0,3738556.0,3834922.0,3930740.0,4026901.0,4122659.0,4219030.0,4314750.0,4409927.0,4504803.0,4603709.0,4719107.0,4814608.0,4910146.0,5006357.0,5101902.0,5198225.0,5293747.0,5389557.0,5485664.0,5581907.0,5678220.0,5774709.0,5871638.0
13,9.0,15.0,trulli,17.0,1.0,Finished,112783.0,218658.0,338026.0,434232.0,530541.0,626898.0,723041.0,819187.0,915632.0,1012311.0,1109048.0,1205431.0,1302049.0,1398878.0,1495728.0,1592691.0,1689858.0,1787548.0,1885714.0,1985575.0,2088119.0,2204706.0,2301701.0,2398287.0,2494757.0,2590836.0,2686728.0,2783145.0,2880275.0,2977296.0,3074483.0,3171244.0,3268336.0,3365113.0,3461667.0,3560907.0,3658094.0,3755201.0,3853528.0,3950653.0,4047520.0,4143431.0,4240139.0,4336350.0,4434422.0,4530599.0,4629071.0,4725502.0,4823443.0,4937590.0,5031648.0,5125302.0,5219388.0,5313466.0,5408589.0,5505813.0,5604321.0,5700898.0,5797379.0,5894280.0
7,9.0,7.0,bourdais,20.0,9.0,Hydraulics,113074.0,214654.0,314760.0,413310.0,511193.0,609685.0,707203.0,804944.0,902744.0,1000242.0,1098065.0,1195790.0,1293314.0,1391465.0,1489763.0,1587713.0,1686528.0,1836706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.0,10.0,glock,9.0,1.0,Finished,113462.0,213873.0,311926.0,409959.0,507735.0,605483.0,703339.0,800833.0,898612.0,996311.0,1093965.0,1191719.0,1289652.0,1388402.0,1486001.0,1586293.0,1684400.0,1782266.0,1880126.0,1978046.0,2075400.0,2173265.0,2271924.0,2369316.0,2466086.0,2563333.0,2660247.0,2757578.0,2854893.0,2952258.0,3049422.0,3147237.0,3244699.0,3342248.0,3440284.0,3536077.0,3633652.0,3750617.0,3846002.0,3941371.0,4038085.0,4134205.0,4230445.0,4326304.0,4422292.0,4518348.0,4614717.0,4710558.0,4806977.0,4902820.0,4998909.0,5094825.0,5190733.0,5286876.0,5382925.0,5479142.0,5575317.0,5671252.0,5767354.0,5864767.0
6,9.0,6.0,nakajima,12.0,1.0,Finished,115978.0,215011.0,313805.0,410751.0,508308.0,606208.0,703925.0,801505.0,899106.0,997115.0,1094569.0,1192357.0,1290016.0,1388929.0,1486509.0,1585224.0,1683288.0,1781392.0,1879263.0,1977070.0,2074368.0,2172616.0,2270187.0,2367352.0,2464632.0,2561843.0,2658567.0,2756428.0,2853164.0,2950349.0,3049572.0,3166028.0,3262251.0,3357914.0,3453539.0,3548995.0,3644679.0,3740669.0,3836179.0,3931636.0,4027303.0,4123359.0,4219651.0,4315491.0,4410649.0,4505623.0,4602070.0,4696503.0,4790741.0,4886831.0,5000850.0,5095937.0,5192496.0,5287921.0,5384118.0,5480327.0,5576528.0,5672516.0,5769766.0,5866186.0
