,0,1,2
0,4,4,1:32.582
1,15,7,1:32.672
2,21,4,1:32.765
3,17,3,1:33.204
4,23,7,1:33.106
5,8,1,1:32.839
6,32,9,1:33.724
7,14,9,1:33.809
8,18,16,1:33.616
9,2,3,1:33.464
10,31,1,1:33.333
11,22,6,1:34.162
12,30,6,1:34.072
13,13,15,1:34.151
14,19,16,1:34.866
15,35,15,1:34.887
16,39,17,1:37.806
17,33,17,1:37.856
18,40,18,1:39.268
19,27,18,1:40.432
