,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
2,72.0,4.0,alonso,1.0,1.0,Finished,102271.0,199109.0,295615.0,395249.0,492220.0,588934.0,685716.0,782333.0,878922.0,975380.0,1071848.0,1168244.0,1264270.0,1360702.0,1457188.0,1553188.0,1649294.0,1745193.0,1841180.0,1937243.0,2036254.0,2156169.0,2253282.0,2350522.0,2447411.0,2544325.0,2641622.0,2738816.0,2835285.0,2931972.0,3028829.0,3126373.0,3222691.0,3320851.0,3417072.0,3513431.0,3609349.0,3705917.0,3802847.0,3903198.0,4022373.0,4120548.0,4218204.0,4315778.0,4413317.0,4511246.0,4609131.0,4706876.0,4804658.0,4902946.0,5000937.0,5099429.0,5197230.0,5295023.0,5392989.0,5493736.0
6,72.0,15.0,trulli,2.0,1.0,Finished,103101.0,200399.0,297805.0,396825.0,494994.0,592883.0,690056.0,787087.0,884817.0,981720.0,1078252.0,1174835.0,1271254.0,1367525.0,1464188.0,1560582.0,1657379.0,1753195.0,1849084.0,1944960.0,2045248.0,2165760.0,2263277.0,2361121.0,2458737.0,2556406.0,2653661.0,2750888.0,2848385.0,2945557.0,3042484.0,3139300.0,3235805.0,3332880.0,3431585.0,3528659.0,3625188.0,3722762.0,3820026.0,3918866.0,4015646.0,4116668.0,4234922.0,4332057.0,4429261.0,4527161.0,4625146.0,4724217.0,4822626.0,4921879.0,5019654.0,5118788.0,5217721.0,5316401.0,5416479.0,5518063.0
10,72.0,21.0,fisichella,15.0,4.0,Collision,104177.0,201725.0,299115.0,398081.0,496405.0,594124.0,691635.0,790178.0,887312.0,984285.0,1081577.0,1178441.0,1274987.0,1371409.0,1468479.0,1565795.0,1662785.0,1760285.0,1856859.0,1953727.0,2049909.0,2148930.0,2267970.0,2365784.0,2463800.0,2563128.0,2662771.0,2761593.0,2860227.0,2958719.0,3057318.0,3156087.0,3254360.0,3353362.0,3452319.0,3550778.0,,,,,,,,,,,,,,,,,,,,
7,72.0,17.0,webber,16.0,4.0,Collision,105345.0,203158.0,301000.0,399867.0,498484.0,596616.0,694396.0,792074.0,890238.0,987481.0,1084485.0,1181278.0,1278216.0,1375274.0,1472209.0,1569448.0,1665906.0,1763166.0,1859595.0,1955621.0,2051843.0,2151670.0,2273672.0,2372150.0,2470312.0,2568352.0,2666168.0,2763861.0,2861561.0,2959381.0,3057930.0,3158748.0,3256887.0,3355014.0,3452707.0,3551313.0,,,,,,,,,,,,,,,,,,,,
12,72.0,23.0,ralf_schumacher,5.0,1.0,Finished,105962.0,203897.0,302077.0,400689.0,499119.0,597282.0,695773.0,793333.0,891198.0,988553.0,1085635.0,1182637.0,1280506.0,1377420.0,1473741.0,1570475.0,1666927.0,1763811.0,1860312.0,1960517.0,2081943.0,2179537.0,2277480.0,2375308.0,2473320.0,2571734.0,2669198.0,2766388.0,2863633.0,2960817.0,3058481.0,3159147.0,3259801.0,3358061.0,3456147.0,3554283.0,3652696.0,3751360.0,3849870.0,3947098.0,4047921.0,4169275.0,4266376.0,4363951.0,4462004.0,4559336.0,4657778.0,4755327.0,4853108.0,4951690.0,5049872.0,5148066.0,5245776.0,5344997.0,5444082.0,5545590.0
3,72.0,8.0,raikkonen,9.0,1.0,Finished,106834.0,206068.0,305086.0,403814.0,502535.0,600655.0,698566.0,796680.0,894315.0,991393.0,1088528.0,1185254.0,1282647.0,1379919.0,1476743.0,1573271.0,1670107.0,1767019.0,1864424.0,1960520.0,2056668.0,2152815.0,2248298.0,2347074.0,2506110.0,2629854.0,2726627.0,2823724.0,2921932.0,3019173.0,3116681.0,3213556.0,3311855.0,3408761.0,3505633.0,3602408.0,3699285.0,3795975.0,3892316.0,3989332.0,4088911.0,4208075.0,4306363.0,4404686.0,4503424.0,4600683.0,4699366.0,4796693.0,4893833.0,4991238.0,5088151.0,5185167.0,5282848.0,5379661.0,5477219.0,5575316.0
8,72.0,18.0,button,18.0,5.0,Engine,107063.0,204975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72.0,2.0,heidfeld,3.0,1.0,Finished,108259.0,206916.0,306514.0,405765.0,503786.0,601810.0,699594.0,797388.0,894717.0,993223.0,1090332.0,1187053.0,1283740.0,1380712.0,1477652.0,1574252.0,1671069.0,1767475.0,1865384.0,1965024.0,2087511.0,2185077.0,2282806.0,2380787.0,2478661.0,2576286.0,2673595.0,2770951.0,2867879.0,2964838.0,3061333.0,3158919.0,3258155.0,3355545.0,3453254.0,3551822.0,3649886.0,3746343.0,3842241.0,3937953.0,4034398.0,4134455.0,4254876.0,4352350.0,4449309.0,4546575.0,4644953.0,4743508.0,4841521.0,4938890.0,5036521.0,5134121.0,5231725.0,5328822.0,5426665.0,5525924.0
5,72.0,14.0,coulthard,6.0,1.0,Finished,108964.0,207713.0,306863.0,406876.0,505526.0,604282.0,702479.0,800782.0,898672.0,996992.0,1094802.0,1192601.0,1289803.0,1387116.0,1484334.0,1581344.0,1678554.0,1775344.0,1872466.0,1973434.0,2095344.0,2194121.0,2292697.0,2391635.0,2497252.0,2596309.0,2695020.0,2793502.0,2892587.0,2991990.0,3091245.0,3190414.0,3289159.0,3387710.0,3485284.0,3583132.0,3680896.0,3778644.0,3875885.0,3973030.0,4074717.0,4194420.0,4292803.0,4391144.0,4489442.0,4587461.0,4685826.0,4783682.0,4881819.0,4980181.0,5078112.0,5175919.0,5273554.0,5371208.0,5468741.0,5566279.0
16,72.0,32.0,klien,8.0,1.0,Finished,109560.0,208779.0,307514.0,407399.0,506325.0,605792.0,703879.0,801983.0,899873.0,998036.0,1095951.0,1193631.0,1291182.0,1388463.0,1486231.0,1583289.0,1680191.0,1780748.0,1904324.0,2003350.0,2102351.0,2202177.0,2300380.0,2399100.0,2498031.0,2598125.0,2696683.0,2795032.0,2893435.0,2992472.0,3091689.0,3190861.0,3289795.0,3390167.0,3488941.0,3586602.0,3683798.0,3781283.0,3879350.0,3979738.0,4099878.0,4198637.0,4296933.0,4395290.0,4494187.0,4592397.0,4691021.0,4790402.0,4888701.0,4986872.0,5084654.0,5182627.0,5280400.0,5378495.0,5476257.0,5574571.0
