,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
7,972,822,bottas,131,1,1,Finished,125192,283149,435748,534748,633809,732890.0,831737.0,930615.0,1029321.0,1128237.0,1227208.0,1326027.0,1425035.0,1523900.0,1622660.0,1721510.0,1819914.0,1918314.0,2016664.0,2115036.0,2213832.0,2312248.0,2410935.0,2510012.0,2609260.0,2709284.0,2812746.0,2930970.0,3029141.0,3127349.0,3225509.0,3324213.0,3423382.0,3521808.0,3619786.0,3717827.0,3815683.0,3914876.0,4013369.0,4111842.0,4210618.0,4309372.0,4407569.0,4505805.0,4603620.0,4701414.0,4799207.0,4896783.0,4994150.0,5091892.0,5189872.0,5288743.0
3,972,20,vettel,6,2,1,Finished,127101,283697,437024,536588,635642,734844.0,834109.0,933372.0,1032468.0,1131495.0,1230820.0,1329772.0,1428831.0,1527803.0,1627160.0,1725789.0,1824308.0,1922947.0,2021839.0,2120583.0,2219163.0,2317561.0,2415758.0,2514069.0,2612516.0,2711837.0,2811171.0,2910363.0,3009191.0,3107482.0,3205829.0,3304135.0,3402688.0,3505800.0,3624463.0,3722162.0,3819727.0,3917941.0,4015633.0,4113700.0,4212131.0,4310814.0,4409031.0,4507766.0,4605396.0,4702769.0,4800666.0,4897995.0,4995307.0,5092800.0,5190632.0,5289360.0
1,972,8,raikkonen,6,3,1,Finished,130530,285078,438192,537929,637677,737171.0,836657.0,936224.0,1035573.0,1135235.0,1234613.0,1333514.0,1432476.0,1531472.0,1630809.0,1729965.0,1828986.0,1928004.0,2027188.0,2125909.0,2224780.0,2323417.0,2422077.0,2520834.0,2619278.0,2717718.0,2816112.0,2915598.0,3019168.0,3137438.0,3234810.0,3332642.0,3430600.0,3528691.0,3627406.0,3726587.0,3825550.0,3924620.0,4022749.0,4120615.0,4218748.0,4316998.0,4415178.0,4513287.0,4612738.0,4710462.0,4808309.0,4906227.0,5003071.0,5100786.0,5199374.0,5299743.0
0,972,1,hamilton,131,4,1,Finished,131180,285802,438797,539250,639210,738743.0,838621.0,938422.0,1037904.0,1137034.0,1236428.0,1335737.0,1434941.0,1534812.0,1634910.0,1734359.0,1832969.0,1931367.0,2030204.0,2129087.0,2227914.0,2326448.0,2425666.0,2524869.0,2623841.0,2722930.0,2821799.0,2920712.0,3020397.0,3125307.0,3246084.0,3345317.0,3444600.0,3543499.0,3642202.0,3740819.0,3839481.0,3938069.0,4036780.0,4135487.0,4234522.0,4333845.0,4432439.0,4531044.0,4629675.0,4728229.0,4826843.0,4925770.0,5024745.0,5123666.0,5223084.0,5325063.0
11,972,830,max_verstappen,9,5,1,Finished,132202,286528,439441,540743,641635,742331.0,842747.0,943266.0,1043726.0,1143962.0,1244209.0,1344531.0,1444890.0,1545290.0,1645738.0,1746064.0,1846335.0,1946211.0,2046281.0,2146315.0,2246188.0,2346031.0,2445706.0,2545269.0,2644787.0,2744532.0,2844029.0,2944225.0,3048883.0,3168794.0,3267784.0,3366745.0,3465723.0,3564789.0,3663738.0,3762612.0,3861804.0,3963215.0,4062422.0,4161835.0,4260879.0,4360462.0,4460089.0,4559240.0,4658417.0,4757767.0,4856196.0,4954844.0,5053444.0,5152186.0,5250616.0,5349159.0
2,972,13,massa,3,9,11,+1 Lap,133501,287500,440093,541877,642977,744043.0,845067.0,946253.0,1047101.0,1147742.0,1248705.0,1349425.0,1450252.0,1550937.0,1651545.0,1752122.0,1852708.0,1953458.0,2054019.0,2154660.0,2260028.0,2380434.0,2480157.0,2580120.0,2680093.0,2779951.0,2880198.0,2980043.0,3080048.0,3179728.0,3279451.0,3379118.0,3478748.0,3578667.0,3678532.0,3778501.0,3878429.0,3978310.0,4078199.0,4178106.0,4282447.0,4401466.0,4499761.0,4598263.0,4696495.0,4794901.0,4893278.0,4991741.0,5090254.0,5188824.0,5291177.0,
6,972,817,ricciardo,9,17,23,Brakes,134300,288281,440592,542877,683420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,972,815,perez,10,6,1,Finished,135367,288943,441077,543459,645270,746489.0,847786.0,948894.0,1050047.0,1151023.0,1252378.0,1353425.0,1454499.0,1555456.0,1656189.0,1757004.0,1857696.0,1958272.0,2058937.0,2159460.0,2259867.0,2360413.0,2460635.0,2560834.0,2661076.0,2761471.0,2866361.0,2986303.0,3085720.0,3185378.0,3285513.0,3385510.0,3485613.0,3585455.0,3685578.0,3785443.0,3885354.0,3985292.0,4085108.0,4184762.0,4284475.0,4384267.0,4483835.0,4583209.0,4682417.0,4781672.0,4880901.0,4979895.0,5079428.0,5178115.0,5276776.0,5375531.0
15,972,839,ocon,10,7,1,Finished,136126,289644,441668,544210,646628,748134.0,849510.0,950705.0,1051909.0,1153094.0,1254484.0,1355747.0,1456971.0,1558196.0,1659262.0,1760215.0,1861045.0,1961758.0,2062503.0,2163157.0,2263774.0,2364233.0,2464758.0,2565414.0,2665970.0,2771492.0,2891736.0,2991561.0,3091471.0,3191691.0,3291813.0,3391877.0,3492136.0,3592245.0,3692165.0,3792343.0,3892472.0,3992846.0,4092774.0,4192694.0,4292501.0,4392130.0,4491643.0,4591028.0,4690539.0,4789951.0,4889126.0,4988073.0,5087128.0,5185873.0,5284879.0,5383747.0
4,972,807,hulkenberg,4,8,1,Finished,138295,291202,442545,545189,647566,749384.0,851112.0,952924.0,1054574.0,1156116.0,1257419.0,1358580.0,1459997.0,1561270.0,1662462.0,1763894.0,1864964.0,1966171.0,2067130.0,2167697.0,2268239.0,2368582.0,2469097.0,2569263.0,2669483.0,2769690.0,2869464.0,2969488.0,3069381.0,3170830.0,3270978.0,3371126.0,3471016.0,3570910.0,3670682.0,3770675.0,3870809.0,3970949.0,4071212.0,4176528.0,4297181.0,4396027.0,4495101.0,4594449.0,4693430.0,4792270.0,4890918.0,4989685.0,5088262.0,5187220.0,5286513.0,5384931.0
8,972,825,kevin_magnussen,210,13,11,+1 Lap,139089,291772,443770,546473,649090,751955.0,854392.0,956778.0,1058994.0,1160937.0,1262921.0,1364749.0,1466353.0,1567890.0,1669461.0,1770828.0,1872085.0,1973041.0,2074175.0,2174874.0,2280141.0,2407821.0,2508243.0,2610785.0,2713125.0,2814127.0,2917599.0,3018643.0,3121447.0,3221863.0,3322160.0,3422402.0,3523841.0,3625357.0,3727513.0,3827957.0,3928549.0,4028628.0,4128486.0,4228052.0,4328240.0,4429196.0,4529891.0,4631636.0,4732099.0,4833085.0,4933574.0,5033825.0,5133776.0,5233352.0,5333196.0,
12,972,832,sainz,5,10,11,+1 Lap,140426,293113,444563,547363,650074,752828.0,855398.0,957879.0,1060464.0,1162701.0,1264459.0,1366062.0,1468200.0,1569683.0,1671229.0,1772482.0,1873561.0,1974530.0,2075548.0,2176516.0,2277289.0,2377698.0,2478214.0,2583067.0,2703776.0,2803595.0,2903780.0,3003908.0,3104002.0,3203891.0,3305545.0,3405413.0,3505516.0,3605597.0,3705692.0,3805857.0,3905842.0,4005868.0,4105680.0,4205636.0,4305408.0,4405427.0,4508554.0,4608249.0,4707593.0,4806904.0,4908102.0,5007205.0,5106561.0,5205505.0,5304363.0,
9,972,826,kvyat,5,12,11,+1 Lap,141696,294174,445659,548541,651554,754238.0,857000.0,959654.0,1062162.0,1164644.0,1267221.0,1369359.0,1471470.0,1572946.0,1674285.0,1775669.0,1876703.0,1977824.0,2078767.0,2179944.0,2285249.0,2406435.0,2506725.0,2607133.0,2710192.0,2813001.0,2916306.0,3017404.0,3118841.0,3219693.0,3319857.0,3420014.0,3520436.0,3622367.0,3724244.0,3824481.0,3926825.0,4026668.0,4126348.0,4225841.0,4325289.0,4424458.0,4523751.0,4623050.0,4722147.0,4821318.0,4920087.0,5018794.0,5117384.0,5215684.0,5314018.0,
13,972,836,wehrlein,15,16,12,+2 Laps,142713,297861,448187,552176,656068,758969.0,861995.0,965034.0,1068141.0,1171214.0,1274202.0,1376953.0,1479754.0,1582383.0,1684849.0,1787120.0,1889355.0,1991580.0,2096728.0,2206145.0,2330489.0,2432504.0,2533966.0,2635412.0,2737878.0,2839697.0,2941498.0,3043207.0,3145895.0,3248442.0,3350300.0,3452295.0,3554089.0,3655706.0,3757201.0,3858541.0,3959463.0,4060842.0,4164310.0,4266108.0,4367869.0,4469315.0,4570901.0,4672652.0,4774418.0,4875916.0,4977802.0,5081272.0,5182841.0,5293753.0,,
16,972,840,stroll,3,11,11,+1 Lap,143601,295163,446250,549328,652535,755322.0,858064.0,960469.0,1063177.0,1165581.0,1268144.0,1370551.0,1472637.0,1574467.0,1675976.0,1777550.0,1878463.0,1979418.0,2080359.0,2181425.0,2282361.0,2382748.0,2483546.0,2583549.0,2683598.0,2787912.0,2908552.0,3008155.0,3110002.0,3210116.0,3310597.0,3410876.0,3510806.0,3610611.0,3710370.0,3810194.0,3909888.0,4009500.0,4109487.0,4209262.0,4312470.0,4412428.0,4512161.0,4614420.0,4713614.0,4812898.0,4912291.0,5011818.0,5111162.0,5210032.0,5309998.0,
14,972,838,vandoorne,1,14,11,+1 Lap,144751,296062,446802,550329,653748,756659.0,859567.0,962374.0,1065047.0,1167770.0,1270469.0,1373150.0,1475853.0,1578811.0,1681426.0,1783797.0,1885745.0,1987951.0,2092318.0,2194866.0,2297184.0,2398861.0,2500497.0,2606703.0,2734388.0,2835753.0,2937373.0,3039065.0,3141326.0,3242804.0,3344400.0,3447026.0,3547987.0,3648888.0,3749930.0,3850966.0,3951903.0,4052806.0,4153970.0,4255572.0,4356829.0,4458186.0,4560824.0,4661291.0,4761527.0,4861468.0,4961258.0,5061300.0,5161349.0,5261177.0,5361066.0,
