,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,rosberg,1,1,1,1,1,1,2,8,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,1,1,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,massa,3,3,3,3,5,15,12,9,7,6,6,6,5,5,5,4,3,3,3,3,3,3,3,3,5,13,10,7,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,bottas,4,4,4,4,3,4,13,10,8,7,7,7,7,6,6,5,5,4,4,4,4,4,4,4,3,4,14,12,12,12,12,12,12,12,12,11,10,10,8,8,8,10,16,16,16,15,14,13,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,0
4,button,5,5,5,5,4,5,14,11,9,8,8,8,8,8,7,7,6,5,5,5,5,5,5,5,4,3,3,8,7,7,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4
5,kevin_magnussen,6,6,6,6,6,3,4,12,10,9,9,9,9,9,9,9,8,8,7,7,7,6,6,6,6,8,13,10,9,9,9,9,9,9,9,8,7,6,6,6,6,6,6,6,7,7,8,11,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,9,9,9,9,9
6,alonso,7,7,7,7,7,6,7,13,11,10,10,10,10,10,10,10,9,9,8,8,8,8,8,7,7,5,4,4,10,10,10,10,10,10,10,9,8,7,7,7,7,7,7,7,6,6,6,5,5,5,3,3,9,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6
7,vettel,8,8,8,8,8,12,15,14,12,11,11,11,11,11,11,11,10,10,9,9,9,9,9,10,16,15,12,9,8,8,8,8,8,8,8,7,5,5,5,5,5,5,5,5,5,5,5,6,8,8,8,8,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5
8,ricciardo,9,9,9,9,9,7,9,15,13,12,12,12,12,12,12,12,11,11,10,10,10,10,10,8,8,6,6,11,11,11,11,11,11,11,11,10,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,gutierrez,10,10,10,10,10,8,3,5,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,10,9,9,14,14,14,14,14,14,14,14,14,14,14,12,11,11,11,10,10,10,10,10,10,13,13,13,13,13,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,0
10,raikkonen,11,11,11,11,11,9,5,7,15,13,13,13,13,13,13,13,12,12,11,11,11,11,11,9,9,7,5,3,3,3,3,3,3,3,5,13,12,12,10,10,10,9,9,9,9,9,9,8,7,7,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7
11,hulkenberg,12,12,12,12,12,10,6,2,1,1,1,1,1,2,2,6,14,14,13,13,13,13,13,13,11,10,7,5,4,4,4,4,4,4,3,4,11,11,9,9,9,8,8,8,8,8,7,7,6,6,4,4,3,4,4,4,4,4,4,4,9,9,9,9,9,9,8,8,8,8,8
12,kvyat,13,13,13,13,13,11,8,3,2,2,3,4,4,4,4,3,4,7,17,17,17,16,16,16,13,12,8,6,6,6,7,7,7,7,7,6,6,9,16,15,14,14,13,12,12,12,11,9,9,9,9,9,8,9,9,9,9,9,10,12,11,11,11,11,11,11,11,11,11,11,0
13,grosjean,14,14,14,14,14,13,11,6,4,5,5,5,6,7,8,8,7,6,6,6,6,7,7,11,17,16,16,13,13,13,13,13,13,13,13,12,13,13,11,12,16,16,15,15,15,14,13,12,11,11,11,11,11,11,11,11,11,11,12,16,16,16,16,0,0,0,0,0,0,0,0
14,perez,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,17,17,15,15,15,15,15,15,15,15,15,15,15,13,13,12,12,11,11,11,11,12,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,0
15,vergne,16,16,16,16,15,14,10,4,6,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,12,11,11,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,13,13,13,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,0
16,maldonado,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,17,17,17,15,14,15,17,17,17,17,17,17,17,17,17,17,17,15,16,15,15,14,14,14,16,15,14,14,14,14,14,14,13,13,13,13,13,13,11,12,12,12,12,12,12,12,12,12,12,0
