,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,barrichello,2,2,2,2,2,2,2,2,3,10,9,8,8,7,6,5,4,4,4,4,4,4,4,4,4,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,button,3,3,3,3,3,3,3,3,2,2,3,7,7,6,5,3,3,3,3,3,3,3,3,3,3,3,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,michael_schumacher,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,trulli,5,5,5,5,5,5,5,5,5,4,4,2,4,13,13,10,8,8,8,8,8,8,8,7,7,7,7,7,7,6,5,9,11,11,11,10,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,coulthard,6,6,6,6,6,6,6,6,6,7,14,13,13,12,12,9,7,7,7,7,7,7,7,6,6,6,6,5,4,5,10,10,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6,sato,7,7,8,8,8,8,8,8,8,6,5,3,2,3,7,14,14,14,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,10,10,15,14,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,montoya,8,8,7,7,7,7,7,7,7,5,6,12,12,11,11,8,6,6,6,6,6,6,6,5,5,5,5,4,3,8,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,webber,9,9,9,9,9,9,9,9,9,8,7,5,5,4,3,4,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,8,11,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,massa,10,10,10,10,10,10,10,10,10,9,8,6,6,5,4,6,13,12,12,12,12,12,12,12,10,10,10,10,10,10,9,8,8,8,8,8,7,7,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,gene,11,11,11,11,11,11,11,11,11,17,17,17,17,17,16,13,12,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,15,15,13,13,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,matta,12,12,12,13,13,13,13,12,12,11,10,9,9,8,9,15,15,15,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,11,12,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
12,pantano,13,14,14,14,15,16,16,16,15,14,13,14,14,16,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
13,alonso,14,13,13,12,12,12,12,13,18,16,16,16,16,15,15,12,11,10,10,10,10,10,10,10,11,14,13,13,13,13,13,13,13,13,13,12,11,10,9,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
14,klien,15,15,15,15,14,14,14,14,13,12,11,10,10,9,10,16,16,16,15,15,15,15,15,15,15,13,14,14,14,14,14,14,14,14,14,14,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
15,heidfeld,16,17,17,17,17,17,17,17,16,15,15,15,15,14,14,11,9,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
16,fisichella,17,16,16,16,16,15,15,15,14,13,12,11,11,10,8,7,5,5,5,5,5,5,5,8,8,8,8,8,8,7,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
17,panis,18,18,18,18,18,18,18,18,17,18,18,18,18,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,bruni,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,0,0,0,0
