,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,heidfeld,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,alonso,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,kubica,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,fisichella,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,webber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,13,16,16,16,16,15,14,14,14,14,13,13,13,13,13,12,12,12,12,12,15,16,17,15,15,15,15,13,13,13,13,13,13,13,13,13,0
7,ralf_schumacher,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,11,11,10,10,8,8,7,7,7,7,7,7,8,7,7,7,7,6,6,6,6,10,9,8,8,8,8,8,8,8,8,8,8,8,0
8,trulli,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,10,13,12,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,8,11,10,10,9,9,9,9,9,9,9,9,9,0
9,sato,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,12,15,15,14,13,13,13,13,12,12,12,12,12,11,11,11,11,10,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,0
10,kovalainen,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,8,7,7,9,10,10,9,9,9,9,9,9,9,8,8,8,9,8,8,8,8,7,8,9,9,10,10,10,10,10,10,10,10,10,0
11,rosberg,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,9,8,8,8,9,9,8,8,8,8,8,8,7,6,6,6,6,11,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,0
12,button,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15,15,14,14,14,14,13,13,12,11,17,17,16,17,17,17,17,17,17,17,16,16,16,16,16,16,18,18,18,17,17,17,15,15,15,15,15,15,15,15,15,0
13,barrichello,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,19,19,19,19,18,18,17,17,16,15,15,15,15,14,14,14,14,14,13,13,14,14,14,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,0
14,wurz,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,15,15,14,14,13,12,12,12,12,15,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,13,0,0,0,0,0,0,0,0,0,0
15,coulthard,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,13,12,11,16,17,16,16,16,15,15,15,15,14,14,13,13,13,11,11,11,11,10,12,14,0,0,0,0,0,0,0,0,0,0
16,speed,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,massa,18,17,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,10,9,9,7,7,7,10,10,10,10,10,10,10,9,9,9,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
18,liuzzi,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,20,20,20,20,20,20,18,18,18,18,18,18,18,18,17,17,17,17,17,17,15,15,16,16,16,16,14,14,14,14,14,14,14,14,14,0
19,albers,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,davidson,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,17,16,17,18,18,18,16,16,16,16,16,16,16,16,0,0
