,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ralf_schumacher,2,2,2,2,2,2,2,2,2,9,8,6,5,4,4,2,2,2,2,2,2,2,2,2,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2,button,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
3,sato,4,4,4,4,4,4,3,3,3,2,2,3,6,6,5,3,3,3,3,3,3,3,3,3,2,2,6,6,6,6,6,6,5,4,4,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4
4,trulli,5,5,5,5,5,5,5,5,5,4,4,7,10,10,9,7,7,7,7,7,7,7,8,8,10,13,12,12,12,12,12,12,12,12,11,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
5,webber,6,6,6,6,6,6,6,6,6,6,9,14,12,12,11,9,8,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,coulthard,7,7,7,7,7,7,7,7,7,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,4,6,5,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,villeneuve,8,8,9,9,9,9,10,10,10,10,10,9,7,7,6,14,13,12,12,12,12,12,12,13,13,12,11,10,9,9,9,9,9,11,13,13,13,13,9,9,9,9,9,9,9,9,9,9,10,10,10,10,0
8,fisichella,9,9,8,8,8,8,8,8,8,7,6,8,11,11,10,12,11,10,10,10,10,10,9,9,8,8,9,11,11,11,11,11,11,10,10,10,9,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
9,alonso,10,10,10,10,10,10,9,9,9,8,7,5,4,5,8,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,8,8,8,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,raikkonen,11,11,11,11,11,11,11,12,12,12,11,10,8,8,14,13,12,11,11,11,11,11,11,11,11,10,10,9,7,7,7,7,7,6,6,7,10,9,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6
11,montoya,12,12,12,12,12,12,12,11,11,11,13,15,13,13,12,10,9,8,8,8,8,9,10,10,9,9,8,8,10,10,10,10,10,9,9,9,8,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
12,barrichello,13,14,14,14,13,13,13,13,13,13,12,11,14,14,13,11,10,9,9,9,9,8,7,7,7,7,7,7,8,8,8,8,8,7,7,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,panis,14,13,13,13,14,14,15,15,16,18,18,16,15,16,16,17,16,15,15,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0
14,heidfeld,15,15,15,15,15,16,16,16,15,15,15,12,17,17,17,16,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,14,14,14,14,14,12,13,13,13,13,13,13,13,13,13,13,13,13,13,0
15,klien,16,16,16,17,17,17,17,17,17,16,16,13,9,9,7,8,17,16,16,15,15,15,15,15,15,15,13,14,14,14,14,14,14,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,0
16,glock,17,17,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0
17,massa,18,18,17,16,16,15,14,14,14,14,14,17,16,15,15,15,14,13,13,13,13,13,13,12,12,11,14,13,13,13,13,13,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
18,bruni,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0
