,0,1,2
0,30,6,1:33.542
1,23,3,1:34.032
2,17,19,1:34.571
3,11,16,1:34.897
4,18,16,1:35.157
5,15,7,1:35.213
6,21,15,1:36.136
7,14,1,1:36.156
8,35,4,1:36.274
9,44,7,1:36.420
10,4,4,1:36.663
11,8,1,1:36.820
12,31,3,1:37.653
13,32,19,1:38.258
14,22,6,1:38.637
15,2,17,1:41.953
16,10,17,1:43.533
17,46,18,1:48.069
18,47,18,3:00.00
19,13,15,3:00.00
