,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
7,897,20,vettel,9,1,1,Finished,110131,217320,324318,431367,537774,644333,751050,857722,964419,1071006,1177722,1284391,1391381,1500704,1628287,1734324,1840563,1946760,2053198,2159656,2266116,2372633,2479242,2586019,2692741,2799109,2905866,3012438,3119385,3225957,3331925,3438113,3544473,3651001,3757424,3863765,3971523,4097338,4202167,4307596,4412830,4518343,4623514,4728753,4834064,4939559,5045423,5150765,5255385,5360477,5464370,5570200,5674838,5779172.0,5886106.0
1,897,3,rosberg,131,3,1,Finished,112117,219806,327535,435107,542480,649904,757508,864770,972651,1082217,1210635,1319383,1427782,1536093,1644956,1753056,1860770,1968823,2077433,2187068,2294753,2402571,2509961,2617186,2724191,2831007,2937889,3044765,3151732,3258636,3365742,3472430,3580766,3708341,3814813,3920476,4026598,4133011,4238612,4344304,4449931,4555264,4661099,4766842,4871921,4976821,5081588,5186479,5291133,5395853,5500311,5604973,5709959,5814481.0,5919756.0
5,897,17,webber,9,2,1,Finished,112830,220852,328436,436582,544381,652398,760821,870473,997591,1105089,1213174,1322024,1430546,1538418,1646668,1754872,1862985,1970616,2078233,2186215,2293330,2400538,2507624,2614607,2721214,2827954,2934717,3041401,3148502,3255468,3362303,3468758,3577009,3704047,3810090,3916618,4022854,4128686,4234441,4340148,4445837,4551373,4656863,4762037,4867012,4971998,5076960,5182067,5286431,5390910,5495375,5600285,5705294,5810596.0,5916935.0
8,897,154,grosjean,208,4,1,Finished,113426,221932,329583,437535,545307,653190,761446,871230,999546,1108170,1216084,1324153,1432437,1540557,1649058,1758841,1868080,1976259,2083522,2190626,2298718,2405830,2513198,2620336,2727611,2834538,2941748,3048758,3155581,3262927,3369877,3477082,3583543,3690031,3797107,3903850,4012452,4138231,4244988,4350517,4455606,4560837,4665883,4770789,4875743,4980604,5085281,5189732,5294085,5398472,5503037,5607549,5712074,5816375.0,5920908.0
0,897,1,hamilton,131,7,1,Finished,114419,223001,330956,438906,546712,654674,764457,892087,1000702,1110438,1219702,1328384,1437791,1546541,1655500,1764724,1873689,1983348,2091760,2199618,2307342,2415258,2523929,2633509,2743854,2853486,2961962,3069571,3178923,3305899,3412542,3519128,3626048,3732925,3840000,3946971,4053586,4160181,4266424,4372855,4478901,4585779,4692764,4799407,4904903,5010503,5115966,5221639,5327436,5434539,5541157,5647412,5753192,5859176.0,5965373.0
9,897,807,hulkenberg,15,14,11,+1 Lap,115211,224077,332168,440508,549003,657375,766160,874704,985334,1113439,1221678,1329951,1438932,1547801,1656586,1765508,1874561,1984091,2093509,2201735,2310088,2418262,2526299,2634776,2744388,2854562,2966069,3094528,3201404,3307981,3415015,3522037,3629110,3737723,3859563,3966588,4073751,4180828,4287553,4394435,4501560,4609015,4715619,4822441,4928966,5035287,5141362,5247444,5353498,5460274,5567391,5672961,5780705,5886670.0,
3,897,13,massa,6,8,1,Finished,116104,225110,333647,442013,550538,659011,767725,876346,984732,1092773,1201117,1309328,1417697,1526196,1634946,1743823,1853052,1964570,2092656,2200631,2308919,2417112,2525130,2634012,2743212,2851544,2959150,3066692,3174410,3282424,3389763,3496831,3604366,3711505,3818366,3925388,4032645,4141933,4268781,4374878,4481166,4587369,4693609,4801620,4910436,5017152,5122994,5228583,5334103,5439921,5545501,5650948,5756613,5862537.0,5968992.0
2,897,4,alonso,6,5,1,Finished,116611,225707,334364,442786,551964,661312,770315,879334,987899,1095725,1204325,1312778,1421116,1529801,1638967,1751052,1878701,1987340,2096035,2205047,2313274,2421135,2528517,2635725,2744789,2853970,2963998,3072121,3179124,3285720,3392335,3498829,3605422,3712457,3819240,3926381,4033404,4141072,4247620,4353987,4460548,4566804,4673552,4781976,4908117,5013807,5118467,5222897,5328005,5433461,5538703,5642312,5746276,5849853.0,5953287.0
12,897,815,perez,1,9,1,Finished,117306,226749,335802,444249,553098,663795,792852,901342,1009945,1118607,1226940,1335420,1443928,1552429,1661056,1769436,1878053,1986742,2095437,2204434,2314332,2423085,2532159,2640484,2748849,2857184,2967795,3096757,3205401,3312799,3419883,3526711,3633455,3740123,3846683,3953283,4059961,4166567,4273182,4379477,4485996,4592459,4698611,4805057,4912106,5019944,5128985,5235472,5341088,5446977,5552412,5658010,5764023,5871016.0,5977304.0
11,897,814,resta,10,6,1,Finished,117835,227577,336517,445276,554059,663367,771984,880961,989725,1098429,1207193,1315888,1424441,1533066,1641884,1750773,1859491,1968103,2076799,2187368,2317320,2425913,2534284,2642794,2751026,2859209,2967868,3075985,3183895,3291528,3399166,3506746,3613899,3721745,3829472,3937061,4044370,4151972,4259111,4366447,4473792,4580997,4688000,4794905,4901326,5007818,5114211,5220558,5326729,5432899,5540590,5646745,5752620,5858494.0,5964280.0
10,897,813,maldonado,3,11,1,Finished,118350,228303,337196,446164,556410,686093,795056,904212,1013247,1122370,1231373,1340073,1448671,1557041,1665581,1774066,1882393,1990633,2099302,2207479,2316065,2424456,2532857,2641186,2751031,2879677,2986695,3096038,3206367,3313715,3420930,3528371,3635671,3743122,3850267,3957526,4064492,4170890,4277943,4384636,4490951,4597842,4704087,4810563,4916835,5023011,5129652,5238730,5346236,5452542,5558905,5664976,5770826,5876565.0,5982095.0
14,897,818,vergne,5,17,11,+1 Lap,119035,229076,337910,446553,555466,664188,772724,881680,990431,1099303,1208133,1317284,1426433,1535505,1645979,1756442,1867844,1996067,2103934,2212046,2320478,2429237,2537799,2646238,2754677,2862752,2970890,3078899,3186663,3294540,3402559,3510317,3618506,3726292,3833663,3940729,4047937,4155504,4263024,4370083,4477257,4584616,4692247,4801031,4909859,5018968,5128575,5238286,5348227,5459452,5575254,5714343,5818860,5923418.0,
17,897,821,gutierrez,15,13,1,Finished,119604,230489,341465,451266,560782,670667,779749,888727,999122,1109982,1219184,1327798,1437331,1546010,1654883,1764173,1873196,1984643,2113116,2220076,2327191,2433943,2541645,2649747,2758074,2866132,2974393,3082316,3190254,3300076,3427272,3534374,3642104,3749031,3855907,3962882,4069965,4177439,4285148,4392366,4499360,4606219,4712193,4818670,4925111,5031706,5137866,5244148,5350400,5458100,5564606,5671045,5777392,5883722.0,5990401.0
4,897,16,sutil,10,10,1,Finished,119923,230961,340526,449657,558597,667439,776610,885140,994709,1103054,1212246,1321197,1429785,1539651,1648630,1758348,1867659,1977900,2086733,2195903,2305166,2414241,2523458,2632974,2742587,2853040,2963588,3075960,3204813,3311995,3418946,3525866,3632564,3739225,3845529,3952421,4059089,4165720,4272249,4378649,4485149,4591647,4697668,4803900,4911537,5019391,5125925,5231534,5337442,5443712,5550159,5656593,5763390,5870349.0,5979363.0
6,897,18,button,1,12,1,Finished,121099,236501,371308,480419,589002,697999,806570,915413,1023584,1132120,1242339,1369991,1478318,1586360,1694358,1802070,1909995,2018009,2125902,2233677,2341410,2449109,2556667,2664326,2772808,2880884,2988801,3097595,3207117,3314926,3422403,3529989,3637474,3744962,3852571,3959850,4066671,4173685,4280624,4387635,4494149,4600800,4707136,4813715,4920118,5026786,5133243,5240149,5348738,5456898,5563358,5669723,5776160,5882783.0,5989873.0
13,897,817,ricciardo,5,16,11,+1 Lap,121208,233589,342411,451692,561395,671414,782252,911746,1020238,1128968,1237978,1346589,1455095,1563861,1672738,1781172,1889424,1998379,2106850,2215197,2323559,2431888,2540497,2648654,2756859,2865444,2975717,3086447,3215618,3322861,3430258,3537340,3644354,3751304,3858363,3965474,4072219,4179029,4286209,4393430,4500685,4608045,4714479,4821011,4927325,5033367,5139602,5245721,5351969,5459844,5568442,5677120,5784336,5891436.0,
18,897,822,bottas,3,15,11,+1 Lap,121705,235964,346673,456900,567079,678068,788218,897530,1007092,1116151,1225005,1333822,1442710,1551268,1659923,1768412,1877191,1985746,2094791,2203547,2312052,2422378,2531185,2641815,2771773,2878782,2985875,3093051,3199747,3306957,3414287,3521197,3627971,3734956,3842011,3949630,4056905,4163797,4270456,4376972,4483811,4590273,4696277,4802715,4912946,5044251,5149351,5254035,5361472,5466084,5571907,5677787,5782762,5887113.0,
15,897,819,pic,207,19,11,+1 Lap,122091,234771,344806,455049,565638,676449,787081,900991,1032462,1142543,1252181,1361804,1471707,1581475,1691358,1801125,1911859,2021882,2131663,2241720,2351745,2462116,2573725,2684129,2794036,2904294,3014821,3124923,3234654,3345050,3454533,3566438,3699241,3807639,3917206,4025975,4135812,4245878,4355576,4463195,4570364,4677536,4784390,4891376,4998362,5105122,5212056,5318560,5425305,5531737,5638520,5745388,5852553,5959054.0,
19,897,823,garde,207,18,11,+1 Lap,122437,235382,345648,455779,566474,677557,791544,923591,1033891,1144076,1254095,1363626,1473433,1583293,1693153,1803397,1913288,2022960,2132820,2242661,2352603,2462621,2572198,2681834,2790844,2900123,3009406,3118699,3228585,3337706,3446912,3555986,3667135,3798968,3907135,4015094,4122531,4229923,4337368,4444493,4553006,4660448,4768871,4877930,4985384,5092931,5199931,5306523,5413529,5520150,5626964,5734493,5841334,5947945.0,
20,897,824,jules_bianchi,206,20,12,+2 Laps,123562,236687,347486,458133,570934,704759,816434,928183,1039474,1150328,1261094,1372347,1483115,1594257,1705201,1815641,1926145,2036684,2147061,2257579,2367725,2478018,2589956,2700549,2810763,2921282,3031662,3142147,3253680,3367090,3482376,3616421,3728037,3836849,3945465,4056283,4168206,4277473,4388881,4497889,4610718,4719055,4827483,4935462,5043797,5154386,5262165,5370102,5477756,5586145,5694079,5801698,5909356,,
