,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,kubica,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,fisichella,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,8,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,heidfeld,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,rosberg,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,alonso,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,button,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,6,6,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,8,8,8,8,8,8,8,8,7,6,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,barrichello,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
10,ralf_schumacher,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,16,14,14,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
11,webber,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
12,coulthard,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
13,speed,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,11,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,wurz,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
15,sato,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,18,18,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
16,albers,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,sutil,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,15,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
18,davidson,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,kovalainen,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,19,19,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
