,0,1,2
0,1,131,1:32.237
1,20,6,1:32.298
2,8,6,1:32.307
3,822,131,1:32.616
4,817,9,1:33.494
5,839,10,1:34.145
6,807,4,1:34.215
7,154,210,1:34.250
8,844,15,1:34.255
9,815,10,1:34.525
10,832,4,1:34.566
11,825,210,1:34.732
12,842,5,1:34.850
13,843,5,1:35.206
14,830,9,1:34.766
15,4,1,1:35.294
16,845,3,1:35.362
17,840,3,1:35.480
18,828,15,1:35.536
19,838,1,1:35.735
