,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,1062,1,hamilton,131,2,1,Finished,118069,287089,1893962.0,2003674.0,2106906.0,2190543.0,2276140.0,2361876.0,2447586.0,2532552.0,2617789.0,2703210.0,2788465.0,2875237.0,2960851.0,3044070.0,3127502.0,3211098.0,3297765.0,3397232.0,3478763.0,3559839.0,3644025.0,3724634.0,3805857.0,3888669.0,3970203.0,4052797.0,4135908.0,4218999.0,4301976.0,4383572.0,4464994.0,4546231.0,4627725.0,4708899.0,4790483.0,4872584.0,4954233.0,5035672.0,5117284.0,5198793.0,5280421.0,5362154.0,5444461.0,5526415.0,5610647.0,5707584.0,5786299.0,5865327.0,5944431.0,6024083.0,6104427.0,6184977.0,6267515.0,6348670.0,6430877.0,6512178.0,6593494.0,6675219.0,6756974.0,6838360.0,6920930.0,7002617.0,7083426.0,7166376.0,7246855.0,7326161.0,7405824.0,7485935.0
7,1062,839,ocon,214,1,1,Finished,119634,289290,1880137.0,2003849.0,2088424.0,2172798.0,2256957.0,2341341.0,2425397.0,2509501.0,2593484.0,2677391.0,2761213.0,2845259.0,2929388.0,3013479.0,3097592.0,3181288.0,3264870.0,3348772.0,3432510.0,3516094.0,3599805.0,3683083.0,3766407.0,3849521.0,3932402.0,4015154.0,4097965.0,4181008.0,4264000.0,4346942.0,4429805.0,4512988.0,4595881.0,4678697.0,4763768.0,4863969.0,4945731.0,5027570.0,5109482.0,5191609.0,5273413.0,5355435.0,5437360.0,5519657.0,5602116.0,5684886.0,5767319.0,5849151.0,5931037.0,6012821.0,6094538.0,6175959.0,6257537.0,6339208.0,6420901.0,6502495.0,6584081.0,6665632.0,6747332.0,6829018.0,6911107.0,6992536.0,7074039.0,7155630.0,7237317.0,7319259.0,7401114.0,7483199.0
3,1062,20,vettel,117,20,2,Disqualified,121406,292816,1880768.0,2004703.0,2089600.0,2173999.0,2258578.0,2342806.0,2426889.0,2510697.0,2594718.0,2678545.0,2762490.0,2846472.0,2930590.0,3014723.0,3098438.0,3182230.0,3266110.0,3349997.0,3433556.0,3517230.0,3600523.0,3684215.0,3767930.0,3851048.0,3934137.0,4016966.0,4100033.0,4183280.0,4266274.0,4349277.0,4432333.0,4515329.0,4598501.0,4683874.0,4782681.0,4864920.0,4946793.0,5028668.0,5110344.0,5192909.0,5274633.0,5356429.0,5438675.0,5520911.0,5602972.0,5685474.0,5768034.0,5850218.0,5932203.0,6014009.0,6095484.0,6177258.0,6258722.0,6340366.0,6422173.0,6503664.0,6585349.0,6666808.0,6748365.0,6829936.0,6911922.0,6993714.0,7075492.0,7157215.0,7238970.0,7320769.0,7402632.0,7485058.0
6,1062,832,sainz,6,3,1,Finished,123261,294667,1881794.0,2009247.0,2095640.0,2181786.0,2266809.0,2351561.0,2436398.0,2521276.0,2606002.0,2690725.0,2775456.0,2860079.0,2944458.0,3028818.0,3113059.0,3197608.0,3282128.0,3366686.0,3450935.0,3534998.0,3617586.0,3699484.0,3781640.0,3864853.0,3946993.0,4029274.0,4111718.0,4194288.0,4276691.0,4361407.0,4462312.0,4544205.0,4626089.0,4707822.0,4789403.0,4871165.0,4952796.0,5034422.0,5116067.0,5197645.0,5279472.0,5361098.0,5443287.0,5525295.0,5607366.0,5689558.0,5772012.0,5854207.0,5937478.0,6019563.0,6101669.0,6183092.0,6264641.0,6346378.0,6428089.0,6509889.0,6591546.0,6673168.0,6755041.0,6836795.0,6918639.0,7000668.0,7082871.0,7166229.0,7250513.0,7332884.0,7415095.0,7498217.0
13,1062,852,tsunoda,213,6,1,Finished,125307,298124,1882641.0,2008706.0,2094913.0,2180865.0,2266009.0,2350386.0,2434799.0,2519849.0,2604570.0,2689146.0,2773798.0,2858270.0,2942698.0,3026864.0,3111461.0,3195680.0,3280442.0,3365119.0,3449507.0,3535975.0,3636255.0,3719942.0,3802820.0,3885957.0,3968747.0,4051796.0,4134933.0,4218110.0,4301246.0,4386153.0,4470102.0,4553461.0,4636540.0,4719649.0,4802746.0,4885928.0,4969384.0,5052554.0,5135714.0,5218440.0,5300890.0,5383602.0,5466389.0,5549240.0,5631922.0,5714714.0,5800461.0,5883436.0,5966120.0,6048778.0,6131933.0,6214626.0,6297333.0,6379957.0,6462728.0,6545692.0,6628679.0,6711764.0,6794696.0,6877524.0,6970875.0,7054676.0,7138321.0,7221889.0,7306212.0,7389957.0,7474320.0,7559002.0
12,1062,849,latifi,3,7,1,Finished,126501,300569,1883445.0,2007991.0,2093966.0,2179785.0,2264984.0,2349558.0,2434066.0,2518526.0,2603137.0,2687680.0,2772316.0,2856645.0,2941044.0,3025341.0,3109796.0,3194136.0,3278691.0,3363488.0,3448092.0,3532768.0,3618980.0,3721700.0,3804845.0,3888341.0,3972470.0,4056099.0,4139618.0,4223268.0,4306703.0,4390139.0,4473836.0,4557502.0,4640748.0,4724073.0,4807349.0,4890779.0,4974260.0,5059270.0,5142760.0,5225906.0,5309171.0,5392371.0,5475717.0,5558980.0,5642288.0,5725632.0,5808871.0,5892169.0,5975377.0,6058985.0,6142296.0,6225664.0,6309090.0,6392528.0,6475901.0,6559093.0,6641976.0,6724992.0,6808169.0,6891000.0,6974935.0,7058517.0,7142025.0,7225560.0,7309173.0,7392960.0,7476635.0,7561109.0
1,1062,4,alonso,214,4,1,Finished,128062,304443,1889733.0,2010238.0,2096576.0,2182440.0,2268276.0,2353222.0,2438290.0,2523552.0,2608897.0,2693968.0,2779767.0,2864087.0,2948369.0,3032549.0,3116511.0,3200594.0,3285087.0,3368964.0,3452966.0,3536939.0,3619890.0,3702515.0,3785127.0,3867509.0,3950109.0,4032708.0,4115333.0,4197847.0,4280422.0,4362610.0,4445387.0,4528196.0,4610834.0,4693261.0,4776085.0,4859020.0,4944514.0,5044243.0,5124602.0,5205606.0,5286534.0,5367451.0,5448982.0,5530418.0,5611834.0,5693213.0,5774407.0,5855733.0,5938150.0,6020472.0,6102594.0,6184351.0,6266688.0,6348001.0,6430139.0,6511408.0,6592836.0,6674480.0,6756272.0,6837911.0,6920152.0,7002084.0,7085072.0,7167535.0,7251202.0,7333611.0,7415939.0,7498850.0
11,1062,847,russell,3,8,1,Finished,129639,308208,1890179.0,2011234.0,2098107.0,2184047.0,2269814.0,2355124.0,2440397.0,2525829.0,2611021.0,2696117.0,2781719.0,2866750.0,2951431.0,3035924.0,3120569.0,3205337.0,3290364.0,3375234.0,3461626.0,3563757.0,3647427.0,3731504.0,3815141.0,3899384.0,3984007.0,4068448.0,4153128.0,4238150.0,4322619.0,4407232.0,4491233.0,4574424.0,4657452.0,4740904.0,4824281.0,4907888.0,4991580.0,5075073.0,5158520.0,5241920.0,5325346.0,5408551.0,5492108.0,5575604.0,5659118.0,5742296.0,5825710.0,5908822.0,5992156.0,6075376.0,6158776.0,6241831.0,6324696.0,6407382.0,6490077.0,6572588.0,6655162.0,6737742.0,6820188.0,6902300.0,6984449.0,7066586.0,7148762.0,7230961.0,7313659.0,7396332.0,7478873.0,7562293.0
5,1062,830,max_verstappen,9,9,1,Finished,130591,324695,1893824.0,2014042.0,2101215.0,2187629.0,2273695.0,2359549.0,2445456.0,2531262.0,2616649.0,2702118.0,2787261.0,2872302.0,2956781.0,3040613.0,3124748.0,3209019.0,3293341.0,3380347.0,3481878.0,3566011.0,3649556.0,3733295.0,3817305.0,3901299.0,3985713.0,4070241.0,4155146.0,4239880.0,4324397.0,4409024.0,4494503.0,4578429.0,4661684.0,4744448.0,4827925.0,4911076.0,4994206.0,5079382.0,5177871.0,5258885.0,5339830.0,5420994.0,5502512.0,5583866.0,5665081.0,5746587.0,5829199.0,5911263.0,5994108.0,6077357.0,6160547.0,6243750.0,6326793.0,6409839.0,6492743.0,6575803.0,6658533.0,6739963.0,6821455.0,6903324.0,6985372.0,7067645.0,7149944.0,7232186.0,7314710.0,7397536.0,7480182.0,7563443.0
2,1062,8,raikkonen,51,10,11,+1 Lap,130748,311370,1890867.0,2011851.0,2099006.0,2184893.0,2270873.0,2356354.0,2441416.0,2527021.0,2612166.0,2697328.0,2782956.0,2868125.0,2955612.0,3071774.0,3155107.0,3238350.0,3321515.0,3405248.0,3488747.0,3572705.0,3655711.0,3738765.0,3822093.0,3905357.0,3988953.0,4072705.0,4157136.0,4242239.0,4326059.0,4410014.0,4495177.0,4580876.0,4663951.0,4746897.0,4830352.0,4913431.0,4996674.0,5079802.0,5162820.0,5245875.0,5328938.0,5412119.0,5495303.0,5578794.0,5662209.0,5745640.0,5828945.0,5913301.0,5996793.0,6080055.0,6166188.0,6268370.0,6350136.0,6432414.0,6514036.0,6595554.0,6677342.0,6759620.0,6841937.0,6923925.0,7006125.0,7088007.0,7169928.0,7254616.0,7336762.0,7418617.0,7500261.0,
