,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
10,139,30,michael_schumacher,6,2,1,Finished,79324,153455,228059,302288,377004,451329,525790,600498,675046,749605,824128,898488,972789,1046708,1120561,1194286,1267815,1341474,1415051,1488370,1561631,1635900,1708884,1783337,1856095,1928849,2024770,2103078.0,2177061.0,2251541.0,2325759.0,2399886.0,2474313.0,2549495.0,2624187.0,2699416.0,2773385.0,2847202.0,2920753.0,2994204.0,3067927.0,3141487.0,3214956.0,3288601.0,3361867.0,3434727.0,3508003.0,3581308.0,3677852.0,3755767.0,3829761.0,3904707.0,3979297.0,4053660.0,4127955.0,4202327.0,4276891.0,4352270.0,4427060.0,4501251.0,4575508.0,4650112.0,4723743.0,4797179.0,4870607.0,4944206.0,5017469.0,5091138.0,5164429.0,5237570.0,5311473.0,5388050.0,5467945.0
8,139,22,barrichello,6,1,1,Finished,80231,154679,229209,303612,378152,452478,526961,601456,676098,750592,824939,899250,973723,1047949,1121864,1195590,1269287,1343158,1416553,1489971,1563245,1637063,1710367,1784634,1858794,1931579,2004317,2099787.0,2177988.0,2251801.0,2326008.0,2400257.0,2474914.0,2549851.0,2625115.0,2699946.0,2774433.0,2848267.0,2922076.0,2995563.0,3069113.0,3142885.0,3217115.0,3290804.0,3364584.0,3437743.0,3510941.0,3584292.0,3658173.0,3754454.0,3833063.0,3906708.0,3980362.0,4054875.0,4128907.0,4203418.0,4278439.0,4353580.0,4429062.0,4503985.0,4578269.0,4652610.0,4727008.0,4800883.0,4874150.0,4947155.0,5020846.0,5094627.0,5168527.0,5241400.0,5314216.0,5388556.0,5467934.0
3,139,14,coulthard,1,3,1,Finished,81579,156458,231453,306685,381934,457023,532678,608230,683715,759257,834566,909860,985020,1060539,1135631,1210558,1285325,1360264,1435021,1509433,1583803,1658211,1732663,1807435,1881670,1955737,2029880,2104799.0,2179589.0,2253818.0,2328611.0,2402701.0,2476743.0,2551069.0,2626387.0,2700869.0,2775760.0,2849401.0,2922884.0,2996574.0,3070055.0,3169273.0,3248528.0,3322957.0,3397401.0,3472022.0,3546848.0,3621468.0,3696752.0,3771391.0,3845980.0,3920389.0,3994717.0,4069184.0,4143914.0,4218408.0,4292671.0,4366933.0,4441228.0,4515373.0,4589515.0,4663557.0,4737605.0,4811563.0,4885428.0,4959252.0,5033415.0,5107226.0,5180952.0,5254712.0,5328256.0,5401936.0,5475733.0
9,139,23,ralf_schumacher,3,16,12,+2 Laps,83160,270543,350885,425299,500603,575738,651081,726789,802348,877798,953499,1028904,1104432,1179791,1255253,1331707,1407797,1484571,1560687,1638352,1713769,1789233,1864969,1940418,2016219,2092657,2168381,2242868.0,2319609.0,2394583.0,2470708.0,2546993.0,2622996.0,2698022.0,2771679.0,2845090.0,2918795.0,2992278.0,3066257.0,3141273.0,3217341.0,3291439.0,3391002.0,3470939.0,3549223.0,3623597.0,3699048.0,3774417.0,3849159.0,3924414.0,3999574.0,4074847.0,4149998.0,4225217.0,4302024.0,4376749.0,4452624.0,4527586.0,4602813.0,4677502.0,4752768.0,4827469.0,4902161.0,4976610.0,5051646.0,5126971.0,5201068.0,5276309.0,5351293.0,5431575.0,5504835.0,,
11,139,31,montoya,3,4,1,Finished,83201,161782,237232,313285,388901,464747,540416,616206,691896,768077,843354,918613,993967,1069397,1145117,1220890,1295882,1370647,1444900,1519285,1593533,1667409,1741266,1815274,1889164,1962883,2036613,2110126.0,2184136.0,2257567.0,2331855.0,2432530.0,2511506.0,2585832.0,2660269.0,2734693.0,2809244.0,2884022.0,2958592.0,3033440.0,3108394.0,3182997.0,3257825.0,3332466.0,3407240.0,3481783.0,3556324.0,3631053.0,3705878.0,3780696.0,3854844.0,3929270.0,4003759.0,4078017.0,4152273.0,4226723.0,4300729.0,4375517.0,4450128.0,4524093.0,4598289.0,4672166.0,4745853.0,4819186.0,4892472.0,4965718.0,5038627.0,5111710.0,5185123.0,5258607.0,5331626.0,5404424.0,5477845.0
4,139,15,trulli,4,5,1,Finished,83620,158439,233563,308554,383562,458712,534110,609446,684744,760248,835674,911123,986299,1061670,1136782,1211860,1286651,1361800,1436625,1511246,1585885,1660498,1734864,1809456,1884020,1958245,2032271,2106737.0,2208163.0,2289811.0,2366120.0,2442063.0,2518145.0,2595163.0,2671150.0,2746729.0,2822341.0,2897757.0,2973045.0,3048453.0,3123855.0,3200469.0,3276113.0,3351834.0,3427376.0,3503504.0,3578741.0,3654150.0,3729930.0,3805176.0,3881006.0,3956355.0,4031543.0,4106437.0,4181247.0,4255948.0,4330489.0,4405024.0,4480076.0,4554663.0,4629148.0,4703532.0,4777877.0,4852104.0,4926251.0,5000427.0,5074678.0,5148768.0,5222983.0,5297347.0,5372010.0,5448397.0,5524781.0
1,139,8,raikkonen,1,17,5,Engine,84355,160010,235209,310912,386536,462116,537646,613092,688675,764177,839359,915084,991459,1068351,1144545,1220876,1297397,1373256,1448834,1524329,1599836,1674898,1750490,1825611,1900698,1975553,2050479,2125460.0,2200282.0,2275216.0,2350086.0,2424790.0,2499287.0,2573880.0,2648614.0,2722711.0,2796638.0,2870890.0,2945136.0,3019689.0,3093530.0,3167349.0,3268378.0,3348723.0,3424385.0,3499750.0,3575105.0,3650384.0,3726133.0,3801532.0,,,,,,,,,,,,,,,,,,,,,,,
12,139,35,villeneuve,16,6,1,Finished,84742,161294,236535,312100,387776,463175,538667,614083,689767,765097,840293,915810,991372,1066620,1141441,1216047,1290551,1365043,1439473,1513792,1588097,1662259,1736249,1810449,1910074,1990222,2064946,2139772.0,2214642.0,2289959.0,2366799.0,2442374.0,2518197.0,2593475.0,2668593.0,2743381.0,2817912.0,2892829.0,2967398.0,3041782.0,3116250.0,3190813.0,3264994.0,3339084.0,3413206.0,3487340.0,3561352.0,3635200.0,3709705.0,3783652.0,3881524.0,3961748.0,4036320.0,4110902.0,4185380.0,4260124.0,4335071.0,4410170.0,4484867.0,4559439.0,4634138.0,4708676.0,4783351.0,4857717.0,4931872.0,5006124.0,5080272.0,5154263.0,5228421.0,5302640.0,5376797.0,5450967.0,5526146.0
0,139,2,heidfeld,15,9,11,+1 Lap,85604,162639,238559,314650,390799,466799,543247,619452,695666,772091,848192,924217,1000121,1075928,1151495,1227170,1302749,1378196,1453649,1528971,1604157,1679162,1754060,1828951,1903554,1978305,2052862,2151392.0,2231063.0,2305833.0,2380971.0,2456187.0,2531408.0,2606718.0,2682164.0,2757375.0,2832650.0,2907759.0,2982917.0,3058020.0,3133161.0,3208131.0,3283155.0,3358207.0,3433248.0,3509345.0,3585421.0,3685558.0,3766439.0,3841712.0,3917153.0,3992615.0,4068520.0,4145726.0,4221213.0,4296759.0,4372186.0,4447699.0,4523065.0,4599528.0,4675033.0,4750445.0,4825588.0,4900581.0,4975520.0,5050618.0,5125649.0,5200797.0,5275871.0,5350803.0,5425725.0,5500702.0,
7,139,21,fisichella,17,7,11,+1 Lap,86270,163241,239210,315461,391627,468030,544562,620933,697689,774564,851195,927572,1004012,1080105,1156019,1231817,1307870,1383778,1459267,1534444,1609711,1684852,1759833,1834817,1909752,1984518,2059263,2133925.0,2208680.0,2282983.0,2357454.0,2431606.0,2505725.0,2579750.0,2654082.0,2728222.0,2828965.0,2909936.0,2985059.0,3060616.0,3136175.0,3211966.0,3288143.0,3366798.0,3442801.0,3518696.0,3594941.0,3671369.0,3747355.0,3823473.0,3899091.0,3975502.0,4052353.0,4130021.0,4205771.0,4281135.0,4356093.0,4431101.0,4506211.0,4581035.0,4655876.0,4730707.0,4805822.0,4880577.0,4955068.0,5029418.0,5103461.0,5177685.0,5252378.0,5326757.0,5403055.0,5479142.0,
