,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,139,30,michael_schumacher,6,2,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20453,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19679.0,1313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1,139,22,barrichello,6,1,1,Finished,907,1224,1150,1324,1148,1149,1171,958,1052,987,811,762,934,1241,1303,1304,1472,1684,1502,1601,1614,1163,1483,1297,2699,2730,0,0.0,927.0,260.0,249.0,371.0,601.0,356.0,928.0,530.0,1048.0,1065.0,1323.0,1359.0,1186.0,1398.0,2159.0,2203.0,2717.0,3016.0,2938.0,2984.0,0.0,0.0,3302.0,2001.0,1065.0,1215.0,952.0,1091.0,1548.0,1310.0,2002.0,2734.0,2761.0,2498.0,3265.0,3704.0,3543.0,2949.0,3377.0,3489.0,4098.0,3830.0,2743.0,506.0,0.0
2,139,14,coulthard,1,3,1,Finished,2255,3003,3394,4397,4930,5694,6888,7732,8669,9652,10438,11372,12231,13831,15070,16272,17510,18790,19970,21063,22172,22311,23779,24098,25575,26888,25563,5012.0,2528.0,2277.0,2852.0,2815.0,2430.0,1574.0,2200.0,1453.0,2375.0,2199.0,2131.0,2370.0,2128.0,27786.0,33572.0,34356.0,35534.0,37295.0,38845.0,40160.0,38579.0,16937.0,16219.0,15682.0,15420.0,15524.0,15959.0,16081.0,15780.0,14663.0,14168.0,14122.0,14007.0,13445.0,13862.0,14384.0,14821.0,15046.0,15946.0,16088.0,16523.0,17142.0,16783.0,13886.0,7799.0
3,139,23,ralf_schumacher,3,16,12,+2 Laps,3836,117088,122826,123011,123599,124409,125291,126291,127302,128193,129371,130416,131643,133083,134692,137421,139982,143097,145636,149982,152138,153333,156085,157081,160124,163808,164064,143081.0,142548.0,143042.0,144949.0,147107.0,148683.0,148527.0,147492.0,145674.0,145410.0,145076.0,145504.0,147069.0,149414.0,149952.0,176046.0,182338.0,187356.0,188870.0,191045.0,193109.0,190986.0,169960.0,169813.0,170140.0,170701.0,171557.0,174069.0,174422.0,175733.0,175316.0,175753.0,176251.0,177260.0,177357.0,178418.0,179431.0,181039.0,182765.0,183599.0,185171.0,186864.0,194005.0,193362.0,,
4,139,31,montoya,3,4,1,Finished,3877,8327,9173,10997,11897,13418,14626,15708,16850,18472,19226,20125,21178,22689,24556,26604,28067,29173,29849,30915,31902,31509,32382,31937,33069,34034,32296,10339.0,7075.0,6026.0,6096.0,32644.0,37193.0,36337.0,36082.0,35277.0,35859.0,36820.0,37839.0,39236.0,40467.0,41510.0,42869.0,43865.0,45373.0,47056.0,48321.0,49745.0,47705.0,26242.0,25083.0,24563.0,24462.0,24357.0,24318.0,24396.0,23838.0,23247.0,23068.0,22842.0,22781.0,22054.0,22110.0,22007.0,21865.0,21512.0,21158.0,20572.0,20694.0,21037.0,20153.0,16374.0,9911.0
5,139,15,trulli,4,5,1,Finished,4296,4984,5504,6266,6558,7383,8320,8948,9698,10643,11546,12635,13510,14962,16221,17574,18836,20326,21574,22876,24254,24598,25980,26119,27925,29396,27954,6950.0,31102.0,38270.0,40361.0,42177.0,43832.0,45668.0,46963.0,47313.0,48956.0,50555.0,52292.0,54249.0,55928.0,58982.0,61157.0,63233.0,65509.0,68777.0,70738.0,72842.0,71757.0,50722.0,51245.0,51648.0,52246.0,52777.0,53292.0,53621.0,53598.0,52754.0,53016.0,53412.0,53640.0,53420.0,54134.0,54925.0,55644.0,56221.0,57209.0,57630.0,58554.0,59777.0,60537.0,60347.0,56847.0
6,139,8,raikkonen,1,17,5,Engine,5031,6555,7150,8624,9532,10787,11856,12594,13629,14572,15231,16596,18670,21643,23984,26590,29582,31782,33783,35959,38205,38998,41606,42274,44603,46704,46162,25673.0,23221.0,23675.0,24327.0,24904.0,24974.0,24385.0,24427.0,23295.0,23253.0,23688.0,24383.0,25485.0,25603.0,25862.0,53422.0,60122.0,62518.0,65023.0,67102.0,69076.0,67960.0,47078.0,,,,,,,,,,,,,,,,,,,,,,,
7,139,35,villeneuve,16,6,1,Finished,5418,7839,8476,9812,10772,11846,12877,13585,14721,15492,16165,17322,18583,19912,20880,21761,22736,23569,24422,25422,26466,26359,27365,27112,53979,61373,60629,39985.0,37581.0,38418.0,41040.0,42488.0,43884.0,43980.0,44406.0,43965.0,44527.0,45627.0,46645.0,47578.0,48323.0,49326.0,50038.0,50483.0,51339.0,52613.0,53349.0,53892.0,51532.0,29198.0,51763.0,57041.0,57023.0,57242.0,57425.0,57797.0,58180.0,57900.0,57807.0,58188.0,58630.0,58564.0,59608.0,60538.0,61265.0,61918.0,62803.0,63125.0,63992.0,65070.0,65324.0,62917.0,58212.0
8,139,2,heidfeld,15,9,11,+1 Lap,6280,9184,10500,12362,13795,15470,17457,18954,20620,22486,24064,25729,27332,29220,30934,32884,34934,36722,38598,40601,42526,43262,45176,45614,47459,49456,48545,51605.0,54002.0,54292.0,55212.0,56301.0,57095.0,57223.0,57977.0,57959.0,59265.0,60557.0,62164.0,63816.0,65234.0,66644.0,68199.0,69606.0,71381.0,74618.0,77418.0,104250.0,108266.0,87258.0,87392.0,87908.0,89223.0,92066.0,93258.0,94432.0,95295.0,95429.0,96005.0,98277.0,99525.0,100333.0,101845.0,103402.0,104913.0,106412.0,108180.0,109659.0,111442.0,113233.0,114252.0,112652.0,
9,139,21,fisichella,17,7,11,+1 Lap,6946,9786,11151,13173,14623,16701,18772,20435,22643,24959,27067,29084,31223,33397,35458,37531,40055,42304,44216,46074,48080,48952,50949,51480,53657,55669,54946,34138.0,31619.0,31442.0,31695.0,31720.0,31412.0,30255.0,29895.0,28806.0,55580.0,62734.0,64306.0,66412.0,68248.0,70479.0,73187.0,78197.0,80934.0,83969.0,86938.0,90061.0,89182.0,69019.0,69330.0,70795.0,73056.0,76361.0,77816.0,78808.0,79202.0,78831.0,79151.0,79784.0,80368.0,80595.0,82079.0,83398.0,84461.0,85212.0,85992.0,86547.0,87949.0,89187.0,91582.0,91092.0,
