,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,kovalainen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,barrichello,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,5,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,vettel,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,15,16,16,16,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,rosberg,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,2,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,alonso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,10,10,10,9,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,button,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,7,6,9,11,11,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,webber,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7,5,5,4,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,heidfeld,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,9,8,8,7,4,4,11,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,10,10,9,9,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
10,kubica,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
11,sutil,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,9,9,8,6,5,9,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10
12,fisichella,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,11,10,10,8,8,8,8,8,8,8,8,8,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,nakajima,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,10,10,10,10,10,10,10,14,14,14,14,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0
14,trulli,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
15,alguersuari,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,18,18,17,17,17,17,15,15,15,15,15,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,badoer,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
17,grosjean,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,16,16,18,17,17,17,16,15,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,glock,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,16,16,16,16,17,17,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
