,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,11,1,hamilton,1,2,1,Finished,107572,209379,310525,410926,511506,611316,711373,811357,911363,1011427,1111433,1211319,1311362,1410817,1510613,1626857,1733448,1834503,1935125,2035460,2135882,2236207,2336389,2436541.0,2537245.0,2636874.0,2736575.0,2836567.0,2936358.0,3036163.0,3135609.0,3235132.0,3334952.0,3434637.0,3534445.0,3634323.0,3754117.0,3859645.0,3960097.0,4060292.0,4160649.0,4260829.0,4361011.0,4461462.0,4561505.0,4661095.0,4760775.0,4860169.0,4959725.0,5058952.0,5158346.0,5257635.0,5356884.0,5456071.0,5555457.0,5654591.0,5753647.0
4,11,5,kovalainen,1,4,1,Finished,109075,211260,312645,413614,514596,615342,716018,816646,916847,1017201,1117249,1217660,1317613,1417613,1518180,1618169,1733866,1839699,1941287,2042614,2143519,2244306,2344454,2444522.0,2544881.0,2645015.0,2745065.0,2845195.0,2945126.0,3045064.0,3145289.0,3244974.0,3344676.0,3444687.0,3544890.0,3644940.0,3744602.0,3859327.0,3966305.0,4068334.0,4169978.0,4270902.0,4371651.0,4472442.0,4572439.0,4672613.0,4773057.0,4873263.0,4973224.0,5073175.0,5172765.0,5272682.0,5372533.0,5472221.0,5572219.0,5671560.0,5771321.0
15,11,22,barrichello,23,1,1,Finished,110022,212857,314557,415668,516418,617044,717883,818409,918940,1019125,1119299,1219437,1319595,1419550,1519474,1619422,1719384,1818811,1918310,2033778,2139127,2239630,2340033,2440142.0,2540504.0,2640893.0,2740942.0,2840752.0,2940506.0,3040285.0,3139982.0,3239659.0,3339147.0,3438568.0,3538655.0,3638009.0,3737683.0,3836754.0,3935744.0,4049917.0,4154574.0,4254360.0,4354758.0,4454699.0,4554667.0,4654553.0,4754080.0,4853737.0,4953373.0,5052973.0,5152671.0,5252139.0,5351587.0,5451032.0,5550662.0,5650682.0,5751289.0
6,11,8,raikkonen,6,3,1,Finished,110472,213344,315294,416488,517593,618723,719313,820224,920798,1021413,1121919,1222362,1322710,1423172,1523677,1623888,1723753,1823630,1939365,2047130,2148772,2249453,2349928,2450267.0,2550610.0,2650837.0,2751036.0,2851078.0,2950929.0,3050712.0,3150502.0,3250310.0,3349968.0,3449599.0,3549476.0,3649633.0,3748909.0,3848391.0,3947598.0,4061647.0,4167838.0,4267770.0,4367781.0,4467787.0,4567588.0,4667861.0,4767792.0,4867621.0,4967652.0,5067661.0,5167170.0,5266476.0,5365989.0,5466380.0,5566472.0,5666269.0,5767283.0
13,11,20,vettel,9,20,5,Engine,111095,214127,316259,417720,519188,620107,721052,821757,922295,1022794,1123355,1223884,1323876,1424313,1524603,1641430,1763598,1869273,1970928,2072373,2174281,2275712,2377282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,3,rosberg,3,5,1,Finished,111834,214845,317066,418575,520185,621688,722731,823680,924317,1025362,1125987,1226606,1327002,1427244,1527481,1628258,1728365,1828263,1928153,2044510,2150466,2251528,2352300,2453069.0,2553912.0,2654879.0,2755563.0,2856329.0,2956898.0,3057433.0,3157796.0,3257900.0,3357989.0,3457913.0,3557749.0,3657531.0,3757304.0,3857598.0,3957327.0,4058048.0,4157499.0,4257223.0,4371425.0,4476062.0,4576404.0,4676481.0,4776416.0,4876422.0,4976472.0,5075859.0,5175256.0,5274585.0,5374142.0,5473935.0,5573292.0,5672680.0,5772159.0
3,11,4,alonso,4,6,1,Finished,112586,215293,317714,419679,521300,622653,724488,825383,926042,1026590,1127185,1227652,1327877,1428133,1528581,1629311,1746138,1851838,1952959,2054514,2155587,2256526,2358091,2459299.0,2559938.0,2660607.0,2761116.0,2861396.0,2961580.0,3061884.0,3161770.0,3261601.0,3361479.0,3461414.0,3561425.0,3661301.0,3761311.0,3862272.0,3962055.0,4062193.0,4161886.0,4275496.0,4379771.0,4479949.0,4579814.0,4679308.0,4779135.0,4878756.0,4978897.0,5078463.0,5178510.0,5278018.0,5377558.0,5477239.0,5577023.0,5677429.0,5779033.0
12,11,18,button,23,7,1,Finished,113743,216824,319473,421978,525034,626787,728170,829427,930548,1031493,1131969,1232789,1333005,1433272,1533310,1633122,1734413,1836195,1952355,2057613,2159830,2261931,2363771,2465096.0,2566215.0,2667032.0,2767795.0,2868449.0,2969091.0,3069936.0,3170295.0,3270111.0,3369958.0,3469639.0,3569645.0,3669780.0,3770046.0,3869729.0,3969544.0,4070569.0,4171113.0,4285132.0,4388441.0,4488314.0,4587437.0,4686311.0,4785340.0,4884256.0,4983269.0,5082342.0,5181345.0,5280366.0,5381330.0,5482194.0,5583264.0,5684068.0,5786202.0
11,11,17,webber,9,9,1,Finished,114206,217424,320051,422780,524757,625806,726750,827615,928633,1029460,1130084,1230412,1331056,1431351,1531545,1631520,1733748,1835459,1935859,2053441,2158256,2259392,2360710,2462227.0,2563324.0,2664280.0,2764860.0,2865445.0,2965943.0,3066733.0,3167719.0,3268235.0,3368292.0,3468380.0,3568946.0,3669041.0,3768844.0,3868747.0,3968847.0,4069823.0,4170717.0,4271673.0,4387789.0,4493633.0,4594394.0,4694401.0,4795217.0,4895057.0,4994968.0,5094496.0,5194097.0,5294771.0,5394622.0,5494612.0,5594742.0,5695398.0,5796199.0
1,11,2,heidfeld,2,11,1,Finished,114670,218226,321005,423473,527024,628864,730545,832118,933443,1034744,1135914,1236972,1337960,1438755,1539353,1640062,1740801,1841586,1942973,2044146,2145291,2262386,2368693,2470312.0,2571584.0,2672620.0,2773669.0,2874744.0,2975450.0,3076280.0,3176800.0,3277118.0,3377572.0,3477782.0,3578217.0,3678303.0,3778610.0,3878866.0,3978879.0,4079352.0,4179769.0,4280111.0,4394731.0,4499267.0,4599428.0,4699483.0,4799868.0,4899793.0,5000080.0,5100064.0,5199874.0,5299693.0,5399397.0,5499824.0,5599676.0,5699759.0,5800111.0
