,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1053,830,max_verstappen,9,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,23539,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1053,1,hamilton,131,2,1,Finished,3969,3203,1787,3115,2570,384,3306,4972,5321,5291,4847,4625,4756,5045,5058,5039,5935,5573,5526,5388,5045,6065,4954,3299,3174,2065,0,0,5573,2278,86366.0,149529.0,1595758.0,2606.0,7327.0,9539.0,10158.0,11876.0,11776.0,12144.0,12564.0,12216.0,12335.0,12547.0,12979.0,13374.0,13751.0,14532.0,15515.0,14797.0,15151.0,16189.0,17057.0,18497.0,18644.0,19240.0,19466.0,20391.0,20932.0,20110.0,20673.0,21934.0,22000.0
2,1053,844,leclerc,6,4,1,Finished,8595,4755,2570,5078,4876,945,4227,6150,7708,9257,10795,12249,13570,14919,16666,19640,21172,21710,22734,24163,23161,21954,19632,16628,15971,15843,14356,16398,22543,20429,21870.0,29510.0,17303.0,661.0,2312.0,2815.0,3269.0,3982.0,4833.0,5410.0,6185.0,6951.0,7821.0,8655.0,9590.0,10949.0,11726.0,12784.0,13638.0,13880.0,14506.0,15637.0,16439.0,17983.0,20196.0,21257.0,21483.0,22127.0,22823.0,23678.0,23992.0,24927.0,25579.0
3,1053,815,perez,9,11,1,Finished,9211,6275,3769,6330,5896,1436,7308,12305,15749,18738,21133,22663,24366,26041,27641,28967,29810,30987,30852,30211,29252,28180,27081,27904,29238,30203,28894,31185,50999,48571,58251.0,84079.0,58733.0,1139.0,3092.0,3624.0,3898.0,26910.0,28708.0,29415.0,30538.0,31458.0,32035.0,34174.0,37153.0,39771.0,43729.0,44566.0,44729.0,44539.0,44724.0,46407.0,48734.0,51087.0,53331.0,55227.0,56467.0,58019.0,59862.0,62374.0,63558.0,65451.0,67151.0
4,1053,817,ricciardo,1,6,1,Finished,14240,7665,5054,9653,8223,2280,9156,15465,20183,23482,27414,30084,32789,35697,38913,41391,46169,47745,49500,50624,50724,51731,51608,51130,52186,55588,60677,90304,68411,65838,81173.0,94459.0,73187.0,1836.0,5099.0,6322.0,7272.0,8609.0,9429.0,10743.0,11822.0,14190.0,15694.0,17302.0,19290.0,21237.0,23205.0,25288.0,27393.0,28530.0,30184.0,31833.0,33705.0,35280.0,37057.0,38573.0,39595.0,41349.0,43053.0,45340.0,47128.0,49045.0,51220.0
5,1053,842,gasly,213,7,1,Finished,15400,9267,6868,11233,9474,2511,11847,17471,26842,34187,43789,52096,64800,77115,111730,115115,119500,121446,123946,125584,127006,127437,128123,128382,129186,137341,168960,166845,143335,152279,194272.0,209529.0,1620183.0,5092.0,10568.0,13429.0,15420.0,17961.0,19614.0,21875.0,23107.0,24192.0,25378.0,27055.0,28797.0,30053.0,31124.0,32262.0,33439.0,33871.0,34541.0,35550.0,36755.0,38087.0,39691.0,40875.0,43729.0,45051.0,45840.0,47545.0,49104.0,50783.0,52818.0
6,1053,840,stroll,117,8,1,Finished,16764,10956,8921,12501,10632,3298,12483,20430,27336,34677,40732,45347,49209,52595,56225,59558,62517,65381,67013,68265,69289,70883,71403,72072,73485,74625,79108,104618,86809,85243,108303.0,145305.0,1584465.0,2371.0,6717.0,8419.0,9535.0,11258.0,15339.0,16923.0,18563.0,20476.0,22047.0,23638.0,25404.0,26973.0,28617.0,30065.0,31358.0,31925.0,32895.0,33926.0,35172.0,36647.0,38308.0,39620.0,40680.0,42389.0,44353.0,46294.0,48171.0,49928.0,51909.0
7,1053,832,sainz,6,5,1,Finished,18615,11999,10060,16174,12183,3762,11920,19494,25442,31382,32971,33618,43778,45619,47256,49640,50913,51998,52783,54223,54487,54964,53276,51707,52613,51813,54804,79558,57130,54050,63875.0,88031.0,62130.0,1340.0,4211.0,4835.0,5196.0,6008.0,6491.0,7554.0,8345.0,9020.0,9634.0,10294.0,11106.0,12173.0,12881.0,13832.0,14930.0,16259.0,17154.0,17740.0,18823.0,20271.0,21591.0,22445.0,22733.0,23313.0,23998.0,24964.0,25274.0,26512.0,27036.0
8,1053,846,norris,1,3,1,Finished,21374,14682,11278,18025,14318,4030,12155,17619,21564,24463,28266,30934,34733,36712,39766,42133,43474,43573,43554,43876,43238,43519,42895,41693,41883,42752,42043,43822,48851,47405,57662.0,81707.0,53889.0,976.0,851.0,1645.0,2040.0,2892.0,3259.0,4069.0,4669.0,5580.0,6535.0,7484.0,8588.0,9782.0,10600.0,11497.0,12351.0,12849.0,13529.0,14516.0,15366.0,16653.0,17567.0,18414.0,18671.0,19590.0,20256.0,22074.0,22370.0,23415.0,23702.0
9,1053,822,bottas,131,18,4,Collision,22289,16026,13504,19084,17323,4468,12994,21670,28020,35626,44011,47583,51002,54386,58101,60764,63605,66534,68310,69724,69876,71743,72279,72964,74292,75725,75685,78927,86525,88577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
