,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,heidfeld,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,rosberg,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,7,6,5,5,5,5,5,5,5,4,4,4,4,4,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
4,ralf_schumacher,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,10,10,8,8,8,8,8,8,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,kubica,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,3,8,7,7,7,7,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,6,6,6,6,6,6,5,5,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,webber,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,4,3,10,10,10,10,10,10,9,8,8,8,8,8,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9
7,alonso,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,12,12,11,9,9,9,9,9,9,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,kovalainen,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,6,5,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
9,coulthard,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,7,6,6,6,6,6,6,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
10,fisichella,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,11,11,16,15,15,15,15,15,15,15,15,15,14,13,12,12,12,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
11,trulli,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,9,9,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,12,12,12,12,12,12,11,11,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
12,davidson,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,11,11,11,11,10,10,10,10,17,16,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,wurz,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,11,11,11,17,16,15,14,14,14,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,0
14,sato,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,12,11,13,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
