,0,1,2
0,23,3,1:15.529
1,31,3,1:15.923
2,30,6,1:16.047
3,4,4,1:16.048
4,22,6,1:16.143
5,17,19,1:16.182
6,44,7,1:16.598
7,15,4,1:16.718
8,43,7,1:16.826
9,49,15,1:16.939
10,14,1,1:17.024
11,2,15,1:17.086
12,42,19,1:17.337
13,35,16,1:17.347
14,50,18,1:18.014
15,21,17,1:18.036
16,18,16,1:18.205
17,51,18,1:18.560
18,52,17,1:18.692
19,8,1,3:00.00
