,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
9,881.0,20.0,vettel,1.0,1.0,Finished,121790.0,238917.0,355589.0,472856.0,593323.0,731381.0,846757.0,956895.0,1065477.0,1171968.0,1277512.0,1382502.0,1487160.0,1591242.0,1694858.0,1798208.0,1901456.0,2004896.0,2108372.0,2211446.0,2314929.0,2421752.0,2540551.0,2642605.0,2744346.0,2846426.0,2949277.0,3051568.0,3154064.0,3256592.0,3359268.0,3464768.0,3582564.0,3683813.0,3785166.0,3887195.0,3988756.0,4090435.0,4191569.0,4293372.0,4394619.0,4498458.0,4613632.0,4715395.0,4815841.0,4917839.0,5018587.0,5119438.0,5220512.0,5321656.0,5422985.0,5524904.0,5626650.0,5728420.0,5831161.0,5936681.0
3,881.0,4.0,alonso,22.0,4.0,Collision,125239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,881.0,17.0,webber,2.0,1.0,Finished,125298.0,242261.0,359392.0,476441.0,593029.0,708824.0,827387.0,955324.0,1062519.0,1168810.0,1274570.0,1380094.0,1484879.0,1589061.0,1692596.0,1795791.0,1898914.0,2002722.0,2109374.0,2228594.0,2331513.0,2434704.0,2537908.0,2641319.0,2743834.0,2845927.0,2948502.0,3050259.0,3152398.0,3254700.0,3359748.0,3477380.0,3578792.0,3680328.0,3782477.0,3883490.0,3984379.0,4085426.0,4187354.0,4288770.0,4390367.0,4492732.0,4597486.0,4714838.0,4815523.0,4918280.0,5019960.0,5122155.0,5224221.0,5325389.0,5427083.0,5528696.0,5631277.0,5734175.0,5837620.0,5940979.0
1,881.0,1.0,hamilton,3.0,1.0,Finished,125768.0,243564.0,361221.0,478964.0,596396.0,712986.0,831719.0,963327.0,1070826.0,1176454.0,1281230.0,1385493.0,1489526.0,1593525.0,1697212.0,1800764.0,1904226.0,2007797.0,2111975.0,2215661.0,2323007.0,2441096.0,2542706.0,2644475.0,2746104.0,2847803.0,2950358.0,3052798.0,3155202.0,3260883.0,3378112.0,3479113.0,3580433.0,3681880.0,3784513.0,3886183.0,3988070.0,4090238.0,4193409.0,4295879.0,4401338.0,4520050.0,4621837.0,4723866.0,4825805.0,4927948.0,5029388.0,5131115.0,5232437.0,5334331.0,5435637.0,5537557.0,5640197.0,5742415.0,5845321.0,5948862.0
8,881.0,18.0,button,17.0,54.0,Withdrew,127046.0,246353.0,365962.0,485480.0,604385.0,723083.0,844164.0,972006.0,1079763.0,1186438.0,1291672.0,1396392.0,1500786.0,1604792.0,1708566.0,1812409.0,1916013.0,2019747.0,2123382.0,2226867.0,2333275.0,2451568.0,2553719.0,2655827.0,2758294.0,2860353.0,2962530.0,3064715.0,3166899.0,3270358.0,3373068.0,3475252.0,3577609.0,3680058.0,3787999.0,3991140.0,4093403.0,4195032.0,4297137.0,4399758.0,4502322.0,4603065.0,4703621.0,4804939.0,4906368.0,5007861.0,5109741.0,5211655.0,5314255.0,5417464.0,5519876.0,5622666.0,5735060.0,,,
5,881.0,13.0,massa,5.0,1.0,Finished,127716.0,248317.0,367897.0,487555.0,610762.0,750672.0,865715.0,976758.0,1085146.0,1191947.0,1297282.0,1401848.0,1506053.0,1610087.0,1713771.0,1817586.0,1921397.0,2025421.0,2129921.0,2237511.0,2357746.0,2461210.0,2562953.0,2665043.0,2767232.0,2869691.0,2972069.0,3074456.0,3177024.0,3280109.0,3383224.0,3487398.0,3595349.0,3714200.0,3815457.0,3916907.0,4019410.0,4120869.0,4222083.0,4323160.0,4424892.0,4526568.0,4628588.0,4730372.0,4832537.0,4934835.0,5040063.0,5157000.0,5258363.0,5358168.0,5457990.0,5558116.0,5659742.0,5760467.0,5861325.0,5962329.0
2,881.0,3.0,rosberg,4.0,1.0,Finished,127937.0,246638.0,364425.0,481409.0,598777.0,715336.0,831177.0,949370.0,1075200.0,1180901.0,1285522.0,1389297.0,1493462.0,1597000.0,1700540.0,1803716.0,1906916.0,2010252.0,2113762.0,2217119.0,2321009.0,2428590.0,2546097.0,2647154.0,2748492.0,2850438.0,2952312.0,3055003.0,3156956.0,3258737.0,3362902.0,3481986.0,3583771.0,3684746.0,3786338.0,3888219.0,3989742.0,4092027.0,4194164.0,4296620.0,4399404.0,4504961.0,4623029.0,4723784.0,4825914.0,4928376.0,5030546.0,5132070.0,5233264.0,5335072.0,5436370.0,5538340.0,5640931.0,5743192.0,5845765.0,5949321.0
14,881.0,815.0,perez,9.0,1.0,Finished,128741.0,248961.0,368990.0,489464.0,610319.0,730098.0,852343.0,981151.0,1089600.0,1196470.0,1302764.0,1407931.0,1512440.0,1616586.0,1721157.0,1826447.0,1930596.0,2034508.0,2138366.0,2242444.0,2346320.0,2453494.0,2571798.0,2673769.0,2775990.0,2877774.0,2979774.0,3081962.0,3184103.0,3286734.0,3390499.0,3494503.0,3601413.0,3720216.0,3821854.0,3924411.0,4025716.0,4127192.0,4229606.0,4331773.0,4434165.0,4536908.0,4639806.0,4742805.0,4845659.0,4948980.0,5052637.0,5156648.0,5262414.0,5367178.0,5472104.0,5577042.0,5682240.0,5793034.0,5909839.0,6009038.0
6,881.0,16.0,sutil,20.0,61.0,Wheel nut,129129.0,249641.0,370064.0,491279.0,611139.0,734997.0,884970.0,995241.0,1105236.0,1211349.0,1317496.0,1421589.0,1525772.0,1629584.0,1733864.0,1837877.0,1941578.0,2045339.0,2149420.0,2253094.0,2357068.0,2464453.0,2653921.0,2756712.0,2860915.0,2963931.0,3072835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,881.0,807.0,hulkenberg,8.0,1.0,Finished,129804.0,250257.0,370639.0,489835.0,608060.0,726062.0,845383.0,974427.0,1081049.0,1186727.0,1292362.0,1397403.0,1502287.0,1606720.0,1711228.0,1815684.0,1919812.0,2024019.0,2128640.0,2233032.0,2340063.0,2462423.0,2564718.0,2667482.0,2770085.0,2872686.0,2975143.0,3077963.0,3180897.0,3284364.0,3388393.0,3492002.0,3595957.0,3702709.0,3823385.0,3925304.0,4027111.0,4129850.0,4232273.0,4334971.0,4438703.0,4541728.0,4645236.0,4751343.0,4871719.0,4972446.0,5073750.0,5174910.0,5275991.0,5377419.0,5479307.0,5581229.0,5682975.0,5785581.0,5887541.0,5989725.0
