,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
14,1057.0,844.0,leclerc,4.0,1.0,Finished,112162.0,221834.0,330580.0,438180.0,545440.0,653403.0,762014.0,870735.0,982558.0,1105996.0,1214101.0,1323187.0,1431226.0,1538900.0,1646172.0,1753412.0,1860986.0,1968190.0,2075476.0,2182658.0,2289916.0,2396428.0,2502786.0,2609278.0,2715919.0,2822306.0,2928975.0,3035491.0,3141669.0,3248147.0,3387665.0,3559387.0,3732926.0,3903432.0,4083991.0,4196935.0,4304598.0,4411484.0,4517289.0,4623042.0,4728774.0,4834486.0,4940080.0,5045860.0,5151398.0,5256780.0,5390118.0,5575509.0,7762624.0,7913546.0,8020238.0
1,1057.0,1.0,hamilton,15.0,1.0,Finished,112533.0,221769.0,329829.0,437291.0,544933.0,652327.0,759383.0,866467.0,973866.0,1081307.0,1192525.0,1319208.0,1425808.0,1532478.0,1639391.0,1745066.0,1851211.0,1956974.0,2063203.0,2169113.0,2274927.0,2381043.0,2487422.0,2593705.0,2699325.0,2805369.0,2911715.0,3017816.0,3123662.0,3229254.0,3367664.0,3552386.0,3727411.0,3900155.0,4083574.0,4193675.0,4300189.0,4405404.0,4511424.0,4616443.0,4721470.0,4826728.0,4931497.0,5036276.0,5141133.0,5246237.0,5381643.0,5569231.0,7754075.0,7922993.0,8034078.0
8,1057.0,830.0,max_verstappen,18.0,3.0,Accident,113236.0,222786.0,330826.0,438652.0,545759.0,653307.0,760525.0,867674.0,974799.0,1082094.0,1189421.0,1299810.0,1422761.0,1528953.0,1635338.0,1741079.0,1846999.0,1953100.0,2058997.0,2164963.0,2270668.0,2376443.0,2482119.0,2587575.0,2692990.0,2798342.0,2903794.0,3009344.0,3114738.0,3220391.0,3352568.0,3549847.0,3725166.0,3897765.0,4082962.0,4190611.0,4296363.0,4401689.0,4506814.0,4611619.0,4716480.0,4821666.0,4926595.0,5031076.0,5135564.0,,,,,,
5,1057.0,815.0,perez,1.0,1.0,Finished,114523.0,223703.0,332347.0,440189.0,547346.0,654859.0,761905.0,869178.0,976593.0,1083474.0,1190971.0,1297771.0,1407731.0,1532110.0,1637978.0,1744319.0,1850441.0,1956504.0,2062302.0,2168139.0,2273861.0,2379759.0,2485375.0,2590966.0,2696571.0,2803544.0,2909539.0,3015399.0,3121209.0,3227232.0,3362799.0,3550641.0,3726001.0,3899160.0,4083428.0,4192666.0,4299182.0,4405071.0,4510476.0,4615672.0,4720622.0,4825673.0,4930467.0,5035340.0,5140027.0,5244762.0,5380927.0,5567824.0,7753093.0,7911707.0,8016410.0
13,1057.0,842.0,gasly,3.0,1.0,Finished,115240.0,224271.0,333478.0,441416.0,549059.0,656974.0,764679.0,872075.0,979485.0,1086583.0,1197865.0,1321911.0,1429273.0,1537153.0,1644082.0,1751130.0,1858737.0,1966090.0,2072841.0,2179764.0,2286439.0,2393220.0,2499845.0,2606958.0,2713915.0,2820650.0,2927451.0,3034036.0,3140398.0,3247254.0,3385817.0,3556190.0,3731490.0,3902098.0,4083723.0,4195635.0,4303858.0,4410190.0,4516222.0,4621602.0,4727088.0,4832354.0,4938023.0,5043243.0,5148685.0,5254134.0,5387576.0,5574398.0,7761010.0,7913584.0,8019172.0
9,1057.0,832.0,sainz,8.0,1.0,Finished,115799.0,225341.0,334641.0,443204.0,551000.0,658894.0,766978.0,874740.0,982035.0,1093577.0,1237587.0,1345111.0,1452327.0,1559435.0,1666571.0,1774527.0,1882585.0,1990317.0,2098191.0,2206213.0,2313492.0,2421075.0,2529508.0,2635543.0,2741885.0,2848480.0,2955931.0,3062230.0,3168201.0,3283774.0,3434258.0,3574642.0,3748439.0,3912373.0,4085349.0,4199121.0,4307403.0,4414369.0,4520598.0,4626333.0,4732234.0,4837934.0,4943757.0,5050002.0,5155703.0,5262643.0,5397976.0,5581296.0,7767688.0,7917944.0,8024119.0
2,1057.0,4.0,alonso,6.0,1.0,Finished,117109.0,227171.0,335931.0,444593.0,553041.0,661973.0,776488.0,901996.0,1010042.0,1119478.0,1228781.0,1336923.0,1445156.0,1553518.0,1661619.0,1770564.0,1878984.0,1987115.0,2095365.0,2203200.0,2311127.0,2418796.0,2526324.0,2633549.0,2740893.0,2848506.0,2957479.0,3064714.0,3171916.0,3288851.0,3436101.0,3583301.0,3749968.0,3914890.0,4086000.0,4200090.0,4309169.0,4416165.0,4522479.0,4629128.0,4735472.0,4841096.0,4947131.0,5053407.0,5160678.0,5267408.0,5405799.0,5587199.0,7772067.0,7917077.0,8022792.0
18,1057.0,852.0,tsunoda,7.0,1.0,Finished,117578.0,227649.0,336183.0,445181.0,553323.0,662018.0,770928.0,879266.0,990642.0,1115961.0,1223941.0,1331370.0,1438852.0,1546124.0,1652966.0,1759989.0,1866910.0,1973594.0,2080446.0,2187397.0,2294085.0,2401017.0,2507632.0,2614020.0,2720520.0,2827247.0,2933817.0,3040347.0,3146987.0,3254029.0,3395779.0,3563376.0,3735535.0,3906366.0,4084414.0,4197630.0,4305490.0,4411863.0,4517902.0,4624001.0,4729810.0,4835703.0,4941447.0,5047341.0,5152822.0,5257761.0,5392743.0,5577928.0,7764313.0,7917633.0,8023034.0
4,1057.0,20.0,vettel,2.0,1.0,Finished,118358.0,228515.0,337535.0,445962.0,554749.0,663466.0,771896.0,880085.0,989212.0,1096870.0,1204144.0,1311209.0,1418393.0,1525245.0,1631888.0,1738497.0,1845079.0,1955438.0,2078230.0,2184757.0,2291350.0,2398044.0,2504512.0,2611033.0,2717377.0,2823489.0,2930138.0,3036749.0,3143047.0,3250142.0,3391359.0,3561554.0,3734074.0,3904916.0,4084122.0,4195524.0,4302281.0,4408209.0,4513690.0,4619152.0,4724042.0,4829418.0,4934668.0,5039582.0,5145371.0,5250697.0,5384356.0,5572082.0,7756129.0,7912657.0,8017795.0
7,1057.0,822.0,bottas,12.0,1.0,Finished,119467.0,229885.0,339200.0,448408.0,556630.0,664965.0,773842.0,882260.0,990394.0,1098720.0,1210891.0,1335233.0,1442897.0,1550249.0,1657272.0,1763898.0,1870510.0,1976763.0,2082935.0,2189545.0,2296903.0,2404416.0,2512152.0,2619055.0,2725825.0,2832161.0,2938546.0,3044610.0,3150785.0,3259083.0,3411322.0,3570614.0,3742599.0,3909654.0,4085079.0,4201781.0,4310769.0,4419158.0,4526882.0,4633314.0,4739676.0,4845652.0,4951317.0,5057134.0,5163330.0,5271882.0,5409954.0,5596875.0,7788198.0,7920912.0,8027674.0
