,0,1,2
0,844,6,1:41.218
1,1,131,1:41.450
2,830,9,1:41.563
3,842,213,1:41.565
4,832,6,1:41.576
5,846,1,1:41.747
6,815,9,1:41.630
7,852,213,1:41.654
8,4,214,1:42.195
9,822,131,1:42.106
10,20,117,1:42.224
11,839,214,1:42.273
12,817,1,1:42.304
13,8,51,1:42.587
14,847,3,1:42.728
15,849,3,1:43.128
16,854,210,1:44.158
17,853,210,1:44.238
18,840,117,3:00.00
19,841,51,3:00.00
