,0,1,2
0,822,131,1:25.154
1,1,131,1:25.217
2,807,211,1:26.082
3,830,9,1:26.176
4,817,4,1:26.297
5,840,211,1:26.428
6,842,213,1:26.523
7,844,6,1:26.614
8,848,9,1:26.642
9,846,1,1:26.778
10,839,4,1:27.011
11,20,6,1:27.078
12,832,1,1:27.083
13,154,210,1:27.254
14,847,3,1:27.455
15,826,213,1:27.882
16,825,210,1:28.236
17,849,3,1:28.430
18,841,51,1:28.433
19,8,51,1:28.493
