,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,raikkonen,1,4,7,7,7,7,7,6,6,6,6,12,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,massa,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
2,alonso,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
3,wurz,4,10,9,8,8,8,8,7,7,7,10,13,6,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,trulli,5,14,12,14,14,14,14,14,14,13,13,11,15,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,0
5,webber,6,6,4,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,sato,7,7,11,13,13,13,13,13,12,12,12,10,12,12,12,12,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,fisichella,8,15,13,10,10,10,10,10,8,8,7,6,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,12,12,13,13,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,7,8,9,9,8,8,8,8,9,0
8,button,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,markus_winkelhock,10,1,1,1,1,1,1,8,13,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,kovalainen,11,9,6,6,6,6,6,5,5,5,5,5,7,6,6,6,6,6,5,5,5,5,5,5,5,5,6,9,9,9,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,7,9,9,8,8,7,7,7,7,7,0
11,kubica,12,16,14,11,11,11,11,11,11,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,5,5,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
12,speed,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,liuzzi,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,davidson,15,20,15,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,0
15,ralf_schumacher,16,17,10,12,12,12,12,12,9,9,8,7,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,rosberg,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,coulthard,18,8,5,5,5,5,5,3,3,4,4,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,4,4,4,4,3,3,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5
18,hamilton,19,11,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,8,7,7,7,9,9,9,9,8,0
19,barrichello,20,12,8,9,9,9,9,9,10,11,11,9,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
20,sutil,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
