,0,1,2
0,822,131,0:53.377
1,847,131,0:53.403
2,830,9,0:53.433
3,844,6,0:53.613
4,815,211,0:53.787
5,826,213,0:53.856
6,817,4,0:53.871
7,832,1,0:53.818
8,842,213,0:53.941
9,840,211,0:53.840
10,839,4,0:53.995
11,848,9,0:54.026
12,20,6,0:54.175
13,841,51,0:54.377
14,846,1,0:54.194
15,825,210,0:54.705
16,849,3,0:54.796
17,851,3,0:54.892
18,8,51,0:54.963
19,850,210,0:55.426
