,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,rosberg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hulkenberg,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
2,ricciardo,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,massa,4,5,13,13,13,11,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,9,7,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9
4,grosjean,5,6,5,6,6,6,12,10,10,10,10,9,9,9,9,10,11,12,12,12,11,10,11,15,14,14,14,13,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12
5,bottas,6,4,4,4,4,4,4,12,12,12,12,12,12,11,11,11,10,10,9,9,9,8,8,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8
6,sainz,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,perez,8,7,6,5,5,5,9,7,7,7,8,7,7,7,7,7,7,7,7,7,7,5,4,4,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,jolyon_palmer,9,8,7,7,7,7,11,9,9,9,9,10,11,12,13,13,13,13,13,13,13,13,16,14,13,13,13,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14
9,kevin_magnussen,10,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,gutierrez,11,10,9,9,9,8,6,13,13,13,13,13,13,13,12,12,12,11,11,11,10,11,15,12,12,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11
11,alonso,12,11,10,10,10,9,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
12,ocon,13,12,11,12,12,12,15,15,15,15,16,16,16,16,16,16,15,15,15,15,16,15,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
13,kvyat,14,14,14,14,14,13,10,8,8,8,7,8,8,8,8,8,9,9,10,10,12,16,14,11,11,12,12,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13
14,hamilton,15,13,12,11,11,10,7,5,5,5,5,4,4,4,4,4,4,3,3,3,4,9,6,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
15,max_verstappen,16,17,16,16,16,15,14,14,14,14,14,14,14,14,14,15,16,16,16,16,15,12,10,8,8,8,10,14,13,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10
16,ericsson,17,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,nasr,18,18,17,17,17,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,14,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
18,vettel,19,16,15,15,15,14,13,11,11,11,11,11,10,10,10,9,8,8,8,8,8,6,7,9,9,9,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6
19,button,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
