,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
16,1024,844,leclerc,6,2,1,Finished,109604,218571,327150,436559,545916,655601,764899,874469,984242,1093919,1203202,1312607,1422007,1531362,1640116,1748419,1856244,1965255,2074865,2191918,2318937,2425501,2532476,2639948,2747840,2855650,2964321,3073354,3180908,3289239,3397459,3505993,3612671,3717921,3822975.0,3942145.0,4104978.0,4271420.0,4436605.0,4606602.0,4713634.0,4819760.0,4925285.0,5052179.0,5218657.0,5382208.0,5554892.0,5661710.0,5767441.0,5889908.0,6062093.0,6167640.0,6272826.0,6378244.0,6483423.0,6588751.0,6694015.0,6799261.0,6903984.0,7009260.0,7116308.0
0,1024,1,hamilton,131,4,1,Finished,110683,219349,328155,437237,546797,656556,765735,875342,985279,1095023,1204589,1313667,1422814,1531991,1641078,1750308,1857736,1966309,2075657,2184600,2291685,2398991,2506960,2615791,2724972,2842612,2970102,3078417,3186167,3293531,3402346,3509691,3619414,3727188,3832683.0,3957462.0,4108243.0,4273746.0,4440390.0,4607552.0,4716689.0,4823594.0,4930116.0,5056775.0,5220957.0,5384980.0,5555818.0,5663893.0,5770651.0,5897289.0,6063124.0,6169797.0,6275419.0,6380847.0,6486006.0,6591539.0,6696478.0,6801392.0,6906738.0,7012323.0,7118275.0
3,1024,20,vettel,6,1,1,Finished,111679,220704,329549,438753,547916,657868,767202,876451,986429,1096190,1205880,1314947,1424132,1533541,1642758,1751807,1860116,1968832,2085824,2211933,2317386,2424386,2531606,2638795,2746351,2854484,2962296,3070147,3177579,3285705,3393373,3500241,3606651,3712644,3818410.0,3937747.0,4104115.0,4270352.0,4435399.0,4605815.0,4712555.0,4818954.0,4924332.0,5050106.0,5217694.0,5380980.0,5554409.0,5660711.0,5766400.0,5888585.0,6061040.0,6166683.0,6271786.0,6377093.0,6482036.0,6587113.0,6691915.0,6796985.0,6901888.0,7007417.0,7113667.0
11,1024,830,max_verstappen,9,3,1,Finished,112184,221489,330272,439630,548634,658573,768102,877201,987094,1096961,1206679,1315841,1425141,1534498,1643535,1752772,1861238,1970878,2089261,2215721,2321602,2427261,2533837,2641025,2748674,2856445,2965072,3074228,3183102,3290581,3398986,3507081,3615449,3721378,3826631.0,3949678.0,4107060.0,4272918.0,4437220.0,4607138.0,4714740.0,4820953.0,4926819.0,5054025.0,5219699.0,5384164.0,5555338.0,5662801.0,5768704.0,5891496.0,6062683.0,6168895.0,6274363.0,6379820.0,6485095.0,6590271.0,6695470.0,6800666.0,6906149.0,7011411.0,7117488.0
8,1024,822,bottas,131,5,1,Finished,112860,222859,331491,440666,549920,659675,768878,878234,987560,1097829,1207538,1317106,1426285,1535521,1644628,1753691,1862870,1971759,2082350,2189782,2297420,2412950,2540331,2645621,2754140,2862816,2971090,3079419,3187153,3294829,3403199,3511085,3621861,3730953,3838083.0,3965656.0,4115997.0,4274959.0,4441209.0,4608299.0,4717838.0,4825024.0,4932124.0,5059335.0,5222866.0,5386050.0,5556350.0,5664998.0,5772345.0,5900716.0,6063805.0,6171006.0,6276571.0,6382356.0,6487741.0,6592756.0,6700465.0,6803999.0,6909521.0,7014515.0,7119786.0
19,1024,848,albon,9,6,1,Finished,113830,223512,332592,441811,551899,660752,770236,879271,988741,1098773,1208430,1317959,1427227,1536790,1645641,1754946,1864170,1973776,2083761,2201018,2327379,2434028,2541667,2647881,2754803,2863449,2972922,3080322,3188463,3296154,3404163,3512494,3622475,3732474,3839807.0,3969093.0,4118873.0,4276067.0,4443956.0,4609069.0,4718511.0,4826128.0,4933303.0,5061258.0,5223613.0,5388508.0,5556830.0,5665815.0,5773274.0,5901835.0,6064601.0,6172093.0,6278331.0,6384327.0,6490183.0,6596419.0,6702073.0,6807491.0,6912751.0,7019019.0,7125330.0
17,1024,846,norris,1,7,1,Finished,117650,227372,336472,445783,554434,663523,773134,882518,992199,1101958,1211312,1320905,1430379,1539271,1648077,1757020,1866587,1975947,2085417,2202955,2332227,2439179,2546508,2653288,2760249,2867718,2976044,3084662,3192379,3300755,3410028,3519038,3626905,3738359,3847922.0,3978980.0,4129373.0,4277869.0,4446061.0,4609646.0,4719293.0,4827474.0,4934909.0,5064181.0,5225462.0,5390880.0,5557427.0,5666680.0,5774151.0,5903558.0,6065595.0,6173120.0,6279812.0,6386199.0,6492295.0,6598534.0,6704661.0,6810377.0,6916375.0,7022228.0,7128436.0
14,1024,841,giovinazzi,51,10,1,Finished,118280,228516,338614,448261,557256,666223,775682,884896,994345,1104012,1213574,1323083,1432497,1541922,1651093,1760311,1869279,1978575,2087969,2197269,2306473,2415479,2524247,2632697,2741267,2849793,2958588,3067198,3175978,3285194,3395869,3505618,3621587,3749062,3877644.0,4025670.0,4192367.0,4309557.0,4457907.0,4613869.0,4726718.0,4834546.0,4943723.0,5078472.0,5234826.0,5399789.0,5560448.0,5671295.0,5779646.0,5910829.0,6067947.0,6176113.0,6282613.0,6388991.0,6495156.0,6601602.0,6707606.0,6813669.0,6919299.0,7025332.0,7131522.0
9,1024,825,kevin_magnussen,210,17,1,Finished,118793,229555,339931,450034,559576,668811,778212,887886,997697,1107242,1216450,1326201,1435717,1545156,1654565,1763986,1873437,1990704,2118525,2225984,2334925,2443648,2551582,2659197,2766881,2874519,2981956,3089706,3197368,3304961,3412755,3521141,3629456,3741767,3850277.0,3981311.0,4133284.0,4278770.0,4446883.0,4610300.0,4720619.0,4829589.0,4937947.0,5069041.0,5227247.0,5392366.0,5558067.0,5670296.0,5778903.0,5908504.0,6067663.0,6182435.0,6292994.0,6405563.0,6519071.0,6638831.0,6773142.0,6875443.0,6985340.0,7089168.0,7200189.0
15,1024,842,gasly,5,8,1,Finished,119586,230419,341062,451094,560851,670109,779110,888967,998507,1108588,1217735,1327164,1437158,1546533,1656026,1764987,1874251,1984056,2091473,2200402,2308284,2416587,2525778,2634258,2742816,2851444,2959927,3068306,3176959,3287517,3396948,3515798,3644798,3750802,3858191.0,3992600.0,4142609.0,4285234.0,4453987.0,4612122.0,4723287.0,4832670.0,4941292.0,5073581.0,5231283.0,5395341.0,5558921.0,5668032.0,5774785.0,5906475.0,6066240.0,6173762.0,6280610.0,6387056.0,6493125.0,6599599.0,6705529.0,6811298.0,6917276.0,7023060.0,7129214.0
