,0,1,2
0,830,9,1:56.559
1,847,3,1:56.950
2,1,131,1:56.229
3,817,1,1:57.127
4,20,117,1:56.814
5,842,213,1:56.440
6,815,9,1:56.886
7,822,131,1:56.295
8,839,214,1:57.354
9,846,1,1:56.025
10,844,6,1:57.721
11,849,3,1:58.056
12,832,6,1:58.137
13,4,214,1:58.205
14,840,117,1:58.231
15,841,51,2:02.306
16,852,213,2:02.413
17,854,210,2:03.973
18,8,51,2:04.452
19,853,210,2:04.939
